key;accepted;kingdom;scientificName;speciesKey
103023791;NA;Viridiplantae;Potamogeton maackianus x Potamogeton acutifolius;103023791
103023792;NA;Viridiplantae;Potamogeton distinctus x Potamogeton wrightii;103023792
103023793;NA;Viridiplantae;Potamogeton distinctus x Potamogeton nodosus;103023793
103023794;NA;Viridiplantae;Potamogeton distinctus x Potamogeton gramineus;103023794
103023795;NA;Viridiplantae;Potamogeton berchtoldii subsp. gemmiparus x Potamogeton vaseyi;103023795
103023796;NA;Viridiplantae;Potamogeton foliosus x Potamogeton pusillus;103023796
103023797;NA;Viridiplantae;Potamogeton berchtoldii x Potamogeton vaseyi;103023797
103023798;NA;Viridiplantae;Potamogeton perfoliatus x Potamogeton richardsonii;103023798
103023799;NA;Viridiplantae;Potamogeton perfoliatus x Potamogeton epihydrus;103023799
103023800;NA;Viridiplantae;Potamogeton oakesianus x Potamogeton gramineus;103023800
103023801;NA;Viridiplantae;Potamogeton bicupulatus x Potamogeton epihydrus;103023801
103023802;NA;Viridiplantae;Potamogeton crispus x Potamogeton praelongus;103023802
103023803;NA;Viridiplantae;Potamogeton berchtoldii x Potamogeton sibiricus;103023803
103023804;NA;Viridiplantae;Potamogeton lucens x Potamogeton nodosus;103023804
103023805;NA;Viridiplantae;Potamogeton pusillus x Potamogeton foliosus;103023805
103024018;NA;Viridiplantae;Stuckenia pectinata x Stuckenia filiformis;103024018
103024019;NA;Viridiplantae;Stuckenia pamirica x Stuckenia filiformis;103024019
103024020;NA;Viridiplantae;Stuckenia amblyophylla x Stuckenia pamirica;103024020
103025764;NA;Viridiplantae;Geonoma brongniartii x Geonoma deversa;103025764
103027684;NA;Viridiplantae;Tradescantia ohiensis x Tradescantia paludosa;103027684
103027787;NA;Viridiplantae;Anigozanthos humilis x Anigozanthos manglesii;103027787
103029199;NA;Viridiplantae;Guzmania wittmackii x Guzmania lingulata;103029199
103030447;NA;Viridiplantae;Carex recta x Carex paleacea;103030447
103030448;NA;Viridiplantae;Carex aquatilis x Carex recta;103030448
103030449;NA;Viridiplantae;Carex demissa x Carex lepidocarpa;103030449
103030450;NA;Viridiplantae;Carex borbonica x Carex boryana;103030450
103030452;NA;Viridiplantae;Carex leptosaccus x Carex lycurus;103030452
103030454;NA;Viridiplantae;Carex demissa x Carex viridula;103030454
103034077;NA;Viridiplantae;Schoenoplectiella gemmifera x Schoenoplectiella hotarui;103034077
103036237;NA;Viridiplantae;Arundinaria gigantea x Arundinaria tecta;103036237
103036238;NA;Viridiplantae;Arundinaria gigantea x Arundinaria appalachiana;103036238
103036239;NA;Viridiplantae;Arundinaria appalachiana x Arundinaria tecta;103036239
103036657;NA;Viridiplantae;Phyllostachys edulis x Phyllostachys bambusoides;103036657
103036659;NA;Viridiplantae;Phyllostachys kwangsiensis x Phyllostachys bambusoides;103036659
103037255;NA;Viridiplantae;Bambusa textilis x Dendrocalamus latiflorus;103037255
103037459;NA;Viridiplantae;Dendrocalamus hamiltonii x Dendrocalamus latiflorus;103037459
103038450;NA;Viridiplantae;Oryza sativa x Oryza glaberrima;103038450
103038451;NA;Viridiplantae;Oryza nivara x Oryza rufipogon;103038451
103038452;NA;Viridiplantae;Oryza glaberrima x Oryza sativa;103038452
103038453;NA;Viridiplantae;Oryza sativa Indica Group x Oryza nivara;103038453
103038455;NA;Viridiplantae;Oryza nivara x Oryza sativa;103038455
103038456;NA;Viridiplantae;Oryza rufipogon x Oryza sativa;103038456
103038457;NA;Viridiplantae;Oryza sativa x Oryza longistaminata;103038457
103038523;NA;Viridiplantae;Oryza sativa Japonica Group x Oryza sativa Indica Group;103038521
103038524;NA;Viridiplantae;Oryza sativa Indica Group x Oryza sativa Japonica Group;103038521
103040292;NA;Viridiplantae;Avena atlantica x Avena hirtula;103040292
103040293;NA;Viridiplantae;Avena strigosa x Avena wiestii;103040293
103041250;NA;Viridiplantae;Festuca idahoensis x Festuca ovina;103041250
103041251;NA;Viridiplantae;Festuca idahoensis x Festuca roemeri;103041251
103041659;NA;Viridiplantae;Festuca x Lolium sp. DK-2010;103041659
103041660;NA;Viridiplantae;Festuca glaucescens x Lolium multiflorum;103041660
103041675;NA;Viridiplantae;Lolium multiflorum x Lolium perenne;103041675
103042107;NA;Viridiplantae;Poa secunda x Poa pratensis;103042107
103042108;NA;Viridiplantae;Poa arachnifera x Poa pratensis;103042108
103042789;NA;Viridiplantae;Agrostis gigantea x Agrostis stolonifera;103042789
103043493;NA;Viridiplantae;Elymus elymoides x Leymus salinus subsp. salmonis;103043493
103043495;NA;Viridiplantae;(Agropyron x Elymus ircutensis x Elymus) sp. Alt 10-278;103043495
103043497;NA;Viridiplantae;Elymus nutans x Kengyilia rigidula;103043497
103043498;NA;Viridiplantae;Elymus sp. JZ-2012 x Kengyilia melanthera;103043498
103043499;NA;Viridiplantae;Elymus nutans x Kengyilia melanthera;103043499
103043500;NA;Viridiplantae;Elymus nutans x Kengyilia sp. JZ-2012;103043500
103043502;NA;Viridiplantae;Agropyron cristatum x Agropyron desertorum;103043502
103044186;NA;Viridiplantae;Hordeum jubatum subsp. x intermedium;103044183
103044354;NA;Viridiplantae;Leymus cinereus x Leymus triticoides;103044354
103044641;NA;Viridiplantae;Triticum aestivum x Thinopyrum elongatum;103044641
103044645;NA;Viridiplantae;Thinopyrum ponticum x Triticum aestivum;103044645
103044647;NA;Viridiplantae;Thinopyrum intermedium x Triticum aestivum;103044647
103044653;NA;Viridiplantae;Aegilops longissima x Aegilops tauschii;103044653
103044654;NA;Viridiplantae;Aegilops bicornis x Aegilops tauschii;103044654
103044655;NA;Viridiplantae;Aegilops sharonensis x Aegilops umbellulata;103044655
103044779;NA;Viridiplantae;Triticum aestivum x Aegilops crassa;103044779
103044780;NA;Viridiplantae;Triticum turgidum subsp. durum x Aegilops tauschii;103044780
103044783;NA;Viridiplantae;Triticum turgidum subsp. durum x Aegilops sharonensis;103044783
103044784;NA;Viridiplantae;Triticum aestivum x Aegilops longissima;103044784
103044786;NA;Viridiplantae;Aegilops tauschii subsp. tauschii x Triticum turgidum subsp. polonicum;103044786
103044787;NA;Viridiplantae;Aegilops sharonensis x Triticum monococcum;103044787
103044788;NA;Viridiplantae;Aegilops speltoides x Triticum urartu;103044788
103044789;NA;Viridiplantae;Aegilops tauschii x Triticum urartu;103044789
103044790;NA;Viridiplantae;Aegilops tauschii x Triticum turgidum;103044790
103044791;NA;Viridiplantae;Triticum turgidum subsp. durum x Aegilops tauschii subsp. strangulata;103044791
103044792;NA;Viridiplantae;Triticum dicoccon x Aegilops tauschii subsp. strangulata;103044792
103044793;NA;Viridiplantae;Triticum ispahanicum x Aegilops cylindrica;103044793
103044916;NA;Viridiplantae;Triticum aestivum x Triticum dicoccoides;103044916
103044917;NA;Viridiplantae;Triticum monococcum subsp. aegilopoides x Triticum urartu;103044917
103044918;NA;Viridiplantae;Triticum aestivum x Triticum timopheevi;103044918
103044921;NA;Viridiplantae;Triticum durum x Triticosecale sp.;103044921
103045156;NA;Viridiplantae;Aegilops tauschii x Secale sylvestre;103045156
103045157;NA;Viridiplantae;Aegilops tauschii x Secale cereale;103045157
103045166;NA;Viridiplantae;Secale cereale x Triticum aestivum;103045166
103045170;NA;Viridiplantae;Triticum sp. ZXZ-2007 x Secale strictum subsp. africanum;103045170
103045171;NA;Viridiplantae;Secale strictum subsp. africanum x Triticum aestivum;103045171
103045173;NA;Viridiplantae;Secale strictum subsp. africanum x Triticum turgidum subsp. carthlicum;103045173
103045175;NA;Viridiplantae;Secale cereale x Triticum turgidum subsp. durum;103045175
103045179;NA;Viridiplantae;Secale strictum subsp. africanum x Triticum turgidum subsp. durum;103045179
103045188;NA;Viridiplantae;Triticum turgidum subsp. durum x Hordeum chilense;103045188
103047444;NA;Viridiplantae;Sporobolus alterniflorus x Sporobolus densiflora;103047444
103047446;NA;Viridiplantae;Sporobolus densiflorus x Spartina foliosa;103047446
103047837;NA;Viridiplantae;Zoysia japonica x Zoysia pacifica;103047837
103048856;NA;Viridiplantae;Sorghum bicolor x Saccharum hybrid cultivar;103048856
103048857;NA;Viridiplantae;Saccharum hybrid cultivar x Sorghum bicolor;103048857
103049098;NA;Viridiplantae;Coix aquatica x Coix lacryma-jobi;103049098
103049391;NA;Viridiplantae;Miscanthus floridulus x Miscanthus sinensis;103049391
103049633;NA;Viridiplantae;Saccharum officinarum x Saccharum spontaneum;103049633
103050020;NA;Viridiplantae;Zea mays subsp. mays x Zea perennis;103050020
103050031;NA;Viridiplantae;Zea mays subsp. mays x Zea mays subsp. parviglumis;103050027
103050254;NA;Viridiplantae;Cenchrus americanus x Cenchrus orientalis;103050254
103050256;NA;Viridiplantae;Cenchrus americanus x Cenchrus squamulatus;103050256
103050258;NA;Viridiplantae;Cenchrus americanus x Cenchrus purpureus;103050258
103050981;NA;Viridiplantae;Panicum hallii var. filipes x Panicum hallii var. hallii;103050979
103053833;NA;Viridiplantae;Sparganium angustifolium x Sparganium emersum;103053833
103053834;NA;Viridiplantae;Sparganium japonicum x Sparganium fallax;103053834
103054066;NA;Viridiplantae;Costus pulverulentus x Costus scaber;103054066
103054948;NA;Viridiplantae;Musa acuminata x Musa textilis;103054948
103054951;NA;Viridiplantae;Musa acuminata x Musa schizocarpa;103054951
103054953;NA;Viridiplantae;Musa banksii x Musa schizocarpa;103054953
103054954;NA;Viridiplantae;Musa x paradisiaca x Musa textilis;103054954
103054956;NA;Viridiplantae;Musa balbisiana x Musa textilis;103054956
103054957;NA;Viridiplantae;Musa textilis x Musa ABB Group;103054957
103056233;NA;Viridiplantae;Hedychium gardnerianum x Hedychium hasseltii;103056233
103056297;NA;Viridiplantae;Hedychium gardenerianum x Hedychium coccineum;103056297
103056603;NA;Viridiplantae;Roscoea cautleyoides x Roscoea humeana;103056603
103056852;NA;Viridiplantae;Allium vavilovii x Allium cepa;103056852
103057014;NA;Viridiplantae;Allium canadense var. mobilense x Allium canadense var. fraseri;103057000
103058325;NA;Viridiplantae;Crinum acaule x Crinum glaucum;103058325
103058649;NA;Viridiplantae;Galanthus rizehensis x Galanthus woronowii;103058649
103058650;NA;Viridiplantae;Galanthus nivalis x Galanthus x valentinei;103058650
103058977;NA;Viridiplantae;Lycoris chinensis x Lycoris sprengeri;103058977
103058978;NA;Viridiplantae;Lycoris chinensis x Lycoris radiata var. pumila;103058978
103059045;NA;Viridiplantae;Narcissus cf. x perezlarae IM-2010;103059045
103064503;NA;Viridiplantae;Gladiolus imbricatus x Gladiolus palustris;103064503
103064865;NA;Viridiplantae;Iris brevicaulis x Iris fulva;103064865
103064866;NA;Viridiplantae;Iris sari x Iris schachtii;103064866
103064867;NA;Viridiplantae;Iris sari x Iris albicans;103064867
103064868;NA;Viridiplantae;Iris purpureobractea x Iris schachtii;103064868
103064869;NA;Viridiplantae;Iris germanica x Iris schachtii;103064869
103064870;NA;Viridiplantae;Iris germanica x Iris albicans;103064870
103066648;NA;Viridiplantae;Paphiopedilum spicerianum x Paphiopedilum venustum;103066648
103066649;NA;Viridiplantae;Paphiopedilum philippinense x Paphiopedilum stonei;103066649
103066650;NA;Viridiplantae;Paphiopedilum kolopakingii x Paphiopedilum sanderianum;103066650
103066651;NA;Viridiplantae;Paphiopedilum delenatii x Paphiopedilum emersonii;103066651
103066652;NA;Viridiplantae;Paphiopedilum bellatulum x Paphiopedilum delenatii;103066652
103066775;NA;Viridiplantae;Paphiopedilum 'Dark Roller' x Paphiopedilum rothschildianum;103066772
103067331;NA;Viridiplantae;Pleione chunii x Pleione hookeriana;103067331
103068493;NA;Viridiplantae;Epidendrum calanthum x Epidendrum cochlidium;103068493
103068494;NA;Viridiplantae;Epidendrum calanthum x Epidendrum schistochilum;103068494
103068495;NA;Viridiplantae;Epidendrum cochlidium x Epidendrum schistochilum;103068495
103068496;NA;Viridiplantae;Epidendrum madsenii x Epidendrum falcisepalum;103068496
103068497;NA;Viridiplantae;Epidendrum madsenii x Epidendrum rhopalostele;103068497
103072527;NA;Viridiplantae;Gomesa lietzei x Gomesa cornigera;103072527
103073039;NA;Viridiplantae;Oncidium cheirophorum x Oncidium ornithorhynchum;103073039
103075496;NA;Viridiplantae;Phalaenopsis x Doritaenopsis hybrid cultivar;103075496
103075730;NA;Viridiplantae;Doritis pulcherrima x Phalaenopsis equestris;103075730
103075731;NA;Viridiplantae;Doritis pulcherrima x Phalaenopsis hybrid cultivar;103075731
103075944;NA;Viridiplantae;Papilionanthe hookeriana x Papilionanthe teres;103075944
103076021;NA;Viridiplantae;Phalaenopsis parishii x Phalaenopsis pulcherrima;103076021
103076626;NA;Viridiplantae;Angraecum bracteosum x Angraecum striatum;103076626
103078353;NA;Viridiplantae;(Dendrobium cruentum x Dendrobium formosum) x Dendrobium formosum;103078353
103078354;NA;Viridiplantae;Dendrobium cruentum x Dendrobium formosum;103078354
103078355;NA;Viridiplantae;(Dendrobium cruentum x Dendrobium formosum) x (Dendrobium cruentum x Dendrobium scabrilingue);103078355
103078356;NA;Viridiplantae;Dendrobium scabrilingue x Dendrobium ellipsophyllum;103078356
103078357;NA;Viridiplantae;Dendrobium formosum x Dendrobium ellipsophyllum;103078357
103078358;NA;Viridiplantae;(Dendrobium cruentum x Dendrobium formosum) x Dendrobium cruentum;103078358
103078359;NA;Viridiplantae;(Dendrobium cruentum x Dendrobium formosum) x Dendrobium scabrilingue;103078359
103078360;NA;Viridiplantae;Dendrobium formosum x Dendrobium cruentum;103078360
103078361;NA;Viridiplantae;Dendrobium gouldii x Dendrobium phalaenopsis;103078361
103081889;NA;Viridiplantae;Pterygodium acutifolium x Pterygodium catholicum;103081889
103082158;NA;Viridiplantae;Dactylorhiza fuchsii x Dactylorhiza incarnata;103082158
103082909;NA;Viridiplantae;Ophrys sphegodes x Ophrys x arachnitiformis subsp. archipelagi;103082909
103082910;NA;Viridiplantae;Ophrys apifera x Ophrys insectifera;103082910
103083866;NA;Viridiplantae;Vanilla planifolia x Vanilla tahitensis;103083866
103083867;NA;Viridiplantae;cf. Vanilla bahiana x Vanilla tahitensis AB-2009;103083867
103084096;NA;Viridiplantae;Aloe succotrina x Aloiampelos ciliaris;103084096
103085375;NA;Viridiplantae;Hemerocallis fulva x Hemerocallis citrina;103085375
103087261;NA;Viridiplantae;Calochortus nudus x Calochortus minimus;103087261
103087798;NA;Viridiplantae;Gagea cf. x luberonensis HAL107859;103087798
103088066;NA;Viridiplantae;Lilium formosanum x Lilium longiflorum;103088066
103088469;NA;Viridiplantae;Tricyrtis hirta x Tricyrtis formosana;103088469
103088884;NA;Viridiplantae;Trillium erectum x Trillium flexipes;103088884
103089719;NA;Viridiplantae;Pandanus spiralis x Pandanus aquaticus;103089719
103089721;NA;Viridiplantae;Pandanus cookii x Pandanus tectorius;103089721
103089723;NA;Viridiplantae;Pandanus cookii x Pandanus solms-laubachii;103089723
103091587;NA;Viridiplantae;Arabis cypria x Arabis purpurea;103091587
103091589;NA;Viridiplantae;Arabis procurrens x Arabis scopoliana;103091589
103092688;NA;Viridiplantae;Boechera retrofracta x Boechera spatifolia;103092688
103092690;NA;Viridiplantae;Boechera retrofracta x Boechera stricta;103092690
103093093;NA;Viridiplantae;Brassica oleracea var. capitata x Raphanus sativus;103093093
103093094;NA;Viridiplantae;Brassica rapa x Raphanus sativus;103093094
103093101;NA;Viridiplantae;Brassica napus x Brassica rapa;103093101
103093102;NA;Viridiplantae;Brassica oleracea x Brassica rapa subsp. pekinensis;103093102
103093103;NA;Viridiplantae;Brassica carinata x Brassica napus;103093103
103093104;NA;Viridiplantae;Brassica rapa x Brassica nigra;103093104
103093105;NA;Viridiplantae;Brassica carinata x Brassica rapa;103093105
103093799;NA;Viridiplantae;Raphanus raphanistrum x Raphanus sativus;103093799
103093991;NA;Viridiplantae;Arabidopsis thaliana x Arabidopsis halleri subsp. gemmifera;103093991
103093992;NA;Viridiplantae;Arabidopsis thaliana x Arabidopsis lyrata;103093992
103093993;NA;Viridiplantae;Arabidopsis arenosa x Arabidopsis thaliana;103093993
103093994;NA;Viridiplantae;(Arabidopsis thaliana x Arabidopsis arenosa) x Arabidopsis suecica;103093994
103093995;NA;Viridiplantae;Arabidopsis thaliana x Arabidopsis arenosa;103093995
103094138;NA;Viridiplantae;Capsella grandiflora x Capsella rubella;103094138
103094232;NA;Viridiplantae;Cardamine raphanifolia x Cardamine pratensis;103094232
103094233;NA;Viridiplantae;Cardamine amporitana x Cardamine apennina;103094233
103094666;NA;Viridiplantae;Rorippa amphibia x Rorippa sylvestris;103094666
103099770;NA;Viridiplantae;Tropaeolum rhomboideum x Tropaeolum tricolor;103099770
103100941;NA;Viridiplantae;Cistus albidus x Cistus heterophyllus;103100941
103101396;NA;Viridiplantae;Shorea curtisii x Shorea parvifolia;103101396
103101397;NA;Viridiplantae;Shorea leprosula x Shorea parvifolia;103101397
103101398;NA;Viridiplantae;Shorea curtisii x Shorea leprosula;103101398
103101914;NA;Viridiplantae;Fremontodendron californicum x Fremontodendron mexicanum;103101914
103103519;NA;Viridiplantae;Gossypium barbadense x Gossypium hirsutum;103103519
103103520;NA;Viridiplantae;Gossypium arboreum x Gossypium thurberi;103103520
103103870;NA;Viridiplantae;Hoheria angustifolia x Hoheria sexstylosa;103103870
103104253;NA;Viridiplantae;Palaua dissecta x Palaua tomentosa;103104253
103104339;NA;Viridiplantae;Plagianthus regius x Plagianthus divaricatus;103104339
103104478;NA;Viridiplantae;Sidalcea oregana subsp. oregana x Sidalcea asprella;103104478
103104480;NA;Viridiplantae;Sidalcea malviflora x Sidalcea oregana;103104480
103104989;NA;Viridiplantae;Tilia americana x Tilia x moltkei;103104989
103106882;NA;Viridiplantae;Sonneratia griffithii x Sonneratia alba;103106882
103109957;NA;Viridiplantae;Kunzea aff. ericoides x Leptospermum scoparium;103109957
103109958;NA;Viridiplantae;Kunzea sinclairii x Leptospermum scoparium;103109958
103110481;NA;Viridiplantae;Eucalyptus urophylla x Eucalyptus grandis;103110481
103110482;NA;Viridiplantae;Eucalyptus camaldulensis x Eucalyptus grandis;103110482
103110483;NA;Viridiplantae;Eucalyptus camaldulensis x Eucalyptus globulus;103110483
103110484;NA;Viridiplantae;Eucalyptus grandis x Eucalyptus nitens;103110484
103110485;NA;Viridiplantae;Eucalyptus grandis x Eucalyptus urophylla;103110485
103110488;NA;Viridiplantae;Eucalyptus baxteri x Eucalyptus serraensis;103110488
103110489;NA;Viridiplantae;Eucalyptus baxteri x Eucalyptus verrucata;103110489
103110490;NA;Viridiplantae;Eucalyptus baxteri x Eucalyptus victoriana;103110490
103110491;NA;Viridiplantae;Eucalyptus sabulosa x Eucalyptus viminalis subsp. cygnetensis;103110491
103113142;NA;Viridiplantae;Epilobium nummulariifolium x Epilobium microphyllum;103113142
103113611;NA;Viridiplantae;Oenothera biennis x Oenothera glazioviana;103113611
103114065;NA;Viridiplantae;Acer albopurpurascens x Acer buergerianum var. formosanum;103114065
103114066;NA;Viridiplantae;Acer pictum subsp. mono x Acer truncatum;103114066
103114935;NA;Viridiplantae;Pistacia atlantica x Pistacia vera;103114935
103116343;NA;Viridiplantae;Aesculus flava x Aesculus sylvatica;103116343
103116344;NA;Viridiplantae;Aesculus flava x Aesculus pavia;103116344
103116345;NA;Viridiplantae;Aesculus pavia x Aesculus sylvatica var. pubescens;103116345
103116347;NA;Viridiplantae;Aesculus glabra var. arguta x Aesculus sylvatica var. pubescens;103116347
103116348;NA;Viridiplantae;Aesculus parviflora f. serotina x Aesculus parviflora;103116348
103116349;NA;Viridiplantae;Aesculus glabra var. arguta x Aesculus pavia;103116349
103116350;NA;Viridiplantae;Aesculus hippocastanum x Aesculus turbinata;103116350
103116351;NA;Viridiplantae;Aesculus parviflora f. serotina x Aesculus pavia;103116351
103116352;NA;Viridiplantae;Aesculus glabra var. arguta x Aesculus parviflora;103116352
103116353;NA;Viridiplantae;Aesculus pavia x Aesculus sylvatica;103116353
103117703;NA;Viridiplantae;x Citrofortunella sp. x Microcitrus australasica;103117703
103117722;NA;Viridiplantae;Citrus reticulata x Citrus trifoliata;103117722
103117724;NA;Viridiplantae;Citrus clementina x Citrus reticulata;103117724
103117725;NA;Viridiplantae;Citrus sunki x Citrus trifoloata;103117725
103117727;NA;Viridiplantae;Citrus limon x Citrus reticulata;103117727
103117728;NA;Viridiplantae;Citrus maxima x Citrus paradisi;103117728
103117730;NA;Viridiplantae;Citrus reticulata x Citrus unshiu;103117730
103117731;NA;Viridiplantae;Citrus nobilis x Citrus kinokuni;103117731
103117732;NA;Viridiplantae;Citrus maxima x Citrus medica;103117732
103117733;NA;Viridiplantae;Citrus x paradisi x Citrus sinensis;103117733
103117734;NA;Viridiplantae;Citrus reticulata x Citrus temple;103117734
103117735;NA;Viridiplantae;Citrus x paradisi x Citrus trifoliata;103117735
103117738;NA;Viridiplantae;Citrus clementina x Citrus tangerina;103117738
103117739;NA;Viridiplantae;Citrus maxima x Citrus trifoliata;103117739
103117742;NA;Viridiplantae;Citrus sinensis x Citrus trifoliata;103117742
103117746;NA;Viridiplantae;Citrus aurantiifolia x Citrus reticulata;103117746
103117747;NA;Viridiplantae;Citrus reticulata x Citrus sinensis;103117747
103117748;NA;Viridiplantae;Citrus sinensis x Citrus reticulata;103117748
103117845;NA;Viridiplantae;Citrus cv. Murcott x Citrus aurantium;103117845
103122849;NA;Viridiplantae;Begonia formosana x Begonia aptera;103122849
103122850;NA;Viridiplantae;Begonia metallica x Begonia sanguinea;103122850
103122852;NA;Viridiplantae;Begonia prostrata x Begonia silletensis;103122852
103122853;NA;Viridiplantae;Begonia hemsleyana x Begonia macrotoma;103122853
103123883;NA;Viridiplantae;Citrullus colocynthis x Citrullus lanatus var. lanatus;103123883
103123922;NA;Viridiplantae;Coccinia grandis x Coccinia pwaniensis;103123922
103124845;NA;Viridiplantae;Cucurbita maxima x Cucurbita moschata;103124845
103124901;NA;Viridiplantae;Cucurbita pepo subsp. ovifera x subsp. fraterna;103124898
103124911;NA;Viridiplantae;Cucurbita pepo var. texana x subsp. fraterna;103124898
103125924;NA;Viridiplantae;Cucumis melo x Cucurbita moschata;103125924
103126306;NA;Viridiplantae;Hoffmannseggia erecta x Hoffmannseggia trifoliata;103126306
103128493;NA;Viridiplantae;Schotia latifolia x Schotia afra;103128493
103128568;NA;Viridiplantae;Acacia auriculiformis x Acacia mangium;103128568
103133184;NA;Viridiplantae;Cicer arietinum x Cicer reticulatum;103133184
103134735;NA;Viridiplantae;Arachis glabrata x Arachis hypogaea;103134735
103134736;NA;Viridiplantae;Arachis stenosperma x Arachis cardenasii;103134736
103134737;NA;Viridiplantae;Arachis duranensis x Arachis stenosperma;103134737
103134738;NA;Viridiplantae;Arachis ipaensis x Arachis magna;103134738
103138456;NA;Viridiplantae;Glycyrrhiza glabra x Glycyrrhiza uralensis;103138456
103138834;NA;Viridiplantae;Adenocarpus aureus x Adenocarpus lainzii;103138834
103138835;NA;Viridiplantae;Adenocarpus aureus x Adenocarpus complicatus;103138835
103138836;NA;Viridiplantae;Adenocarpus hispanicus x Adenocarpus argyrophyllus;103138836
103138990;NA;Viridiplantae;Cytisus striatus x Cytisus multiflorus;103138990
103139108;NA;Viridiplantae;cf. Genista monspessulana x Genista stenopetala AK-2011;103139108
103141618;NA;Viridiplantae;Lotus dorycnium x Lotus fulgurans;103141618
103142483;NA;Viridiplantae;Millettia sp. X MR-2013;103142483
103143684;NA;Viridiplantae;Glycine max x Glycine soja;103143684
103144595;NA;Viridiplantae;Calpurnia sericea x Calpurnia woodii;103144595
103146479;NA;Viridiplantae;Medicago sativa subsp. x varia;103146476
103146495;NA;Viridiplantae;Medicago sativa subsp. x gaetula;103146476
103146497;NA;Viridiplantae;Medicago sativa subsp. x tunetana;103146476
103147818;NA;Viridiplantae;Polygala balduinii x Polygala ramosa;103147818
103147819;NA;Viridiplantae;Polygala rugelii x Polygala lutea;103147819
103148364;NA;Viridiplantae;Betula pubescens x Betula nana;103148364
103148776;NA;Viridiplantae;Casuarina glauca x Casuarina equisetifolia;103148776
103148859;NA;Viridiplantae;Castanea dentata x Castanea mollissima;103148859
103149307;NA;Viridiplantae;Quercus robur x Quercus robur subsp. pedunculiflora;103149307
103149309;NA;Viridiplantae;Quercus dalechampii x Quercus robur;103149309
103149310;NA;Viridiplantae;Quercus suber x Quercus trojana;103149310
103150060;NA;Viridiplantae;Juglans nigra x Juglans regia;103150060
103150061;NA;Viridiplantae;Juglans hindsii x Juglans regia;103150061
103150062;NA;Viridiplantae;Juglans major x Juglans regia;103150062
103151838;NA;Viridiplantae;Macaranga gigantea x Macaranga pruinosa;103151838
103152242;NA;Viridiplantae;Mercurialis elliptica x Mercurialis reverchonii;103152242
103152243;NA;Viridiplantae;Mercurialis corsica x Mercurialis elliptica;103152243
103153899;NA;Viridiplantae;Jatropha curcas x Jatropha integerrima;103153899
103153965;NA;Viridiplantae;Manihot esculenta x Manihot glaziovii;103153965
103154107;NA;Viridiplantae;Hevea brasiliensis x Hevea benthamiana;103154107
103155159;NA;Viridiplantae;Euphorbia virgata x Euphorbia esula;103155159
103155160;NA;Viridiplantae;Euphorbia cyparissias x Euphorbia esula;103155160
103157162;NA;Viridiplantae;Hypericum cf. kouytchense x calycinum Nurk 406;103157162
103157958;NA;Viridiplantae;Ixonanthes icosandra x Ixonanthes cuneata;103157958
103160140;NA;Viridiplantae;Passiflora incarnata x Passiflora sprucei;103160140
103160141;NA;Viridiplantae;Passiflora cincinnata x Passiflora incarnata;103160141
103160143;NA;Viridiplantae;Passiflora foetida x Passiflora palmeri;103160143
103160144;NA;Viridiplantae;Passiflora coriacea x Passiflora xiikzodz;103160144
103160145;NA;Viridiplantae;Passiflora actinia x Passiflora elegans;103160145
103160893;NA;Viridiplantae;Turnera subulata x Turnera krapovickasii;103160893
103160894;NA;Viridiplantae;Turnera subulata x (Turnera subulata x Turnera krapovickasii);103160894
103163367;NA;Viridiplantae;Rhizophora mucronata x Rhizophora stylosa;103163367
103163653;NA;Viridiplantae;Populus tremula x Populus alba;103163653
103163659;NA;Viridiplantae;Populus simonii x Populus nigra;103163659
103163660;NA;Viridiplantae;Populus maximowiczii x Populus trichocarpa;103163660
103163664;NA;Viridiplantae;Populus tremula x Populus tremuloides;103163664
103163669;NA;Viridiplantae;Populus alba x Populus x berolinensis;103163669
103163670;NA;Viridiplantae;(Populus tomentosa x Populus bolleana) x Populus tomentosa;103163670
103163672;NA;Viridiplantae;Populus trichocarpa x Populus deltoides;103163672
103163680;NA;Viridiplantae;Populus nigra x Populus x canadensis;103163680
103163682;NA;Viridiplantae;Populus deltoides x Populus x canadensis;103163682
103163685;NA;Viridiplantae;Populus deltoides x Populus tremuloides;103163685
103163686;NA;Viridiplantae;Populus simonii x (Populus nigra x Salix matsudana);103163686
103163688;NA;Viridiplantae;(Populus alba x Populus glandulosa) x Populus tomentosa;103163688
103163689;NA;Viridiplantae;Populus alba x Populus glandulosa;103163689
103163692;NA;Viridiplantae;Populus davidiana x Populus alba var. pyramidalis;103163692
103163693;NA;Viridiplantae;Populus alba x Populus grandidentata;103163693
103163694;NA;Viridiplantae;Populus alba x Populus tremuloides;103163694
103163695;NA;Viridiplantae;Populus deltoides x Populus maximowiczii;103163695
103163696;NA;Viridiplantae;Populus trichocarpa x Populus nigra;103163696
103163698;NA;Viridiplantae;Populus alba x Populus alba var. pyramidalis;103163698
103163700;NA;Viridiplantae;(Populus tomentosa x Populus bolleana) x Populus tomentosa var. truncata;103163700
103163702;NA;Viridiplantae;Populus sieboldii x Populus grandidentata;103163702
103163704;NA;Viridiplantae;Populus maximowiczii x Populus nigra;103163704
103163705;NA;Viridiplantae;Populus fremontii x Populus angustifolia;103163705
103163862;NA;Viridiplantae;Salix miyabeana x Salix viminalis;103163862
103163863;NA;Viridiplantae;Salix caprea x Salix cinerea;103163863
