hybrid;parent1;parent2;usageKey;parent_usageKey1;parent_usageKey2
Minuartia ×antalyensis Parolly & Eren;Minuartia dianthifolia (Boiss.) Hand.-Mazz.;Minuartia pestalozzae (Boiss.) Mattf.;3813814;7267728;3811814
Mnium punctatum x subglobosum;Mnium punctatum Hedw.;Mnium subglobosum Bruch & Schimp.;10346587;5711067;5711062
Monanthes ×filifolia Bañares;Monanthes anagensis Praeger;Monanthes brachycaulos (Webb & Berth) Lowe;4197544;4198477;7333998
Monanthes ×subglabrata Bañares;Monanthes brachycaulos (Webb & Berth) Lowe;Monanthes minima (Bolle) Christ;4197378;7333998;4198635
Monanthes ×sventenii var. burchardii P.V.Heath;Monanthes laxiflora (DC.) Bolle;Monanthes pallens var. silensis Praeger;4197745;7333987;7837650
Monarda didyma x fistulosa;Monarda didyma L.;Monarda fistulosa L.;10508752;5341407;5341411
Monardella australis subsp. cinerea (Abrams) A.C.Sanders & Elvin;Monardella australis Abrams;Monardella cinerea Abrams;7806077;2926521;2926513
Musa ×formobisiana H.L.Chiu, C.T.Shii & T.Y.A.Yang;Musa balbisiana Colla;Musa itinerans var. formosana (Warb.) Häkkinen & C.L.Yeh;10740502;2762950;6313937
Musa ×georgiana Rich.H.Wallace;Musa balbisiana Colla;Musa velutina H.Wendl. & Drude;7997023;2762950;2762971
Musa ×paradisiaca L.;Musa acuminata Colla;Musa balbisiana Colla;2762752;2762680;2762950
Musa ×parahaekkinenii Smisha & M.Sabu;Musa coccinea Andrews;Musa haekkinenii N.S.Lý & Haev.;10867524;2762920;8385503
Musa ×sapidisiaca K.C.Jacob;Musa ×paradisiaca L.;Musa ×sapientum L.;2762764;2762752;2762753
Myosotis ×bollandica P.Jeps.;Myosotis secunda A.Murray;Myosotis stolonifera (DC.) Leresche & Levier;8134777;7294809;7526347
Myosotis arvensis x ramosissima;Myosotis arvensis (L.) Hill;Myosotis ramosissima Rochel;10642704;5341170;7589756
Myosotis arvensis x stricta;Myosotis arvensis (L.) Hill;Myosotis stricta Link ex Roem. & Schult.;9851860;5341170;5341190
Myosotis arvensis x sylvatica;Myosotis arvensis (L.) Hill;Myosotis sylvatica Ehrh. ex Hoffm.;10246171;5341170;5341175
Myosotis nemorosa x scorpioides;Myosotis nemorosa Besser;Myosotis scorpioides L.;10437239;7730039;5341184
Myosotis ramosissima x stricta;Myosotis ramosissima Rochel;Myosotis stricta Link ex Roem. & Schult.;10041870;7589756;5341190
Myrica uchanovii Byalt & Firsov;Myrica gale L.;Myrica tomentosa (DC.) Asch. & Graebn.;10937506;5414202;5565307
Myriopteris ×fibrillosa (Davenp.) Grusz & Windham;Myriopteris covillei (Maxon) Á.Löve & D.Löve;Myriopteris newberryi (D.C.Eaton) Grusz & Windham;7685797;9671412;7711261
Myriopteris ×parishii (Davenp.) Grusz & Windham;Myriopteris covillei (Maxon) Á.Löve & D.Löve;Myriopteris parryi (D.C.Eaton) Grusz & Windham;7623013;9671412;7844080
Nama jamaicensis x undulatum;Nama jamaicensis L.;Nama undulatum Kunth;10023645;7155030;5341673
Narcissus ×abilioi Fern.Casas;Narcissus bulbocodium L.;Narcissus jonquilla Pourr. ex Nyman, 1882;2858574;2858846;7457176
Narcissus ×aedoi Fern.Casas;Narcissus leonensis Pugsley;Narcissus triandrus L.;7411204;2858335;2858501
Narcissus ×alejandrei Fern.Casas;Narcissus citrinus (Haw.) Link;Narcissus vasconicus (Fern.Casas) Fern.Casas;2858735;7978455;2858717
Narcissus ×alleniae Donn.-Morg.;Narcissus serotinus L.;Narcissus viridiflorus Schousb.;2858794;2858672;2858201
Narcissus ×aloysii-villarii Fern.Casas;Narcissus alpestris Pugsley;Narcissus jacetanus Fern.Casas;2858543;2858325;2858714
Narcissus ×andorranus Fern.Casas;Narcissus nobilis (Haw.) Schult. & Schult.f.;Narcissus poeticus subsp. poeticus;2858637;4928424;7227587
Narcissus ×aranensis Fern.Casas;Narcissus pallidiflorus Pugsley;Narcissus poeticus subsp. poeticus;4013882;2858403;7227587
Narcissus ×barrae Fern.Casas;Narcissus bulbocodium L.;Narcissus cantabricus DC.;2858722;2858846;2858679
Narcissus ×bergidensis Fern.Casas & Rivas Ponce;Narcissus fontqueri Fern.Casas & Rivas Ponce;Narcissus triandrus Curtis, 1788;2858224;2858577;8227909
Narcissus ×brevitubulosus A.Fern.;Narcissus asturiensis (Jord.) Pugsley;Narcissus bulbocodium L.;2858578;2858564;2858846
Narcissus ×caramulensis P.Ribeiro, Paiva & H.Freitas;Narcissus bulbocodium subsp. bulbocodium;Narcissus cyclamineus DC.;2858658;2858847;2858654
Narcissus ×cardonae Lloret & Fern.Casas;Narcissus dubius Gouan;Narcissus tazetta L.;5950289;2859205;2858963
Narcissus ×cazorlanus Fern.Casas;Narcissus cantabricus subsp. hedraeanthus (Webb & Heldr.) Fern.Casas;Narcissus triandrus subsp. pallidulus (Graells) D.A.Webb;2858629;2858817;8107595
Narcissus ×chevassutii Fern.Casas;Narcissus serotinus L.;Narcissus tazetta L.;2858560;2858672;2858963
Narcissus ×christianssenii A.Fern.;Narcissus rupicola Dufour ex Schult.f., 1830;Narcissus triandrus subsp. triandrus;2858553;7731511;4928420
Narcissus ×christopheri J.Blanch.;Narcissus assoanus Dufour;Narcissus panizzianus Parl.;10932470;8031893;2858771
Narcissus ×christopheri subsp. sanchezii J.López-Tirado, 2019;Narcissus assoanus subsp. baeticus (Fern.Casas) Barra, Díez Domínguez & Ureña;Narcissus papyraceus Ker Gawl.;11071553;10868029;2858739
Narcissus ×clairelouisae M.Salmon;Narcissus bulbocodium subsp. viriditubus M.Salmon;Narcissus fernandesii Pedro;10691427;10985442;2858917
Narcissus ×confinalensis Uribe-Ech. & Urrutia;Narcissus asturiensis (Jord.) Pugsley;Narcissus primigenius (Fern.Suárez ex M.Laínz) Fern.Casas & M.Laínz;2858678;2858564;2858575
Narcissus ×consolationis Fern.Casas;Narcissus nivalis Graells;Narcissus triandrus subsp. pallidulus (Graells) D.A.Webb;4013784;2858891;8107595
Narcissus ×custodiarius Nava, Fern.Casado & T.E.Díaz;Narcissus quintanilhae (A.Fern.) Fern.Casas;Narcissus triandrus L.;10910979;2858882;2858501
Narcissus ×dezanus García Mart. & Silva Pando;Narcissus asturiensis (Jord.) Pugsley;Narcissus cyclamineus DC.;9367439;2858564;2858654
Narcissus ×dichromus P.D.Sell;Narcissus cyclamineus DC.;Narcissus moschatus L.;4013758;2858654;2858321
Narcissus ×egabrensis J.López-Tirado;Narcissus fernandesii Pedro;Narcissus jonquilla L.;10740585;2858917;2858909
Narcissus ×emeritensis Fern.Casas;Narcissus pallidulus Graells;Narcissus tenuifolius Salisb.;4013755;2858544;2858867
Narcissus ×ernii Fern.Casas;Narcissus bulbocodium subsp. bulbocodium;Narcissus triandrus subsp. triandrus;4013751;2858847;4928420
Narcissus ×fosteri Lynch;Narcissus bulbocodium var. citrinus Baker;Narcissus triandrus L.;7461766;2858960;2858501
Narcissus ×galdoanus Fern.Casas;Narcissus nobilis (Haw.) Schult. & Schult.f.;Narcissus triandrus Curtis, 1788;4013738;4928424;8227909
Narcissus ×gatensis J.F.Álvarez, Castro Prig., P.Gómez-Murillo & Áng.Sánchez;Narcissus minor L.;Narcissus rupicola Dufour ex Schult.f., 1830;10768814;2858420;7731511
Narcissus ×georgemawii Fern.Casas;Narcissus elegans (Haw.) Spach;Narcissus viridiflorus Schousb.;2858436;2858832;2858201
Narcissus ×gredensis Fern.Casas;Narcissus nivalis Graells;Narcissus rupicola Dufour ex Schult.f., 1830;2858453;2858891;7731511
Narcissus ×incurvicervicus Barra & G.López;Narcissus fernandesii Pedro;Narcissus triandrus subsp. pallidulus (Graells) D.A.Webb;2858831;2858917;8107595
Narcissus ×kirchnerianus P.Escobar;Narcissus rupicola Dufour ex Schult.f., 1830;Narcissus vitekii P.Escobar;10805443;7731511;10705733
Narcissus ×leedsii Baker, 1886;Narcissus ×incomparabilis Mill.;Narcissus ×poculiformis Salisb.;10977646;2859255;2858234
Narcissus ×libarensis Sánchez García & Mart.Ort.;Narcissus cuatrecasasii Fern.Casas, M.Laínz & Ruíz Rejón;Narcissus papyraceus Ker Gawl.;2858775;2858947;2858739
Narcissus ×lopezii Fern.Casas;Narcissus bulbocodium L.;Narcissus obvallaris Salisb.;4014334;2858846;2858374
Narcissus ×maginae Fern.Casas & Susanna;Narcissus cuatrecasasii Fern.Casas, M.Laínz & Ruíz Rejón;Narcissus pallidulus Graells;2858668;2858947;2858544
Narcissus ×magni-antonii Fern.Casas;Narcissus cantabricus DC.;Narcissus tenuifolius Salisb.;2858724;2858679;2858867
Narcissus ×maroccanus Fern.Casas;Narcissus broussonetii Lag.;Narcissus papyraceus Ker Gawl.;8043331;2858952;2858739
Narcissus ×martinoae Nava & Fern.Casado;Narcissus asturiensis (Jord.) Pugsley;Narcissus pallidiflorus Pugsley;2858732;2858564;2858403
Narcissus ×medioluteus Mill.;Narcissus poeticus L.;Narcissus tazetta L.;2858896;2858581;2858963
Narcissus ×mikelii-lordae Fern.Casas;Narcissus jacetanus Fern.Casas;Narcissus varduliensis Fern.Casas & Uribe-Ech.;10815661;2858714;2858334
Narcissus ×montcaunicus Fern.Casas;Narcissus bulbocodium L.;Narcissus eugeniae Fern.Casas;2858641;2858846;2858229
Narcissus ×montielanus (Barra & G.López) Barra & G.López;Narcissus blancoi Barra & G.López;Narcissus triandrus subsp. pallidulus (Graells) D.A.Webb;2858631;2858818;8107595
Narcissus ×montserratii Fern.Casas & Rivas Ponce;Narcissus abscissus (Haw.) Schult. & Schult.f.;Narcissus poeticus L.;2858561;2858697;2858581
Narcissus ×munozii-alvarezii J.López-Tirado;Narcissus cantabricus DC.;Narcissus jonquilla L.;10678783;2858679;2858909
Narcissus ×neocarpetanus Rivas Ponce, C.Soriano & Fern.Casas;Narcissus cantabricus DC.;Narcissus nivalis Graells;2858721;2858679;2858891
Narcissus ×odorus L.;Narcissus jonquilla L.;Narcissus pseudonarcissus L.;2858472;2858909;2858244
Narcissus ×oiarbidei Fern.Casas & Uribe-Ech.;Narcissus assoanus Dufour;Narcissus jacetanus Fern.Casas;7647847;8031893;2858714
Narcissus ×pacensis Fern.Casas;Narcissus confusus Pugsley;Narcissus pallidulus Graells;2858731;2858371;2858544
Narcissus ×petri-mariae Fern.Casas;Narcissus pallidiflorus Pugsley;Narcissus provincialis Pugsley;7316080;2858403;2858410
Narcissus ×picoeuropaeanus Fern.Casas;Narcissus asturiensis (Jord.) Pugsley;Narcissus turgidus Salisb.;7703451;2858564;2858865
Narcissus ×ponsii-sorollae Fern.Casas;Narcissus pallidulus Graells;Narcissus requienii M.Roem.;2858726;2858544;2859243
Narcissus ×pugsleyi Fern.Casas;Narcissus alpestris Pugsley;Narcissus assoanus Dufour;2858628;2858325;8031893
Narcissus ×pyrenaicus Dorda, Rivas Ponce & Fern.Casas;Narcissus abscissus (Haw.) Schult. & Schult.f.;Narcissus macrolobus (Jord.) Pugsley;8093663;2858697;2858401
Narcissus ×rafaelii Patino & Uribe-Ech.;Narcissus assoanus Dufour;Narcissus eugeniae Fern.Casas;2858634;8031893;2858229
Narcissus ×raianus A.Fern. & T.Leitao;Narcissus bulbocodium subsp. bulbocodium;Narcissus pallidulus subsp. lusitanicus (Dorda & Fern.Casas) A.Fern.;4014199;2858847;4014259
Narcissus ×repulloi J.López-Tirado;Narcissus fernandesii Pedro;Narcissus papyraceus Ker Gawl.;10743419;2858917;2858739
Narcissus ×romoi Fern.Casas;Narcissus cantabricus DC.;Narcissus fernandesii Pedro;2858718;2858679;2858917
Narcissus ×romoi var. arenasii Fern.Casas & Ubera;Narcissus albicans (Haw.) Spreng.;Narcissus fernandesii Pedro;10885002;2858686;2858917
Narcissus ×rozeirae Fern.Casas & Pérez-Chisc.;Narcissus bulbocodium L.;Narcissus pallidulus Graells;4014182;2858846;2858544
Narcissus ×rupidulus Fern.Casas & Susanna;Narcissus pallidulus Graells;Narcissus rupicola Dufour ex Schult.f., 1830;2859254;2858544;7731511
Narcissus ×sampaianus A.Fern.;Narcissus bulbocodium subsp. bulbocodium;Narcissus triandrus subsp. cernuus (Salisb.) A.Fern.;4014178;2858847;6314299
Narcissus ×sexitanus Fern.Casas;Narcissus gaditanus Boiss. & Reut.;Narcissus rivas-martinezii Fern.Casas;10797687;2858624;2859246
Narcissus ×somedanus Fern.Casado, Nava & Suárez Pérez;Narcissus asturiensis var. villarvildensis T.E.Díaz & Fern.Prieto;Narcissus triandrus Curtis, 1788;2858542;6314304;8227909
Narcissus ×stenanthus (Lange) Fern.Casas;Narcissus confusus Pugsley;Narcissus nivalis Graells;4014159;2858371;2858891
Narcissus ×travancaensis M.Salmon;Narcissus bulbocodium subsp. tenuifolius (Salisb.) M.Salmon;Narcissus triandrus subsp. pallidulus (Graells) Rivas Goday;10806027;11048588;2858552
Narcissus ×trianoi J.López-Tirado;Narcissus assoanus subsp. baeticus (Fern.Casas) Barra, Díez Domínguez & Ureña;Narcissus fernandesii Pedro;10886094;10868029;2858917
Narcissus ×tuckeri Barra & G.López;Narcissus cantabricus subsp. luteolentus Barra & G.López;Narcissus fernandesii Pedro;2858907;2858820;2858917
Narcissus ×turgaliensis Dorda & Fern.Casas;Narcissus ×conspicuus Salisb.;Narcissus jonquilla Pourr. ex Nyman, 1882;2858776;2858487;7457176
Narcissus ×urrutiae Fern.Casas & Uribe-Ech.;Narcissus munozii-garmendiae Fern.Casas;Narcissus rupicola Dufour ex Schult.f., 1830;8160651;2858670;7731511
Narcissus ×vallrutae Barra;Narcissus bicolor var. concolor Barra;Narcissus poeticus L.;2858562;2858338;2858581
Narcissus ×weickertii Sánchez Gullón & Castro Prig.;Narcissus gaditanus Boiss. & Reut.;Narcissus papyraceus Ker Gawl.;9463249;2858624;2858739
Narcissus ×xanthochlorus Fern.Casas;Narcissus cavanillesii Barra & G.López;Narcissus viridiflorus Schousb.;7851263;2858209;2858201
Narcissus ×xaverii Nava & Fern.Casado;Narcissus citrinus (Baker) Fern.Casas;Narcissus pallidiflorus Pugsley;2858738;2858961;2858403
Narcissus alleniae nothovar. rutherfordii Fern.Casas;Narcissus deficiens Herb.;Narcissus viridiflorus Schousb.;11027131;2858799;2858201
Narcissus carringtonii nothosubsp. tavaresii J.F.Álvarez, Castro Prig., Crystal, P.Gómez-Murillo & Áng.Sá;Narcissus scaberulus Henriq.;Narcissus triandrus subsp. pallidulus (Graells) Rivas Goday;11480676;2858572;2858552
Narcissus fosteri nothosubsp. consolationis (Fern.Casas) Barra & G.López;Narcissus bulbocodium var. minor Willk.;Narcissus triandrus subsp. pallidulus (Graells) D.A.Webb;4013863;5950286;8107595
Narcissus fosteri nothosubsp. ernii (Fern.Casas) Barra & G.López, 1984;Narcissus bulbocodium var. bulbocodium;Narcissus triandrus subsp. triandrus;4013861;8791997;4928420
Narcissus incurvicervicus nothovar. flavellus Fern.Casas & J.M.Monts.;Narcissus flavus Lag.;Narcissus pulchellus Salisb.;10976462;2858924;2858507
Narcissus montsiccianus Romo;Narcissus assoanus Dufour;Narcissus palearensis Romo;4014298;8031893;2859236
Narcissus neocarpetanus nothovar. romanensis Ureña;Narcissus bulbocodium var. bulbocodium;Narcissus cantabricus DC.;10902175;8791997;2858679
Narcissus paedagogorum Nava & Fern.Casado;Narcissus pallidiflorus Pugsley;Narcissus triandrus Curtis, 1788;4014265;2858403;8227909
Narcissus susannae nothosubsp. montielanus (Barra & G.López) Barra & G.López;Narcissus cantabricus subsp. luteolentus Barra & G.López;Narcissus triandrus subsp. pallidulus (Graells) D.A.Webb;2858630;2858820;8107595
Nepenthes ×alisaputrana J.H.Adam & Wilcock;Nepenthes burbidgeae Hook.fil. ex Burbidge;Nepenthes rajah Hook.fil.;3702200;3702164;3702163
Nepenthes ×amabilis B.S.Williams;Nepenthes hookeri Alphand ex Hook.fil.;Nepenthes rafflesiana Jack;3702190;3702188;7167256
Nepenthes ×balfouriana H.J.Veitch ex Mast.;Nepenthes ×mastersiana;Nepenthes ×mixta H.J.Veitch;10878622;9305229;3702088
Nepenthes ×ferrugineomarginata Sh.Kurata;Nepenthes albomarginata Lobb ex Lindl.;Nepenthes reinwardtiana Miq.;9408906;3702230;7167252
Nepenthes ×hookeriana Lindl.;Nepenthes ampullaria Jack;Nepenthes rafflesiana Jack;3702176;7167254;7167256
Nepenthes ×kinabaluensis Kurata;Nepenthes rajah Hook.fil.;Nepenthes villosa Hook.fil.;3702218;3702163;3702128
Nepenthes ×kuchingensis Sh.Kurata;Nepenthes ampullaria Jack;Nepenthes mirabilis (Lour.) Druce;9603624;7167254;3190712
Nepenthes ×lecouflei Kusak.;Nepenthes mirabilis (Lour.) Druce;Nepenthes thorelii Lecomte;3702100;3190712;3702023
Nepenthes ×sarawakiensis J.H.Adam & Wilcock;Nepenthes muluensis M.Hotta;Nepenthes tentaculata Hook.fil.;3702226;3702021;4930497
Nepenthes ×tiveyi H.J.Veitch ex Mast.;Nepenthes curtisii Mast.;Nepenthes veitchii Hook.fil.;10745277;7327469;3702168
Nepenthes ×trichocarpa Miq.;Nepenthes ampullaria Jack;Nepenthes gracilis Korth.;3702223;7167254;3702049
Nepenthes ×trusmadiensis Marabini;Nepenthes edwardsiana H.Low ex Hook.fil.;Nepenthes lowii Hook.fil.;3702201;7167262;3702034
Nephrodium filix-mas x dilatatum;Nephrodium dilatatum (Hoffm.) Desv.;Nephrodium filix-mas (L.) Strempel;10425092;4042191;7319314
Nephrolepis ×hippocrepicis Miyam.;Nephrolepis biserrata (Sw.) Schott;Nephrolepis cordifolia (L.) C.Presl;4196699;2650936;2650930
Nephrolepis ×pseudobiserrata Miyam.;Nephrolepis biserrata (Sw.) Schott;Nephrolepis brownii (Desv.) Hovenkamp & Miyam.;4196930;2650936;4196780
Nerine ×cami Mottet;Nerine curvifolia (Jacq.) Herb.;Nerine undulata (L.) Herb.;11027433;5326868;5326908
Nerine ×haylockii Burb.;Nerine curvifolia (Jacq.) Herb.;Nerine pulchella Herb.;10739676;5326868;5326939
Nerine ×stricklandii O'Brien, 1894;Nerine fothergillii (Poir.) M.Roem.;Nerine pudica Hook.f.;11015649;5326893;5326852
Nicotiana ×mierata Krügel;Nicotiana attenuata Torr. ex S.Watson;Nicotiana miersii J.Rémy;8339219;2928765;7299612
Nicotiana ×obtusiata Krügel;Nicotiana attenuata Torr. ex S.Watson;Nicotiana obtusifolia M.Martens & Galeotti;7727951;2928765;8279512
Nigritella ×delphineae M.Gerbaud & O.Gerbaud;Nigritella corneliana (Beauverd) Gölz & H.R.Reinhard;Nigritella rhellicani Teppner & E.Klein;5323930;5323913;5323920
Nigritella ×fohringeri Griebl;Nigritella lithopolitanica Ravnik;Nigritella rubra (Wettst.) K.Richt.;9321361;5323906;5323942
Nigritella ×petzenensis F.Fohringer & Redl;Nigritella lithopolitanica Ravnik;Nigritella rhellicani Teppner & E.Klein;5541721;5323906;5323920
Nigritella ×teppneri W.Foelsche;Nigritella hygrophila W.Foelsche & Heidtke;Nigritella rhellicani Teppner & E.Klein;9376058;8224778;5323920
Nomocharis ×notabilis Sealy;Nomocharis farreri (W.E.Evans) Cox;Nomocharis saluenensis Balf.f.;4071726;2752699;2752704
Nothofagus ×dodecaphleps Mike L.Grant & E.J.Clement;Nothofagus alpina (Poepp. & Endl.) Oerst.;Nothofagus obliqua (Mirb.) Oerst.;3906118;2874878;2874984
Nothofagus ×eugenananus Gilland.;Nothofagus alessandrii Espinosa;Nothofagus fusca (Hook.f.) Oerst.;3906109;2874927;2874959
Nuphar ×fluminalis Shiga & Kadono;Nuphar japonica DC.;Nuphar submersa Shiga & Kadono;3697566;7326938;3697783
Nuphar lutea subsp. rubrodisca (Morong) Hellq. & Wiersema;Nuphar lutea (L.) Sibth. & Sm.;Nuphar rubrodisca Morong;3697406;7551339;3697714
Nymphaea ×khurooi Sardesai & Nandikar;Nymphaea alba L.;Nymphaea odorata Sol. ex Aiton;11163076;2882437;2882412
Nymphaea ×omarana Bisset;Nymphaea dentata Schumach.;Nymphaea sturtevantii J.N.Gerard;8283373;3697458;7873665
Odontoglossum ×andreetteanum Dalström & G.Merino;Odontoglossum harryanum Rchb.f.;Odontoglossum praestans Rchb.f. & Warsz.;8417851;2821102;2821132
Odontoglossum ×dallemagneanum Martinet ex Mottet;Odontoglossum crispum Lindl.;Odontoglossum gloriosum Linden & Rchb.f.;10715089;2821038;2821238
Odontoglossum ×jereziorum Dalström & Deburghgr.;Odontoglossum odoratum Lindl.;Odontoglossum schillerianum Rchb.f.;10946232;2821083;2821081
Odontoglossum ×ludwigianum Roeth;Odontoglossum blandum Rchb.f.;Odontoglossum nobile Rchb.f.;7483801;2821261;2821063
Odontoglossum ×luerorum Dalström & W.E.Higgins;Odontoglossum armatum Rchb.f.;Odontoglossum mirandum Rchb.f.;10800418;2821220;2821245
Odontoglossum ×strobeliorum Dalström & Deburghgr.;Odontoglossum alberti P.Ortiz;Odontoglossum hennisii Rolfe;10823582;2821240;2821158
Oenocarpus ×andersonii Balick;Oenocarpus bacaba Mart.;Oenocarpus minor Mart.;2735474;2735454;2735441
Oenothera ×saxonica Gutte & Rostanski;Oenothera biennis L.;Oenothera coronifera Renner;7632160;3188924;7865307
Oenothera biennis f. erythrosepala (Borbás) Jáv., 1924;Oenothera biennis L.;Oenothera erythrosepala (Borbás) Borbás;10917316;3188924;3188895
Oenothera biennis var. oakesiana A.Gray;Oenothera biennis L.;Oenothera oakesiana (A.Gray) S.Watson;3188888;3188924;3188884
Oenothera biennis var. pycnocarpa (Atk. & Bartlett) Wiegand;Oenothera biennis L.;Oenothera pycnocarpa Atk. & Bartlett;3188928;3188924;3188926
Oenothera biennis var. suaveolens Leveille;Oenothera biennis L.;Oenothera suaveolens Desf. ex Pers.;6427958;3188924;8302634
Oenothera britannica Rostanski;Oenothera erythrosepala (Borbás) Borbás;Oenothera glazioviana Micheli;3664627;3188895;3188894
Oenothera fallax Renner;Oenothera glazioviana Micheli;Oenothera lamarckiana Ser.;7915783;3188894;3664738
Oenothera laciniata var. mexicana (Spach) Small;Oenothera laciniata Hill;Oenothera mexicana Spach;3664789;3188867;3188890
Oenothera parviflora var. oakesiana (A.Gray) Fernald;Oenothera oakesiana (A.Gray) S.Watson;Oenothera parviflora L.;3188885;3188884;8994150
Oeosporangium ×kurdicum (Rasbach & Reichst.) Fraser-Jenk. & Pariyar;Oeosporangium persica (Bory) Vis.;Oeosporangium pteridioides subsp. acrosticum (Balb.) Fraser-Jenk. & Pariyar;9818481;3749958;9719800
Olearia ×haastii Hook.fil.;Olearia avicenniifolia (Raoul) Hook.fil.;Olearia moschata Hook.fil.;5405015;5404996;5405267
Olearia ×matthewsii Heenan;Olearia ilicifolia Hook.fil.;Olearia moschata Hook.fil.;5405177;5405049;5405267
