hybrid;parent1;parent2;usageKey;parent_usageKey1;parent_usageKey2
Kalanchoe ×estrelae Gideon F.Sm.;Kalanchoe luciae Raym.-Hamet;Kalanchoe sexangularis N.E.Br.;10753921;7334254;7334146
Kalanchoe ×flaurantia Desc.;Kalanchoe bracteata Scott Elliot;Kalanchoe orgyalis Baker;4200071;7334440;4199216
Kalanchoe ×gildenhuysii Gideon F.Sm. & Figueiredo;Kalanchoe millotii Raym.-Hamet & Perrier;Kalanchoe tomentosa Baker;10869992;4199388;4198346
Kalanchoe ×gunniae Gideon F.Sm. & Figueiredo;Kalanchoe paniculata Harv.;Kalanchoe sexangularis N.E.Br.;10745596;4199199;7334146
Kalanchoe ×hankeyi Gideon F.Sm.;Kalanchoe longiflora Schltr.;Kalanchoe sexangularis N.E.Br.;10769878;4199529;7334146
Kalanchoe ×hummeliae Gideon F.Sm.;Kalanchoe beharensis Drake;Kalanchoe millotii Raym.-Hamet & Perrier;11117076;4200862;4199388
Kalanchoe ×kewensis W.Watson;Kalanchoe bentii C.H.Wright ex Hook.fil.;Kalanchoe flammea Stapf;10860799;4200847;4200079
Kalanchoe ×richaudii Desc.;Kalanchoe delagoensis Eckl. & Zeyh.;Kalanchoe rosei Raym.-Hamet & Perrier;4198887;2985940;7334166
Klasea ×bogdensis L.Martins;Klasea cardunculus (Pall.) Holub;Klasea erucifolia (L.) Greuter & Wagenitz;4217641;3091247;3091267
Knautia ×hungarica Borbás;Knautia kitaibelii (Schult.) Borbás;Knautia turocensis (Borbás) Szabó;4103276;8035316;4103832
Knautia ×kohleri Briq.;Knautia arvensis (L.) Coult.;Knautia godetii Reut.;4103135;2888808;7301044
Knautia arvensis subsp. drymeia (Heuff.) Bonnier;Knautia arvensis (L.) Coult.;Knautia drymeia Heuff.;12028100;2888808;7301052
Knautia arvensis x dipsacifolia;Knautia arvensis (L.) Coult.;Knautia dipsacifolia (Host) Kreutzer;10282680;2888808;7301056
Lachnagrostis ×contracta A.J.Br.;Lachnagrostis adamsonii (Vickery) S.W.L.Jacobs;Lachnagrostis deflexa A.J.Br.;4136007;4136170;4135997
Lachnagrostis ×ripulae A.J.Br.;Lachnagrostis filiformis (G.Forst.) Trin.;Lachnagrostis rudis (Roem. & Schult.) Trin.;9291364;4135963;4135595
Lactuca ×favratii (Wilczek) B.Bock;Lactuca alpina Benth. & Hook.f., 1873;Lactuca plumieri (L.) Gren. & Godr.;8109745;7837439;3140260
Laelia ×espirito-santensis Pabst;Laelia pumila (Hook.) Rchb.f.;Laelia xanthina Lindl.;5313262;5313313;5313272
Laelia ×eumaea Mottet;Cattleya labiata Lindl.;Laelia majalis Lindl.;10812590;2801162;5314546
Laelia ×mucugensis F.E.L.Miranda, 1993;Laelia bahiensis Schltr.;Laelia pfisteri Pabst & Senghas;5541804;5313243;5313281
Laelia ×pisandra (H.J.Veitch) Mottet;Cattleya labiata Lindl.;Laelia crispa (Lindl.) Rchb.f.;10925008;2801162;5313274
Laelia ×proserpini (Rolfe ex B.S.Williams) Mottet;Cattleya velutina Rchb.f.;Laelia pumila (Hook.) Rchb.f.;10996600;2801007;5313313
Laelia ×ridolfiana (hort.) Mottet;Cattleya mossiae C.Parker ex Hook.;Laelia purpurata Lindl. & Paxton;10829282;2801063;5313294
Laelia ×sanderae (hort.) Mottet;Cattleya dormaniana (Rchb.f.) Rchb.f.;Laelia xanthina Lindl.;10686238;2801032;5313272
Laelia ×tlaxiacoensis Solano & Cruz-García;Laelia albida Bateman ex Lindl.;Laelia furfuracea Lindl.;10820094;5314561;5314517
Laelia ×zaslawskii L.C.Menezes;Laelia harpophylla Rchb.f.;Laelia spectabilis (Paxton) Withner;5313234;5313321;5313312
Lamium boreale Druce;Lamium moluccellifolium (Schumach.) Fr.;Lamium purpureum L.;3893777;3892914;2926682
Lamium conradiae G.Bosc;Lamium corsicum Gren. & Godr.;Lamium garganicum subsp. laevigatum (Ces., Pass. & Gibelli) Arcang.;3893655;3893642;7596733
Lamium galeobdolon subsp. montanum (Pers.) Hayek;Lamium galeobdolon (L.) L.;Lamium montanum (Pers.) Á.Löve & D.Löve;7413964;2927324;7307994
Lantana camara f. urticifolia (Mill.) I.E.Méndez;Lantana camara L.;Lantana urticifolia Mill.;4085169;2925303;2925331
Lappa ×mixta Simonk.;Lappa intermedia Rchb.fil.;Lappa tomentosa (Mill.) Lam.;5927547;7503157;3110363
Larix ×eurolepis A.Henry;Larix europaea Lam. & DC.;Larix leptolepis (Siebold & Zucc.) Gordon;4192413;2686224;6409231
Larix ×marschlinsii Coaz;Larix kaempferi (Lamb.) Carrière;Larix leptolepis (Siebold & Zucc.) Gordon;4938682;2686157;6409231
Lastrea clintoniana x spinulosa;Lastrea spinulosa (O.F.Müll.) C.Presl;Lastrea spinulosa Bedd.;9880549;7321278;7683007
Lathyrus ×hammettii Dawn Edwards;Lathyrus belinensis Maxted & Goyder;Lathyrus odoratus L.;8773576;5627358;5356514
Lavandula ×cavanillesii D.Guillot & Rosselló;Lavandula angustifolia Mill.;Lavandula dentata L.;3891645;2927305;7307829
Lavandula ×ginginsii Upson & S.Andrews;Lavandula dentata L.;Lavandula lanata Boiss.;3891402;7307829;3891315
Lavandula ×intermedia Emeric ex Loisel.;Lavandula angustifolia Mill.;Lavandula latifolia Medik.;12021612;2927305;2927304
Lavandula ×losae Sánchez-Gómez, Alcaraz & García Vall.;Lavandula lanata Boiss.;Lavandula latifolia Medik.;3891274;3891315;2927304
Lavandula spica var. latifolia L.;Lavandula latifolia Medik.;Lavandula spica Loisel.;8423132;2927304;9023955
Lavatera ×clementii Cheek;Lavatera olbia Sibth. & Sm.;Lavatera thuringiaca L.;3938430;7648270;3152771
Lavatera ×columbretensis Juan & M.B.Crespo;Lavatera arborea L.;Lavatera mauritanica subsp. davaei (Cout.) Cout.;3938421;3152772;3938236
Leersia oryzoides var. virginica (Willd.) Poir.;Leersia oryzoides (L.) Sw.;Leersia virginica Willd.;4133923;2702905;7325335
Lemboglossum ×humeanum (Rchb.f.) Bockemühl ex Diekm.;Lemboglossum cordatum (Lindl.) Halb.;Lemboglossum rossii (Lindl.) Halb.;2814176;2814198;2814260
Leontodon ×friasi M.Moura & Silva;Leontodon hochstetteri M.Moura & Silva;Leontodon saxatilis Lam.;9023595;10830631;3137517
Leontodon ×grassiorum Zidorn;Leontodon hispidus L.;Leontodon hochstetteri M.Moura & Silva;9422808;3137498;10830631
Leontodon ×vegetus Finch & P.D.Sell;Leontodon hispidus L.;Leontodon saxatilis Lam.;4252791;3137498;3137517
Lepanthes ×castillo-montii Archila;Lepanthes enca-barcenae Archila;Lepanthes tactiquensis Archila;2851446;2852209;2851110
Lepanthes ×fonacytii Archila;Lepanthes gibberosa Ames;Lepanthes verapazensis Archila;3649260;2851892;2851171
Lepanthes ×mendietae Archila;Lepanthes gibberosa Ames;Lepanthes guatemalensis Schltr.;3657961;2851892;2851584
Lepidium graminifolium var. polycladum (Jord.) Rouy & Foucaud, 1895;Lepidium graminifolium L.;Lepidium polycladum Jord.;9380394;5376994;5377008
Leptochilus ×nepalensis Fraser-Jenk.;Leptochilus decurrens Blume;Leptochilus pothifolius (Buch.-Ham. ex D.Don) Fraser-Jenk.;8024044;7289849;7443131
Leptorumohra ×takayamensis (Seriz.) Shmakov;Arachniodes borealis Seriz.;Arachniodes miqueliana (Maxim. ex Franch. & Sav.) Ohwi;7654684;7319227;4039940
Leptospermum ×violipurpureum W.Harris, M.I.Dawson & Heenan;Leptospermum rotundifolium Domin;Leptospermum spectabile J.Thomps.;3717459;8066297;3181916
Lespedeza ×bicoloba S.Akiyama;Lespedeza bicolor Turcz.;Lespedeza homoloba Nakai;3979258;2955759;2955727
Lespedeza ×cyrtobuergeri S.Akiyama & H.Ohba;Lespedeza buergeri Miq.;Lespedeza cyrtobotrya Miq.;2955680;2955693;2955621
Lespedeza ×cyrtoloba S.Akiyama;Lespedeza cyrtobotrya Miq.;Lespedeza homoloba Nakai;3979148;2955621;2955727
Lespedeza ×miquelii S.Akiyama;Lespedeza bicolor Turcz.;Lespedeza cyrtobotrya Miq.;3978879;2955759;2955621
Lespedeza hirta x repens;Lespedeza hirta (L.) Hornem.;Lespedeza repens (L.) W.P.C.Barton;10209128;2955750;2955745
Leucaena ×mixtec C.E.Hughes & S.A.Harris;Leucaena esculenta (Moc. & Sessé ex DC.) Benth.;Leucaena leucocephala subsp. glabrata (Rose) Zárate;2970399;2970341;2970421
Leucanthemum ×aramisii Flor.Wagner, Vogt & Oberpr.;Leucanthemum ligusticum Marchetti, R.Bernardello, Melai & Peruzzi;Leucanthemum vulgare Lam.;10790528;9488408;8848598
Leucanthemum ×athosii Flor.Wagner, Vogt & Oberpr.;Leucanthemum monspeliense (L.) Coste;Leucanthemum vulgare Lam.;10833485;5400976;8848598
Leucanthemum ×marchii Konowalik, Vogt & Oberpr.;Leucanthemum glaucophyllum (Briq. & Cav.) Marchi & Illum.;Leucanthemum pallens (J.Gay ex Perreym.) DC.;10499008;8131736;5400973
Leucanthemum ×porthosii Flor.Wagner, Vogt & Oberpr.;Leucanthemum legraeanum (Rouy) B.Bock & J.-M.Tison;Leucanthemum vulgare Lam.;10806351;9411580;8848598
Leucanthemum corunnense Lago;Leucanthemum merinoi Vogt & S.Castrov.;Leucanthemum pluriflorum Pau;5703323;5703238;5703204
Leymotrigia zarubinii Peschkova;Elytrigia repens (L.) Nevski;Leymus chinensis (Trin.) Tzvelev;4135912;2706649;4134259
Liatris ×johnsonii Matt White;Liatris pycnostachya Michx.;Liatris squarrosa subsp. unranked (Rydb.) F.C.Gates, 1940;8411713;3104293;10713223
Libertia ×butleri J.M.H.Shaw;Libertia chilensis (Molina) Gunckel;Libertia ixioides (G.Forst.) Spreng.;10761350;5296860;5296846
Ligularia ×maoniushanensis X.Gong & Y.Z.Pan;Ligularia duciformis (C.Winkl.) Hand.-Mazz.;Ligularia paradoxa Hand.-Mazz.;5701765;5395497;5395567
Lilium ×dalhansonii C.B.Powell;Lilium hansonii Leichtlin ex D.D.T.Moore;Lilium martagon var. dalmaticum Elwes;7821117;2753520;2753161
Lilium ×shimenianum S.S.Ying;Lilium formosanum A.Wallace;Lilium longiflorum var. scabrum Masam.;10855919;2753371;4937266
Limnorchis ×correllii (W.J.Schrenk) Efimov;Limnorchis hyperborea (L.) Rydb.;Limnorchis stricta (Lindl.) Rydb.;5950544;2797912;2798160
Limnorchis ×estesii (W.J.Schrenk) Efimov;Limnorchis dilatata (Pursh) Rydb.;Limnorchis stricta (Lindl.) Rydb.;8076749;2797032;2798160
Limnorchis ×lassenii (W.J.Schrenk) Efimov;Limnorchis dilatata (Pursh) Rydb.;Limnorchis sparsiflora (S.Watson) Rydb.;7710351;2797032;2798334
Limodorum abortivum var. trabutianum (Batt.) Schltr.;Limodorum abortivum (L.) Sw.;Limodorum trabutianum Batt.;5312196;5312179;5312195
Limonium ×valentinum (Huter, Porta & Rigo) M.B.Crespo & Lledó;Limonium dufourii (Girard) Kuntze;Limonium girardianum (Guss.) Kuntze;4088558;4090142;7298086
Limonium ×virgatoformis (Rouy) B.Bock;Limonium echioides (L.) Mill.;Limonium virgatum (Willd.) Fourr.;7463505;4090024;7730625
Limonium binervosum subsp. dodartii (Girard) P.Fourn.;Limonium binervosum (G.E.Sm.) C.E.Salmon;Limonium dodartii (Girard) Kuntze;7904197;9035514;7298186
Limonium delicatulum subsp. latebracteatum (Erben) Castrov. & Cirujano;Limonium delicatulum (Girard) Kuntze;Limonium latebracteatum Erben;8241500;7298216;7508482
Limonium delicatulum subsp. santapolense (Erben) O.Bolòs, Vigo, Masalles & Ninot;Limonium delicatulum (Girard) Kuntze;Limonium santapolense Erben;4090550;7298216;4090084
Limonium girardianum subsp. grosii (Llorens) O.Bolòs, Vigo, Masalles & Ninot;Limonium girardianum (Guss.) Fourr.;Limonium grosii L.Llorens;4089361;8076932;4089104
Linaria ×cornubiensis Druce;Linaria repens (L.) Mill.;Linaria supina (L.) Chaz.;7699085;5415019;5415009
Linaria ×dominii Druce;Linaria purpurea (L.) Mill.;Linaria repens (L.) Mill.;8159267;5415012;5415019
Linaria ×jalancina Gómez Nav., R.Roselló, A.Guillén, P.P.Ferrer, E.Laguna & Peris;Linaria arvensis (L.) Desf.;Linaria simplex Desf.;10069159;5562956;8133383
Linaria ×valdesiana Socorro & Aroza;Linaria anticaria Boiss. & Reut.;Linaria verticillata Boiss.;8281667;7982383;7830896
Linaria aeruginea x repens;Linaria aeruginea (Gouan) Cav.;Linaria repens (L.) Mill.;10637470;5415010;5415019
Linaria aeruginea x vulgaris;Linaria aeruginea (Gouan) Cav.;Linaria vulgaris Mill.;9997162;5415010;5415020
Linaria alpina var. badalii (Willk.) P.Monts.;Linaria alpina (L.) Mill.;Linaria badalii Willk.;8222986;5560037;8092361
Liparis ×jonesii S.L.Bentley;Liparis liliifolia (L.) Rich. ex Lindl.;Liparis loeselii (L.) Rich.;8388910;5323293;5323092
Logfia ×intermedia (Holuby) Dostál;Logfia arvensis (L.) Holub;Logfia minima (Sm.) Dumort.;4240244;3115878;3088922
Lolium ×hubbardii B.K.Simon;Lolium multiflorum Guss., 1843;Lolium rigidum Gaudin;4132982;8038196;2706218
Lolium multiflorum var. rigidum (Gaudin) Trab.;Lolium multiflorum Lam.;Lolium rigidum Gaudin;5943495;4129708;2706218
Lolium perenne subsp. remotum (Schrank) Á.Löve & D.Löve;Lolium perenne L.;Lolium remotum Schrank;6068871;2706241;2706236
Lolium perenne var. rigidum (Gaudin) Coss. & Durieu;Lolium perenne L.;Lolium rigidum Gaudin;2706219;2706241;2706218
Lomelosia ×auriaultii F.Lagarde;Lomelosia cretica (L.) Greuter & Burdet;Lomelosia graminifolia (L.) Greuter & Burdet;4103425;4103301;7301028
Lonchitis currori x natalensis;Lonchitis currorii (Hook.) Mett. ex Kuhn;Lonchitis natalensis Hook.;9927980;7625880;8100730
Lonicera ×notha Zabel;Lonicera ruprechtiana Regel;Lonicera tatarica L.;5334233;5334254;5334242
Lonicera ×tellmanniana Magyar ex H.L.Späth;Lonicera sempervirens L.;Lonicera tragophylla Hemsl.;5599131;5334239;5599091
Lonicera hirsuta x sempervirens;Lonicera hirsuta Eaton;Lonicera sempervirens L.;10342677;5334248;5334239
Lonicera periclymenum subsp. hispanica (Boiss. & Reut.) Nyman;Lonicera hispanica Boiss. & Reut.;Lonicera periclymenum L.;7694064;5599180;5334277
Lophiaris ×cicyi Cetzal & Carnevali;Lophiaris lurida (Lindl.) Braem;Lophiaris tapiae Balam & Carnevali;10907320;2846453;8833301
Lophiaris ×crispilurida Cetzal, N.Cash-Arcía & E.Mó;Lophiaris crispiflora (Schltr.) Balam & Cetzal;Lophiaris lurida (Lindl.) Braem;11080528;7975143;2846453
Lophiaris ×lindeoerstedii Cetzal & Carnevali;Lophiaris lindenii (Brongn.) Braem;Lophiaris oerstedii (Rchb.f.) R.Jiménez, Carnevali & Dressler;11092833;3656214;2846577
Lophiaris ×lurigenensis Cetzal & Carnevali;Lophiaris carthagenensis (Jacq.) Braem;Lophiaris lurida (Lindl.) Braem;10991906;2846573;2846453
Lophiaris ×lurilindenii Carnevali & Cetzal;Lophiaris lindenii (Brongn.) Braem;Lophiaris lurida (Lindl.) Braem;10900062;3656214;2846453
Lophiaris ×oerstelurida Cetzal & Balam;Lophiaris lurida (Lindl.) Braem;Lophiaris oerstedii (Rchb.f.) R.Jiménez, Carnevali & Dressler;9587373;2846453;2846577
Lotus ×minoricensis M.À.Conesa, Mus & Rosselló;Lotus dorycnium L.;Lotus fulgurans (Porta) D.D.Sokoloff;5611209;5632022;5631994
Lotus corniculatus subsp. tenuis (Waldstein & Kitaibel ex Willdenow) Briquet ex Rechinger f.;Lotus corniculatus L.;Lotus tenuis Waldst. & Kit. ex Willd.;5356980;5357013;7515045
Lotus uliginosus var. glabriusculus Bab.;Lotus uliginosus Hoffm.;Lotus uliginosus Schkuhr;7889374;7879130;5356855
Ludwigia ×kentiana E.J.Clement;Ludwigia palustris (Lour.) A.Chev.;Ludwigia repens Sw.;5545273;8194817;8435951
Ludwigia ×taiwanensis C.I Peng;Ludwigia adscendens (L.) Hara;Ludwigia peploides subsp. stipulacea (Ohwi) P.H.Raven;5545111;7322187;7949600
Ludwigia grandiflora subsp. hexapetala (Hook. & Arn.) G.L.Nesom & Kartesz;Ludwigia grandiflora (Michx.) Greuter & Burdet;Ludwigia hexapetala (Hook. & Arn.) Zardini, H.Y.Gu & P.H.Raven;5545311;5421039;5421040
Luehea ×marnierorum Demoly;Luehea divaricata Mart.;Luehea grandiflora C.Mart.;5706127;5706141;5706135
Lupinus ×hispanicoluteus W.Swiecicki & W.K.Swiecicki;Lupinus hispanicus Boiss. & Reut.;Lupinus luteus L.;3971924;2964255;2963817
Luzula ×bogdanii Kirschner;Luzula campestris subsp. campestris;Luzula fallax Kirschner;4204015;7310318;2700988
Luzula ×borreri Bromf. ex Bab.;Luzula forsteri (Sm.) DC.;Luzula pilosa (L.) Willd.;4203980;2700706;2700736
Luzula ×danica Nordensk. & Kirschner;Luzula congesta DC., 1815;Luzula multiflora subsp. multiflora;4203555;7571175;7258850
Luzula ×favratii K.Richt.;Luzula luzuloides (Lam.) Dandy & Wilmott;Luzula nivea (L.) DC.;7955987;2700874;2700768
Luzula ×heddae Kirschner;Luzula campestris subsp. campestris;Luzula sudetica (Willd.) DC.;4204160;7310318;7570402
Luzula ×hybrida H.Lindb. ex Kirschner;Luzula pallidula Kirschner;Luzula sudetica (Willd.) DC.;8241836;2700650;7570402
Luzula ×media Kirschner;Luzula divulgata Kirschner;Luzula multiflora subsp. multiflora;4203673;2700756;7258850
Luzula ×somedana Fern.-Carv. & Fern.Prieto;Luzula nutans (Vill.) Duval-Jouve;Luzula sylvatica subsp. henriquesii (Degen) P.Silva;4203802;2700703;9247923
Luzula multiflora subsp. sudetica (Willd.) Arcang.;Luzula multiflora (Ehrh.) Lej.;Luzula sudetica (Willd.) Schult.;2700803;2700934;2700802
Lycaste ×cobani Oakeley;Lycaste cochleata Lindl.;Lycaste cruenta (Lindl.) Lindl.;5313358;5313405;5313412
Lycaste ×daniloi Oakeley;Lycaste angelae Oakeley;Lycaste candida Lindl.;5313475;5313479;7534841
Lycaste ×donadrianii Tinschert ex Oakeley;Lycaste bradeorum Schltr.;Lycaste lasioglossa Rchb.f.;5313372;5313478;5313482
Lycaste ×panchita Tinschert ex Oakeley;Lycaste cruenta (Lindl.) Lindl.;Lycaste lasioglossa Rchb.f.;5313448;5313412;5313482
Lycaste ×sandrae Oakeley;Lycaste measuresiana (B.S.Williams) Oakeley;Lycaste powellii Schltr.;5313409;5313361;5313360
Lycium ×ciliato-elongatum Bernardello;Lycium ciliatum Schltdl.;Lycium elongatum Miers;7440568;7299301;7299253
Lycopersicon esculentum subsp. humboldtii (Dunal) Luckwill;Lycopersicon esculentum Mill.;Lycopersicon humboldtii (Willd.) Dunal;2930144;2930181;2930150
Lycopersicon esculentum var. racemigerum (Lange) Brezhnev;Lycopersicon esculentum Mill.;Lycopersicon racemigerum Lange;2931744;2930181;2931743
Lycopodium clavatum subsp. contiguum (Klotzsch) B.Øllg.;Lycopodium clavatum L.;Lycopodium contiguum Klotzsch;3992193;2688393;3991467
Lycoris ×hubeiensis Kun Liu;Lycoris aurea (L'Hér.) Herb.;Lycoris radiata (L'Hér.) Herb.;10804330;5326154;7920353
Macleaya ×kewensis Turrill;Macleaya cordata (Willd.) R.Br.;Macleaya microcarpa (Maxim.) Fedde;5530751;5334194;5530747
Macrocarpaea ×mattii J.R.Grant;Macrocarpaea noctiluca J.R.Grant & Struwe;Macrocarpaea subsessilis Weaver & J.R.Grant;3840345;3840276;3839890
Magnolia ×alba (DC.) Figlar;Magnolia champaca (L.) Baill. ex Pierre;Magnolia montana (Blume) Figlar;3987892;3153099;3153381
Magnolia ×brooklynensis Kalmb.;Magnolia acuminata (L.) L.;Magnolia liliiflora Desr.;3987797;3153837;3153228
Magnolia ×foggii Figlar;Magnolia doltsopa (Buch.-Ham. ex DC.) Figlar;Magnolia figo (Lour.) DC.;3987907;3153955;3152997
Magnolia ×gotoburgensis Nitz.;Magnolia hypoleuca Siebold & Zucc.;Magnolia wilsonii (Finet & Gagnep.) Rehder;3987836;3153166;3153049
Magnolia ×nooteboomiana Geerinck;Magnolia liliiflora Desr.;Magnolia sprengeri Pamp.;10797656;3153228;3152927
Magnolia ×pruhoniciana Jakl;Magnolia obovata Thunb.;Magnolia tripetala (L.) L.;10864567;3153160;3153215
Magnolia ×soulangeana Soul.-Bod.;Magnolia denudata Desr.;Magnolia liliiflora Desr.;7925303;3153582;3153228
Mahonia ×emeiensis J.M.H.Shaw;Mahonia gracilipes (Oliv.) Fedde;Mahonia nitens C.K.Schneid.;7785302;7300405;3981447
Mahonia ×savilliana J.M.H.Shaw;Mahonia eurybracteata Fedde;Mahonia gracilipes (Oliv.) Fedde;8227904;7300421;7300405
Mahonia aquifolium x pinnata;Mahonia aquifolium (Pursh) Nutt.;Mahonia pinnata (Lag.) Fedde;10162010;3033865;3033849
Mahonia aquifolium x repens;Mahonia aquifolium (Pursh) Nutt.;Mahonia repens (Lindl.) G.Don;10558149;3033865;3033850
Malosorbus florentina (Zuccagni) Browicz;Malus sylvestris Mill.;Sorbus torminalis (L.) Crantz;3001661;3001509;3012567
Malus ×magdeburgensis Schoch ex Rehder;Malus pumila Mill.;Malus spectabilis (Aiton) Borkh.;7532497;3001093;3001108
Malus ×oxysepala Czarna;Malus domestica Baumg.;Malus sylvestris Mill.;8062425;7821083;3001509
Malus domestica subsp. pumila (Mill.) Likhonos;Malus domestica (Suckow) Borkh.;Malus pumila Kitam.;3001568;3001244;7729605
Malus floribunda var. arnoldiana Rehder;Malus baccata (L.) Borkh.;Malus floribunda Siebold ex Van Houtte;2986588;3001362;3001365
Malus kansuensis x toringoides;Malus kansuensis (Batalin) C.K.Schneid.;Malus toringoides (Rehder) Hughes;10300328;3001071;3001587
Mammillaria ×gajii Chvastek & Halda;Mammillaria deherdtiana var. dodsonii (Bravo) Glass & Foster;Mammillaria rekoi (Britton & Rose) Vaupel;5620255;7741707;7283437
Manihot heptaphylla x piauhyensis;Manihot heptaphylla Ule;Manihot piauhyensis Ule;10488850;3061080;3060827
Mantisalca ×castroviejoi E.Ruíz & Devesa;Mantisalca duriaei (Spach) Briq. & Cavill.;Mantisalca spinulosa (Rouy) E.Ruíz & Devesa;9393853;3141562;9634720
Masdevallia ×kareliae Oakeley;Masdevallia rimarima-alba Luer;Masdevallia uniflora Ruiz & Pav.;6316101;2848998;2848465
Maxillaria ×doucetteana Christenson;Maxillaria augustae-victoriae F.Lehm. & Kraenzl.;Maxillaria sanderiana Rchb.f. ex Sander;5542551;5318111;5317956
Meconopsis ×kongboensis Grey-Wilson;Meconopsis simplicifolia (D.Don) G.Don;Meconopsis sulphurea Grey-Wilson;8178876;3603703;7377539
Meesia longiseta x triquetra;Meesia longiseta Hedwig, 1801;Meesia triquetra Ångström, 1844;10592522;5282427;7376166
Meesia longiseta x tristicha;Meesia longiseta Hedwig, 1801;Meesia tristicha Bruch;10335672;5282427;5710997
Melampyrum pratense subsp. sylvaticum (Roth) Schübl. & G.Martens;Melampyrum pratense L.;Melampyrum sylvaticum L.;12165203;7693914;7331633
Melica ×haussknechtii W.Hempel;Melica ciliata L.;Melica persica subsp. schischkinii (Iljinsk.) W.Hempel;7445629;2703124;7520804
Melica ×tzvelevii W.Hempel;Melica altissima L.;Melica ciliata L.;7744828;2703109;2703124
Melica ciliata subsp. transsilvanica (Schur) Husn., 1898;Melica ciliata L.;Melica transsilvanica Schur;8054681;2703124;4125291
Melica ciliata var. linnaei Hack.;Melica ciliata L.;Melica linnaei Hack. ex Papp;5947161;2703124;4119467
Melica nutans subsp. uniflora Bonnier & Layens, 1894;Melica nutans L.;Melica uniflora Retz.;9313211;4118973;4116392
Melica nutans var. picta (K.Koch) Griseb.;Melica nutans L.;Melica picta K.Koch;5947204;4118973;4116914
Melica thuringiaca nothosubsp. chrysolepis (Klokov) W.Hempel;Melica ciliata subsp. taurica (K.Koch) Tzvelev;Melica transsilvanica subsp. klokovii Tzvelev;10913287;4126513;4125290
Mentha ×brassaiana Borbás;Mentha aquatica L.;Mentha austriaca Jacq.;3902930;2927208;3903400
Mentha ×dalmatica Tausch;Mentha arvensis L.;Mentha longifolia (L.) L.;7309134;2927192;7510173
Mentha ×liptoviensis Borbás;Mentha aquatica L.;Mentha oblongifrons Borbás ex Heinr.Braun, 1890;3899064;2927208;3897958
Mentha ×perarguta Borbás;Mentha ×ballotifolia Opiz;Mentha aquatica L.;3897339;3903295;2927208
Mentha ×schalkiana Rottenst.;Mentha longifolia (L.) Huds.;Mentha microphylla K.Koch;10756820;2927177;7943438
Mentha ×subcordifrons Borbás;Mentha ×schleicheri Opiz;Mentha ×verticillata L.;3895142;3895952;8172952
Mentha ×vergoereri Starm.;Mentha microphylla K.Koch;Mentha spicata L.;7848066;7943438;2927175
Mentha aquatica f. piperita (L.) G.Mey.;Mentha ×piperita L.;Mentha aquatica L.;7678711;8707933;2927208
Mentha arvensis var. crispa Benth.;Mentha arvensis L.;Mentha crispa Roth, 1788;7936569;2927192;8378052
Mentha arvensis var. hirsuta K.Koch ex Gren.;Mentha arvensis L.;Mentha hirsuta Huds.;7770113;2927192;3900149
Mentha longifolia subsp. viridis (L.) Rouy;Mentha longifolia (L.) L.;Mentha viridis (L.) L.;8373174;7510173;2927178
Mentha piperita nothosubsp. pyramidalis (Ten.) Harley;Mentha aquatica O.F.Müll.;Mentha spicata subsp. tomentosa Harley;3898893;7536352;3895515
Menziesia ×kamatae R.Mochizuki;Menziesia multiflora Maxim.;Menziesia pentandra Maxim.;5683455;7328264;5683433
Mickelia ×atrans R.C.Moran, Labiak & Sundue;Mickelia pradoi R.C.Moran, Labiak & Sundue;Mickelia scandens (Raddi) R.C.Moran, Labiak & Sundue;8343096;8361380;7613471
Microlepia ×kandelii Fraser-Jenk.;Microlepia nepalensis (Spreng.) Fraser-Jenk., Kandel & Pariyar;Microlepia rhomboidea (Wall. ex Kunze) Prantl;9792172;8495455;8113248
Microlepia marginalis x strigosa;Microlepia marginalis (Sw.) Bedd.;Microlepia strigosa (Thunb.) C.Presl;9839528;3605824;2650725
Microlepia marginata x strigosa;Microlepia marginata (Houtt.) C.Chr.;Microlepia strigosa (Thunb.) C.Presl;10478614;7265907;2650725
Micromeria ×ayamosnae Puppo & P.Pérez;Micromeria lepida subsp. bolleana P.Pérez;Micromeria pedro-luisii Puppo;9419294;5606339;9274401
Micromeria ×benthamineolens Svent.;Micromeria benthamii Webb & Berthel.;Micromeria pineolens Svent.;5606768;5606771;5606177
Micromeria ×broussonetii A.Santos, A.Acev.-Rodr. & Reyes-Bet.;Micromeria densiflora Benth.;Micromeria varia Benth.;7941173;5606575;7306833
Micromeria ×garajonayii Puppo & P.Pérez;Micromeria lepida Webb & Berthel.;Micromeria pedro-luisii Puppo;9233692;7307004;9274401
Micromeria ×tolomensis Puppo & P.Pérez;Micromeria gomerensis (P.Pérez) Puppo;Micromeria lepida subsp. bolleana P.Pérez;9583772;9257838;5606339
Micropolypodium ×bradei Labiak & F.B.Matos;Micropolypodium achilleifolium (Kaulf.) Labiak & F.B.Matos;Micropolypodium setosum (Kaulf.) A.R.Sm.;3752294;3750651;8605116
Microsorum ×tohieaense J.H.Nitta;Microsorum commutatum (Blume) Copel.;Microsorum membranifolium (R.Br.) Ching;10749149;4025556;4025061
Mimulus guttatus subsp. guttatus;Mimulus guttatus Fisch.;Mimulus guttatus Fisch. ex DC.;7333257;7887942;6070603
Mimulus luteus var. variegatus (Lodd.) Hook.;Mimulus luteus L.;Mimulus variegatus Lodd.;5563701;6070840;5563398
