verbatim;source;edited;type;parent
Potentilla norvegica × supina;florkart;Potentilla norvegica × supina;formula;Potentilla norvegica
Potentilla norvegica × supina;florkart;Potentilla norvegica × supina;formula;Potentilla supina
Potentilla × subacauli-opaca Lasch;florkart;Potentilla ×subacauli-opaca Lasch;name;NA
Potentilla subarenaria Borbás ex Zimmeter;florkart;Potentilla subarenaria Borbás ex Zimmeter;formula;NA
Potentilla suberecta Zimmeter;florkart;Potentilla suberecta Zimmeter;formula;NA
Primula × digenea A. Kern.;florkart;Primula ×digenea A. Kern.;name;NA
Primula × polyantha;florkart;Primula ×polyantha;name;NA
Primula elatior × veris;florkart;Primula elatior × veris;formula;Primula elatior
Primula elatior × veris;florkart;Primula elatior × veris;formula;Primula veris
Primula pubescens Wulfen;florkart;Primula pubescens Wulfen;formula;NA
Primula × tommasinii Gren. et Godr.;florkart;Primula ×tommasinii Gren. et Godr.;name;NA
Prunella grandiflora × laciniata;florkart;Prunella grandiflora × laciniata;formula;Prunella grandiflora
Prunella grandiflora × laciniata;florkart;Prunella grandiflora × laciniata;formula;Prunella laciniata
Prunella laciniata × vulgaris;florkart;Prunella laciniata × vulgaris;formula;Prunella laciniata
Prunella laciniata × vulgaris;florkart;Prunella laciniata × vulgaris;formula;Prunella vulgaris
Prunella grandiflora × vulgaris;florkart;Prunella grandiflora × vulgaris;formula;Prunella grandiflora
Prunella grandiflora × vulgaris;florkart;Prunella grandiflora × vulgaris;formula;Prunella vulgaris
Prunus avium × cerasus;florkart;Prunus avium × cerasus;formula;Prunus avium
Prunus avium × cerasus;florkart;Prunus avium × cerasus;formula;Prunus cerasus
Prunus cerasifera × domestica;florkart;Prunus cerasifera × domestica;formula;Prunus cerasifera
Prunus cerasifera × domestica;florkart;Prunus cerasifera × domestica;formula;Prunus domestica
Prunus × eminens Beck;florkart;Prunus ×eminens Beck;name;NA
Prunus fruticans Weihe;florkart;Prunus fruticans Weihe;formula;NA
Pulmonaria collina × obscura;florkart;Pulmonaria collina × obscura;formula;Pulmonaria collina
Pulmonaria collina × obscura;florkart;Pulmonaria collina × obscura;formula;Pulmonaria obscura
Pulmonaria collina × officinalis;florkart;Pulmonaria collina × officinalis;formula;Pulmonaria collina
Pulmonaria collina × officinalis;florkart;Pulmonaria collina × officinalis;formula;Pulmonaria officinalis
Pulmonaria × digenea Kern.;florkart;Pulmonaria ×digenea Kern.;name;NA
Pulmonaria angustifolia × officinalis;florkart;Pulmonaria angustifolia × officinalis;formula;Pulmonaria angustifolia
Pulmonaria angustifolia × officinalis;florkart;Pulmonaria angustifolia × officinalis;formula;Pulmonaria officinalis
Pulmonaria mollis subsp. alpigena × P. officinalis;florkart;Pulmonaria mollis subsp. alpigena × P. officinalis;formula;Pulmonaria mollis subsp. alpigena
Pulmonaria mollis subsp. alpigena × P. officinalis;florkart;Pulmonaria mollis subsp. alpigena × P. officinalis;formula;Pulmonaria  officinalis
Pulmonaria angustifolia × obscura;florkart;Pulmonaria angustifolia × obscura;formula;Pulmonaria angustifolia
Pulmonaria angustifolia × obscura;florkart;Pulmonaria angustifolia × obscura;formula;Pulmonaria obscura
Pulsatilla patens × vernalis;florkart;Pulsatilla patens × vernalis;formula;Pulsatilla patens
Pulsatilla patens × vernalis;florkart;Pulsatilla patens × vernalis;formula;Pulsatilla vernalis
Pulsatilla pratensis × vernalis;florkart;Pulsatilla pratensis × vernalis;formula;Pulsatilla pratensis
Pulsatilla pratensis × vernalis;florkart;Pulsatilla pratensis × vernalis;formula;Pulsatilla vernalis
Pulsatilla pratensis × vulgaris;florkart;Pulsatilla pratensis × vulgaris;formula;Pulsatilla pratensis
Pulsatilla pratensis × vulgaris;florkart;Pulsatilla pratensis × vulgaris;formula;Pulsatilla vulgaris
Pulsatilla vernalis × vulgaris;florkart;Pulsatilla vernalis × vulgaris;formula;Pulsatilla vernalis
Pulsatilla vernalis × vulgaris;florkart;Pulsatilla vernalis × vulgaris;formula;Pulsatilla vulgaris
Pyrus communis × pyraster;florkart;Pyrus communis × pyraster;formula;Pyrus communis
Pyrus communis × pyraster;florkart;Pyrus communis × pyraster;formula;Pyrus pyraster
Quercus × bedoei;florkart;Quercus ×bedoei;name;NA
Quercus petraea × robur Bechst.;florkart;Quercus petraea × robur Bechst.;formula;Quercus petraea
Quercus petraea × robur Bechst.;florkart;Quercus petraea × robur Bechst.;formula;Quercus robur Bechst.
Quercus calvescens Vuk.;florkart;Quercus calvescens Vuk.;formula;NA
Ranunculus acris × repens;florkart;Ranunculus acris × repens;formula;Ranunculus acris
Ranunculus acris × repens;florkart;Ranunculus acris × repens;formula;Ranunculus repens
Ranunculus peltatus × trichophyllus;florkart;Ranunculus peltatus × trichophyllus;formula;Ranunculus peltatus
Ranunculus peltatus × trichophyllus;florkart;Ranunculus peltatus × trichophyllus;formula;Ranunculus trichophyllus
Ranunculus biformis × stellaris;florkart;Ranunculus biformis × stellaris;formula;Ranunculus biformis
Ranunculus biformis × stellaris;florkart;Ranunculus biformis × stellaris;formula;Ranunculus stellaris
Ranunculus × glueckii A. Félix ex C. Cook;florkart;Ranunculus ×glueckii A. Félix ex C. Cook;name;NA
Ranunculus penicillatus × trichophyllus;florkart;Ranunculus penicillatus × trichophyllus;formula;Ranunculus penicillatus
Ranunculus penicillatus × trichophyllus;florkart;Ranunculus penicillatus × trichophyllus;formula;Ranunculus trichophyllus
Fallopia bohemica (Chrtek & Chrtková) J. P. Bailey;florkart;Fallopia bohemica (Chrtek & Chrtková) J. P. Bailey;formula;NA
Rhamnus intermedia Steud. & Hochst.;florkart;Rhamnus intermedia Steud. & Hochst.;formula;NA
Rheum × hybridum Murray;florkart;Rheum ×hybridum Murray;name;NA
Rheum rhabarbarum L.;florkart;Rheum rhabarbarum L.;formula;NA
Rhinanthus minor × serotinus;florkart;Rhinanthus minor × serotinus;formula;Rhinanthus minor
Rhinanthus minor × serotinus;florkart;Rhinanthus minor × serotinus;formula;Rhinanthus serotinus
Rhododendron ferrugineum × hirsutum;florkart;Rhododendron ferrugineum × hirsutum;formula;Rhododendron ferrugineum
Rhododendron ferrugineum × hirsutum;florkart;Rhododendron ferrugineum × hirsutum;formula;Rhododendron hirsutum
Ribes × nidigrolaria;florkart;Ribes ×nidigrolaria;name;NA
Ribes rubrum × spicatum;florkart;Ribes rubrum × spicatum;formula;Ribes rubrum
Ribes rubrum × spicatum;florkart;Ribes rubrum × spicatum;formula;Ribes spicatum
Rorippa anceps (Wahlenb.) Rchb.;florkart;Rorippa anceps (Wahlenb.) Rchb.;formula;NA
Rorippa armoracioides (Tausch) Fuss;florkart;Rorippa armoracioides (Tausch) Fuss;formula;NA
Rorippa × astyla (Rchb.) Rchb.;florkart;Rorippa ×astyla (Rchb.) Rchb.;name;NA
Rorippa × erythrocaulis Borbás;florkart;Rorippa ×erythrocaulis Borbás;name;NA
Rorippa palustris × sylvestris;florkart;Rorippa palustris × sylvestris;formula;Rorippa palustris
Rorippa palustris × sylvestris;florkart;Rorippa palustris × sylvestris;formula;Rorippa sylvestris
Rosa agrestis × elliptica;florkart;Rosa agrestis × elliptica;formula;Rosa agrestis
Rosa agrestis × elliptica;florkart;Rosa agrestis × elliptica;formula;Rosa elliptica
Rosa agrestis × gallica;florkart;Rosa agrestis × gallica;formula;Rosa agrestis
Rosa agrestis × gallica;florkart;Rosa agrestis × gallica;formula;Rosa gallica
Rosa agrestis × rubiginosa;florkart;Rosa agrestis × rubiginosa;formula;Rosa agrestis
Rosa agrestis × rubiginosa;florkart;Rosa agrestis × rubiginosa;formula;Rosa rubiginosa
Rosa alba;florkart;Rosa alba;formula;NA
Rosa arvensis × gallica;florkart;Rosa arvensis × gallica;formula;Rosa arvensis
Rosa arvensis × gallica;florkart;Rosa arvensis × gallica;formula;Rosa gallica
Rosa balsamica × gallica;florkart;Rosa balsamica × gallica;formula;Rosa balsamica
Rosa balsamica × gallica;florkart;Rosa balsamica × gallica;formula;Rosa gallica
Rosa × biturigensis Boreau;florkart;Rosa ×biturigensis Boreau;name;NA
Rosa caesia × gallica;florkart;Rosa caesia × gallica;formula;Rosa caesia
Rosa caesia × gallica;florkart;Rosa caesia × gallica;formula;Rosa gallica
Rosa canina × marginata;florkart;Rosa canina × marginata;formula;Rosa canina
Rosa canina × marginata;florkart;Rosa canina × marginata;formula;Rosa marginata
Rosa canina × rubiginosa;florkart;Rosa canina × rubiginosa;formula;Rosa canina
Rosa canina × rubiginosa;florkart;Rosa canina × rubiginosa;formula;Rosa rubiginosa
Rosa canina × sherardii;florkart;Rosa canina × sherardii;formula;Rosa canina
Rosa canina × sherardii;florkart;Rosa canina × sherardii;formula;Rosa sherardii
Rosa centifolia;florkart;Rosa centifolia;formula;NA
Rosa corymbifera × gallica;florkart;Rosa corymbifera × gallica;formula;Rosa corymbifera
Rosa corymbifera × gallica;florkart;Rosa corymbifera × gallica;formula;Rosa gallica
Rosa damascena;florkart;Rosa damascena;formula;NA
Rosa dumalis × gallica;florkart;Rosa dumalis × gallica;formula;Rosa dumalis
Rosa dumalis × gallica;florkart;Rosa dumalis × gallica;formula;Rosa gallica
Rosa dumalis × jundzillii;florkart;Rosa dumalis × jundzillii;formula;Rosa dumalis
Rosa dumalis × jundzillii;florkart;Rosa dumalis × jundzillii;formula;Rosa jundzillii
Rosa dumalis × rubiginosa;florkart;Rosa dumalis × rubiginosa;formula;Rosa dumalis
Rosa dumalis × rubiginosa;florkart;Rosa dumalis × rubiginosa;formula;Rosa rubiginosa
Rosa dumalis × sherardii;florkart;Rosa dumalis × sherardii;formula;Rosa dumalis
Rosa dumalis × sherardii;florkart;Rosa dumalis × sherardii;formula;Rosa sherardii
Rosa dumalis × spinosissima;florkart;Rosa dumalis × spinosissima;formula;Rosa dumalis
Rosa dumalis × spinosissima;florkart;Rosa dumalis × spinosissima;formula;Rosa spinosissima
Rosa dumalis × tomentosa;florkart;Rosa dumalis × tomentosa;formula;Rosa dumalis
Rosa dumalis × tomentosa;florkart;Rosa dumalis × tomentosa;formula;Rosa tomentosa
Rosa dumalis Bechst.;florkart;Rosa dumalis Bechst.;formula;NA
Rosa subcollina (Christ) Vuk.;florkart;Rosa subcollina (Christ) Vuk.;formula;NA
Rosa subcanina (Christ) Vuk.;florkart;Rosa subcanina (Christ) Vuk.;formula;NA
Rosa elliptica × rubiginosa;florkart;Rosa elliptica × rubiginosa;formula;Rosa elliptica
Rosa elliptica × rubiginosa;florkart;Rosa elliptica × rubiginosa;formula;Rosa rubiginosa
Rosa elliptica × tomentosa;florkart;Rosa elliptica × tomentosa;formula;Rosa elliptica
Rosa elliptica × tomentosa;florkart;Rosa elliptica × tomentosa;formula;Rosa tomentosa
Rosa foetida Herrm., non Bast. 1812;florkart;Rosa foetida Herrm., non Bast. 1812;formula;NA
Rosa francofurtana Muenchh.;florkart;Rosa francofurtana Muenchh.;formula;NA
Rosa gallica × majalis;florkart;Rosa gallica × majalis;formula;Rosa gallica
Rosa gallica × majalis;florkart;Rosa gallica × majalis;formula;Rosa majalis
Rosa gallica × marginata;florkart;Rosa gallica × marginata;formula;Rosa gallica
Rosa gallica × marginata;florkart;Rosa gallica × marginata;formula;Rosa marginata
Rosa gallica × pseudoscabriuscula;florkart;Rosa gallica × pseudoscabriuscula;formula;Rosa gallica
Rosa gallica × pseudoscabriuscula;florkart;Rosa gallica × pseudoscabriuscula;formula;Rosa pseudoscabriuscula
Rosa gallica × rubiginosa;florkart;Rosa gallica × rubiginosa;formula;Rosa gallica
Rosa gallica × rubiginosa;florkart;Rosa gallica × rubiginosa;formula;Rosa rubiginosa
Rosa gallica × sherardii;florkart;Rosa gallica × sherardii;formula;Rosa gallica
Rosa gallica × sherardii;florkart;Rosa gallica × sherardii;formula;Rosa sherardii
Rosa gallica × tomentosa;florkart;Rosa gallica × tomentosa;formula;Rosa gallica
Rosa gallica × tomentosa;florkart;Rosa gallica × tomentosa;formula;Rosa tomentosa
Rosa kamtschatica Vent.;florkart;Rosa kamtschatica Vent.;formula;NA
Rosa × kosinsciana Besser;florkart;Rosa ×kosinsciana Besser;name;NA
Rosa × mangii Eigner & Wissemann;florkart;Rosa ×mangii Eigner & Wissemann;name;NA
Rosa × glabra;florkart;Rosa ×glabra;name;NA
Rosa × polliniana Spreng.;florkart;Rosa ×polliniana Spreng.;name;NA
Rosa × reichenbachiana;florkart;Rosa ×reichenbachiana;name;NA
Rosa rubiginosa × sherardii;florkart;Rosa rubiginosa × sherardii;formula;Rosa rubiginosa
Rosa rubiginosa × sherardii;florkart;Rosa rubiginosa × sherardii;formula;Rosa sherardii
Rosa × silvicola;florkart;Rosa ×silvicola;name;NA
Rosa × therebinthacea;florkart;Rosa ×therebinthacea;name;NA
Rosa × scabriuscula Heinr. Braun, nom. inval.;florkart;Rosa ×scabriuscula Heinr. Braun, nom. inval.;name;NA
Rosa × turbinata Aiton;florkart;Rosa ×turbinata Aiton;name;NA
Rubus friderichsenii;florkart;Rubus friderichsenii;formula;NA
Rubus caesius × idaeus;florkart;Rubus caesius × idaeus;formula;Rubus caesius
Rubus caesius × idaeus;florkart;Rubus caesius × idaeus;formula;Rubus idaeus
Rubus mortensenii Frid. & Gelert ex E. H. L. Krause;florkart;Rubus mortensenii Frid. & Gelert ex E. H. L. Krause;formula;NA
Rubus vaniloquus A. Schumach. ex H. E. Weber;florkart;Rubus vaniloquus A. Schumach. ex H. E. Weber;formula;NA
Rubus delectus P. J. Müll. & Wirtgen;florkart;Rubus delectus P. J. Müll. & Wirtgen;formula;NA
Rubus hastifer H. E. Weber;florkart;Rubus hastifer H. E. Weber;formula;NA
Rubus conspicuus P. J. Müll.;florkart;Rubus conspicuus P. J. Müll.;formula;NA
Rubus opacus Focke;florkart;Rubus opacus Focke;formula;NA
Rubus platyacanthus P. J. Müll. & Lefèvre;florkart;Rubus platyacanthus P. J. Müll. & Lefèvre;formula;NA
Rumex conglomeratus × obtusifolius;florkart;Rumex conglomeratus × obtusifolius;formula;Rumex conglomeratus
Rumex conglomeratus × obtusifolius;florkart;Rumex conglomeratus × obtusifolius;formula;Rumex obtusifolius
Rumex acetosa × acetosella;florkart;Rumex acetosa × acetosella;formula;Rumex acetosa
Rumex acetosa × acetosella;florkart;Rumex acetosa × acetosella;formula;Rumex acetosella
Rumex aquaticus × conglomeratus;florkart;Rumex aquaticus × conglomeratus;formula;Rumex aquaticus
Rumex aquaticus × conglomeratus;florkart;Rumex aquaticus × conglomeratus;formula;Rumex conglomeratus
Rumex aquaticus × conglomeratus × obtusifolius;florkart;Rumex aquaticus × conglomeratus × obtusifolius;formula;Rumex aquaticus
Rumex aquaticus × conglomeratus × obtusifolius;florkart;Rumex aquaticus × conglomeratus × obtusifolius;formula;Rumex conglomeratus
Rumex aquaticus × conglomeratus × obtusifolius;florkart;Rumex aquaticus × conglomeratus × obtusifolius;formula;Rumex obtusifolius
Rumex aquaticus × sanguineus;florkart;Rumex aquaticus × sanguineus;formula;Rumex aquaticus
Rumex aquaticus × sanguineus;florkart;Rumex aquaticus × sanguineus;formula;Rumex sanguineus
Rumex × callianthemus Danser;florkart;Rumex ×callianthemus Danser;name;NA
Rumex crispus × patientia;florkart;Rumex crispus × patientia;formula;Rumex crispus
Rumex crispus × patientia;florkart;Rumex crispus × patientia;formula;Rumex patientia
Rumex × conspersus;florkart;Rumex ×conspersus;name;NA
Rumex crispus × maritimus;florkart;Rumex crispus × maritimus;formula;Rumex crispus
Rumex crispus × maritimus;florkart;Rumex crispus × maritimus;formula;Rumex maritimus
Rumex obtusifolius × sanguineus;florkart;Rumex obtusifolius × sanguineus;formula;Rumex obtusifolius
Rumex obtusifolius × sanguineus;florkart;Rumex obtusifolius × sanguineus;formula;Rumex sanguineus
Rumex crispus × palustris;florkart;Rumex crispus × palustris;formula;Rumex crispus
Rumex crispus × palustris;florkart;Rumex crispus × palustris;formula;Rumex palustris
Rumex heterophyllus Schultz;florkart;Rumex heterophyllus Schultz;formula;NA
Rumex hydrolapathum × obtusifolius;florkart;Rumex hydrolapathum × obtusifolius;formula;Rumex hydrolapathum
Rumex hydrolapathum × obtusifolius;florkart;Rumex hydrolapathum × obtusifolius;formula;Rumex obtusifolius
Rumex × knafii;florkart;Rumex ×knafii;name;NA
Rumex × steinii Becker;florkart;Rumex ×steinii Becker;name;NA
Rumex aquaticus × obtusifolius;florkart;Rumex aquaticus × obtusifolius;formula;Rumex aquaticus
Rumex aquaticus × obtusifolius;florkart;Rumex aquaticus × obtusifolius;formula;Rumex obtusifolius
Rumex × platyphyllos Aresch.;florkart;Rumex ×platyphyllos Aresch.;name;NA
Rumex pratensis Mert. & W. D. J. Koch;florkart;Rumex pratensis Mert. & W. D. J. Koch;formula;NA
Rumex conglomeratus × sanguineus;florkart;Rumex conglomeratus × sanguineus;formula;Rumex conglomeratus
Rumex conglomeratus × sanguineus;florkart;Rumex conglomeratus × sanguineus;formula;Rumex sanguineus
Rumex crispus × sanguineus;florkart;Rumex crispus × sanguineus;formula;Rumex crispus
Rumex crispus × sanguineus;florkart;Rumex crispus × sanguineus;formula;Rumex sanguineus
Rumex × schmidtii Hausskn.;florkart;Rumex ×schmidtii Hausskn.;name;NA
Rumex crispus × hydrolapathum;florkart;Rumex crispus × hydrolapathum;formula;Rumex crispus
Rumex crispus × hydrolapathum;florkart;Rumex crispus × hydrolapathum;formula;Rumex hydrolapathum
Rumex conglomeratus × crispus;florkart;Rumex conglomeratus × crispus;formula;Rumex conglomeratus
Rumex conglomeratus × crispus;florkart;Rumex conglomeratus × crispus;formula;Rumex crispus
Sagina normaniana Lagerh.;florkart;Sagina normaniana Lagerh.;formula;NA
Salix acutifolia × viminalis;florkart;Salix acutifolia × viminalis;formula;Salix acutifolia
Salix acutifolia × viminalis;florkart;Salix acutifolia × viminalis;formula;Salix viminalis
Salix alba × cinerea;florkart;Salix alba × cinerea;formula;Salix alba
Salix alba × cinerea;florkart;Salix alba × cinerea;formula;Salix cinerea
Salix alba × cinerea × viminalis;florkart;Salix alba × cinerea × viminalis;formula;Salix alba
Salix alba × cinerea × viminalis;florkart;Salix alba × cinerea × viminalis;formula;Salix cinerea
Salix alba × cinerea × viminalis;florkart;Salix alba × cinerea × viminalis;formula;Salix viminalis
Salix alba × fragilis × pentandra;florkart;Salix alba × fragilis × pentandra;formula;Salix alba
Salix alba × fragilis × pentandra;florkart;Salix alba × fragilis × pentandra;formula;Salix fragilis
Salix alba × fragilis × pentandra;florkart;Salix alba × fragilis × pentandra;formula;Salix pentandra
Salix alba × fragilis × triandra;florkart;Salix alba × fragilis × triandra;formula;Salix alba
Salix alba × fragilis × triandra;florkart;Salix alba × fragilis × triandra;formula;Salix fragilis
Salix alba × fragilis × triandra;florkart;Salix alba × fragilis × triandra;formula;Salix triandra
Salix alba × purpurea;florkart;Salix alba × purpurea;formula;Salix alba
Salix alba × purpurea;florkart;Salix alba × purpurea;formula;Salix purpurea
Salix alba × viminalis;florkart;Salix alba × viminalis;formula;Salix alba
Salix alba × viminalis;florkart;Salix alba × viminalis;formula;Salix viminalis
Salix ambigua Ehrh.;florkart;Salix ambigua Ehrh.;formula;NA
Salix aurita × bicolor × caprea;florkart;Salix aurita × bicolor × caprea;formula;Salix aurita
Salix aurita × bicolor × caprea;florkart;Salix aurita × bicolor × caprea;formula;Salix bicolor
Salix aurita × bicolor × caprea;florkart;Salix aurita × bicolor × caprea;formula;Salix caprea
Salix aurita × laurina;florkart;Salix aurita × laurina;formula;Salix aurita
Salix aurita × laurina;florkart;Salix aurita × laurina;formula;Salix laurina
Salix daphnoides × purpurea;florkart;Salix daphnoides × purpurea;formula;Salix daphnoides
Salix daphnoides × purpurea;florkart;Salix daphnoides × purpurea;formula;Salix purpurea
Salix × calodendron Wimm.;florkart;Salix ×calodendron Wimm.;name;NA
Salix × seringeana Ser.;florkart;Salix ×seringeana Ser.;name;NA
Salix caprea × eleagnos;florkart;Salix caprea × eleagnos;formula;Salix caprea
Salix caprea × eleagnos;florkart;Salix caprea × eleagnos;formula;Salix eleagnos
Salix aurita × caprea × cinerea;florkart;Salix aurita × caprea × cinerea;formula;Salix aurita
Salix aurita × caprea × cinerea;florkart;Salix aurita × caprea × cinerea;formula;Salix caprea
Salix aurita × caprea × cinerea;florkart;Salix aurita × caprea × cinerea;formula;Salix cinerea
Salix × capreola;florkart;Salix ×capreola;name;NA
Salix cinerea × rosmarinifolia;florkart;Salix cinerea × rosmarinifolia;formula;Salix cinerea
Salix cinerea × rosmarinifolia;florkart;Salix cinerea × rosmarinifolia;formula;Salix rosmarinifolia
Salix cinerea × triandra;florkart;Salix cinerea × triandra;formula;Salix cinerea
Salix cinerea × triandra;florkart;Salix cinerea × triandra;formula;Salix triandra
Salix cinerea subsp. cinerea × S. oleifolia;florkart;Salix cinerea subsp. cinerea × S. oleifolia;formula;Salix cinerea subsp. cinerea
Salix cinerea subsp. cinerea × S. oleifolia;florkart;Salix cinerea subsp. cinerea × S. oleifolia;formula;Salix  oleifolia
Salix × dichroa Döll;florkart;Salix ×dichroa Döll;name;NA
Salix × discolor (L.) Schübl. & Martens;florkart;Salix ×discolor (L.) Schübl. & Martens;name;NA
Salix purpurea × repens;florkart;Salix purpurea × repens;formula;Salix purpurea
Salix purpurea × repens;florkart;Salix purpurea × repens;formula;Salix repens
Salix × ehrhartiana Sm.;florkart;Salix ×ehrhartiana Sm.;name;NA
Salix eleagnos × purpurea;florkart;Salix eleagnos × purpurea;formula;Salix eleagnos
Salix eleagnos × purpurea;florkart;Salix eleagnos × purpurea;formula;Salix purpurea
Salix caprea × daphnoides;florkart;Salix caprea × daphnoides;formula;Salix caprea
Salix caprea × daphnoides;florkart;Salix caprea × daphnoides;formula;Salix daphnoides
Salix × erythroclados Simonk.;florkart;Salix ×erythroclados Simonk.;name;NA
Salix × erythroflexuosa;florkart;Salix ×erythroflexuosa;name;NA
Salix rubens Schrank;florkart;Salix rubens Schrank;formula;NA
Salix repens × viminalis;florkart;Salix repens × viminalis;formula;Salix repens
Salix repens × viminalis;florkart;Salix repens × viminalis;formula;Salix viminalis
Salix aurita × viminalis;florkart;Salix aurita × viminalis;formula;Salix aurita
Salix aurita × viminalis;florkart;Salix aurita × viminalis;formula;Salix viminalis
Salix × dasyclados;florkart;Salix ×dasyclados;name;NA
Salix × holosericea Willd.;florkart;Salix ×holosericea Willd.;name;NA
Salix × guinieri;florkart;Salix ×guinieri;name;NA
Salix rubra Huds.;florkart;Salix rubra Huds.;formula;NA
Salix caprea × repens;florkart;Salix caprea × repens;formula;Salix caprea
Salix caprea × repens;florkart;Salix caprea × repens;formula;Salix repens
Salix caprea × myrsinifolia;florkart;Salix caprea × myrsinifolia;formula;Salix caprea
Salix caprea × myrsinifolia;florkart;Salix caprea × myrsinifolia;formula;Salix myrsinifolia
Salix × laurina;florkart;Salix ×laurina;name;NA
Salix purpurea × triandra;florkart;Salix purpurea × triandra;formula;Salix purpurea
Salix purpurea × triandra;florkart;Salix purpurea × triandra;formula;Salix triandra
Salix macrophylla;florkart;Salix macrophylla;formula;NA
Salix fragilis × purpurea;florkart;Salix fragilis × purpurea;formula;Salix fragilis
Salix fragilis × purpurea;florkart;Salix fragilis × purpurea;formula;Salix purpurea
Salix × margaretea V. Seeman;florkart;Salix ×margaretea V. Seeman;name;NA
Salix meyeriana Rostk. ex Willd.;florkart;Salix meyeriana Rostk. ex Willd.;formula;NA
Salix mollissima Hoffm.;florkart;Salix mollissima Hoffm.;formula;NA
Salix multinervis Döll;florkart;Salix multinervis Döll;formula;NA
Salix aurita × S. cinerea subsp. oleifolia;florkart;Salix aurita × S. cinerea subsp. oleifolia;formula;Salix aurita
Salix aurita × S. cinerea subsp. oleifolia;florkart;Salix aurita × S. cinerea subsp. oleifolia;formula;Salix  cinerea subsp. oleifolia
Salix myrsinifolia × purpurea;florkart;Salix myrsinifolia × purpurea;formula;Salix myrsinifolia
Salix myrsinifolia × purpurea;florkart;Salix myrsinifolia × purpurea;formula;Salix purpurea
Salix × coriacea Schleich.;florkart;Salix ×coriacea Schleich.;name;NA
Salix myrtilloides × repens;florkart;Salix myrtilloides × repens;formula;Salix myrtilloides
Salix myrtilloides × repens;florkart;Salix myrtilloides × repens;formula;Salix repens
Salix × myrtoides;florkart;Salix ×myrtoides;name;NA
Salix × neoburgensis Erdner;florkart;Salix ×neoburgensis Erdner;name;NA
Salix aurita × myrtilloides;florkart;Salix aurita × myrtilloides;formula;Salix aurita
Salix aurita × myrtilloides;florkart;Salix aurita × myrtilloides;formula;Salix myrtilloides
Salix × pendulina Wender.;florkart;Salix ×pendulina Wender.;name;NA
Salix pentandra × viminalis;florkart;Salix pentandra × viminalis;formula;Salix pentandra
Salix pentandra × viminalis;florkart;Salix pentandra × viminalis;formula;Salix viminalis
Salix × pentandroides Rouy;florkart;Salix ×pentandroides Rouy;name;NA
Salix tetrapla Walker;florkart;Salix tetrapla Walker;formula;NA
Salix cinerea subsp. oleifolia × S. purpurea;florkart;Salix cinerea subsp. oleifolia × S. purpurea;formula;Salix cinerea subsp. oleifolia
Salix cinerea subsp. oleifolia × S. purpurea;florkart;Salix cinerea subsp. oleifolia × S. purpurea;formula;Salix  purpurea
Salix cinerea × purpurea;florkart;Salix cinerea × purpurea;formula;Salix cinerea
Salix cinerea × purpurea;florkart;Salix cinerea × purpurea;formula;Salix purpurea
Salix purpurea × (purpurea × repens);florkart;Salix purpurea × purpurea × repens;formula;Salix purpurea
Salix purpurea × (purpurea × repens);florkart;Salix purpurea × purpurea × repens;formula;Salix repens
Salix purpurea × triandra × viminalis;florkart;Salix purpurea × triandra × viminalis;formula;Salix purpurea
Salix purpurea × triandra × viminalis;florkart;Salix purpurea × triandra × viminalis;formula;Salix triandra
Salix purpurea × triandra × viminalis;florkart;Salix purpurea × triandra × viminalis;formula;Salix viminalis
Salix × sordida A. Kern.;florkart;Salix ×sordida A. Kern.;name;NA
Salix × austriaca Host;florkart;Salix ×austriaca Host;name;NA
Salix × kochiana Hartig;florkart;Salix ×kochiana Hartig;name;NA
Salix × ratisbonensis A. Mayer;florkart;Salix ×ratisbonensis A. Mayer;name;NA
Salix caprea × cinerea;florkart;Salix caprea × cinerea;formula;Salix caprea
Salix caprea × cinerea;florkart;Salix caprea × cinerea;formula;Salix cinerea
Salix caprea × S. cinerea subsp. cinerea;florkart;Salix caprea × S. cinerea subsp. cinerea;formula;Salix caprea
Salix caprea × S. cinerea subsp. cinerea;florkart;Salix caprea × S. cinerea subsp. cinerea;formula;Salix  cinerea subsp. cinerea
Salix caprea × S. cinerea subsp. oleifolia;florkart;Salix caprea × S. cinerea subsp. oleifolia;formula;Salix caprea
Salix caprea × S. cinerea subsp. oleifolia;florkart;Salix caprea × S. cinerea subsp. oleifolia;formula;Salix  cinerea subsp. oleifolia
Salix reuteri Moritzi;florkart;Salix reuteri Moritzi;formula;NA
Salix × sepulcralis Simonk.;florkart;Salix ×sepulcralis Simonk.;name;NA
Salix smithiana Willd.;florkart;Salix smithiana Willd.;formula;NA
Salix fragilis × triandra;florkart;Salix fragilis × triandra;formula;Salix fragilis
Salix fragilis × triandra;florkart;Salix fragilis × triandra;formula;Salix triandra
Salix × stipularis Sm.;florkart;Salix ×stipularis Sm.;name;NA
Salix strepida Schleich. ex J. Forbes;florkart;Salix strepida Schleich. ex J. Forbes;formula;NA
Salix × subsericea Döll;florkart;Salix ×subsericea Döll;name;NA
Salix alba × triandra;florkart;Salix alba × triandra;formula;Salix alba
Salix alba × triandra;florkart;Salix alba × triandra;formula;Salix triandra
Salix × puberula Döll;florkart;Salix ×puberula Döll;name;NA
Salix caprea × purpurea;florkart;Salix caprea × purpurea;formula;Salix caprea
Salix caprea × purpurea;florkart;Salix caprea × purpurea;formula;Salix purpurea
