verbatim;source;edited;type;parent
Persicaria ×figertii (Beck) Soják;pladias;Persicaria ×figertii (Beck) Soják;name;NA
Persicaria ×hybrida (Chaub. ex St.-Amans) Soják;pladias;Persicaria ×hybrida (Chaub. ex St.-Amans) Soják;name;NA
Petasites ×celakovskyi Matousch.;pladias;Petasites ×celakovskyi Matousch.;name;NA
Petasites ×intercedens Matousch.;pladias;Petasites ×intercedens Matousch.;name;NA
Petasites ×rechingeri Hayek;pladias;Petasites ×rechingeri Hayek;name;NA
Petunia ×atkinsiana (Sweet) D. Don ex W. H. Baxter;pladias;Petunia ×atkinsiana (Sweet) D. Don ex W. H. Baxter;name;NA
Aronia ×prunifolia (Marshall) Rehder;pladias;Aronia ×prunifolia (Marshall) Rehder;name;NA
Phyteuma ×adulterinum Wallr.;pladias;Phyteuma ×adulterinum Wallr.;name;NA
Pilosella calomastix (Peter) Soják;pladias;Pilosella calomastix (Peter) Soják;formula;NA
Pilosella floribunda (Wimm. et Grab.) Fr.;pladias;Pilosella floribunda (Wimm. et Grab.) Fr.;formula;NA
Pilosella melinomelas (Peter) Holub;pladias;Pilosella melinomelas (Peter) Holub;formula;NA
Pilosella schultesii (F. W. Schultz) F. W. Schultz et Sch. Bip.;pladias;Pilosella schultesii (F. W. Schultz) F. W. Schultz et Sch. Bip.;formula;NA
Pinus ×celakovskiorum Asch. et Graebn.;pladias;Pinus ×celakovskiorum Asch. et Graebn.;name;NA
Plantago ×moravica Chrtek;pladias;Plantago ×moravica Chrtek;name;NA
Plantago ×mixta Domin;pladias;Plantago ×mixta Domin;name;NA
Platanthera ×graebneri (M. Schulze) Domin;pladias;Platanthera ×graebneri (M. Schulze) Domin;name;NA
Platanus ×hispanica Mill. ex Münchh.;pladias;Platanus ×hispanica Mill. ex Münchh.;name;NA
Poa ×figertii Gerhardt;pladias;Poa ×figertii Gerhardt;name;NA
Poa compressa × P. palustris;pladias;Poa compressa × P. palustris;formula;Poa compressa
Poa compressa × P. palustris;pladias;Poa compressa × P. palustris;formula;Poa  palustris
Polygala ×pawlowskii Rothm.;pladias;Polygala ×pawlowskii Rothm.;name;NA
Polypodium ×mantoniae Rothm.;pladias;Polypodium ×mantoniae Rothm.;name;NA
Polystichum ×luerssenii (Dörfl.) Hahne;pladias;Polystichum ×luerssenii (Dörfl.) Hahne;name;NA
Populus ×berolinensis K. Koch;pladias;Populus ×berolinensis K. Koch;name;NA
Populus ×canadensis Moench;pladias;Populus ×canadensis Moench;name;NA
Populus candicans Aiton;pladias;Populus candicans Aiton;formula;NA
Populus ×canescens (Aiton) Sm.;pladias;Populus ×canescens (Aiton) Sm.;name;NA
Potamogeton ×angustifolius J. Presl;pladias;Potamogeton ×angustifolius J. Presl;name;NA
Potamogeton ×fluitans Roth;pladias;Potamogeton ×fluitans Roth;name;NA
Potentilla ×mixta Nolte ex W. D. J. Koch;pladias;Potentilla ×mixta Nolte ex W. D. J. Koch;name;NA
Potentilla ×aurulenta Gremli;pladias;Potentilla ×aurulenta Gremli;name;NA
Potentilla ×boetzkesii Murr;pladias;Potentilla ×boetzkesii Murr;name;NA
Potentilla ×castriferrei Borbás et Waisb.;pladias;Potentilla ×castriferrei Borbás et Waisb.;name;NA
Potentilla collina Wibel;pladias;Potentilla collina Wibel;formula;NA
Potentilla ×ginsiensis Waisb.;pladias;Potentilla ×ginsiensis Waisb.;name;NA
Potentilla ×adulterina Domin;pladias;Potentilla ×adulterina Domin;name;NA
Potentilla ×herbichii Błocki;pladias;Potentilla ×herbichii Błocki;name;NA
Potentilla ×italica Lehm.;pladias;Potentilla ×italica Lehm.;name;NA
Potentilla ×semiargentea Borbás ex Zimmeter;pladias;Potentilla ×semiargentea Borbás ex Zimmeter;name;NA
Potentilla ×subarenaria Borbás ex Zimmeter;pladias;Potentilla ×subarenaria Borbás ex Zimmeter;name;NA
Potentilla ×suberecta Zimmeter;pladias;Potentilla ×suberecta Zimmeter;name;NA
Primula ×media Peterm.;pladias;Primula ×media Peterm.;name;NA
Prunella ×dissecta Wender.;pladias;Prunella ×dissecta Wender.;name;NA
Prunella ×intermedia Link;pladias;Prunella ×intermedia Link;name;NA
Prunella ×spuria Stapf;pladias;Prunella ×spuria Stapf;name;NA
Prunus ×eminens Beck;pladias;Prunus ×eminens Beck;name;NA
Prunus ×fontanesiana (Spach) C. K. Schneid.;pladias;Prunus ×fontanesiana (Spach) C. K. Schneid.;name;NA
Prunus ×fruticans Weihe;pladias;Prunus ×fruticans Weihe;name;NA
Pulmonaria ×digenea A. Kern.;pladias;Pulmonaria ×digenea A. Kern.;name;NA
Pulmonaria ×heinrichii Sabr.;pladias;Pulmonaria ×heinrichii Sabr.;name;NA
Pulmonaria ×hybrida A. Kern.;pladias;Pulmonaria ×hybrida A. Kern.;name;NA
Pulmonaria ×notha A. Kern.;pladias;Pulmonaria ×notha A. Kern.;name;NA
Pulsatilla ×celakovskyana Domin;pladias;Pulsatilla ×celakovskyana Domin;name;NA
Pulsatilla ×hackelii Pohl;pladias;Pulsatilla ×hackelii Pohl;name;NA
Pyrus ×amphigenea Domin ex Dostálek;pladias;Pyrus ×amphigenea Domin ex Dostálek;name;NA
Quercus ×pseudopubescens Dobrescu et Beldie;pladias;Quercus ×pseudopubescens Dobrescu et Beldie;name;NA
Quercus ×benkoei Mátyás;pladias;Quercus ×benkoei Mátyás;name;NA
Quercus ×rosacea Bechst.;pladias;Quercus ×rosacea Bechst.;name;NA
Quercus ×calvescens Vuk.;pladias;Quercus ×calvescens Vuk.;name;NA
Ranunculus ×polyanthemoides Boreau;pladias;Ranunculus ×polyanthemoides Boreau;name;NA
Reynoutria ×bohemica Chrtek et Chrtková;pladias;Reynoutria ×bohemica Chrtek et Chrtková;name;NA
Rheum ×rhabarbarum L.;pladias;Rheum ×rhabarbarum L.;name;NA
Rhinanthus ×fallax (Sterneck) Chabert;pladias;Rhinanthus ×fallax (Sterneck) Chabert;name;NA
Ribes ×gordonianum Lem.;pladias;Ribes ×gordonianum Lem.;name;NA
Rorippa ×anceps (Wahlenb.) Rchb.;pladias;Rorippa ×anceps (Wahlenb.) Rchb.;name;NA
Rorippa ×armoracioides (Tausch) Fuss;pladias;Rorippa ×armoracioides (Tausch) Fuss;name;NA
Rorippa ×hungarica Borbás;pladias;Rorippa ×hungarica Borbás;name;NA
Rosa ×alba L.;pladias;Rosa ×alba L.;name;NA
Rosa ×centifolia L.;pladias;Rosa ×centifolia L.;name;NA
Rosa dumalis Bechst.;pladias;Rosa dumalis Bechst.;formula;NA
Rosa foetida Herrm.;pladias;Rosa foetida Herrm.;formula;NA
Rubus ×idaeoides Ruthe;pladias;Rubus ×idaeoides Ruthe;name;NA
Rumex ×abortivus Ruhmer;pladias;Rumex ×abortivus Ruhmer;name;NA
Rumex ×armoraciifolius Neuman;pladias;Rumex ×armoraciifolius Neuman;name;NA
Rumex ×corconticus Kubát;pladias;Rumex ×corconticus Kubát;name;NA
Rumex ×duftii Hausskn.;pladias;Rumex ×duftii Hausskn.;name;NA
Rumex ×heterophyllus Schultz;pladias;Rumex ×heterophyllus Schultz;name;NA
Rumex ×hybridus Kindb.;pladias;Rumex ×hybridus Kindb.;name;NA
Rumex ×knafii Čelak.;pladias;Rumex ×knafii Čelak.;name;NA
Rumex ×mezei Hausskn.;pladias;Rumex ×mezei Hausskn.;name;NA
Rumex ×platyphyllos F. Aresch.;pladias;Rumex ×platyphyllos F. Aresch.;name;NA
Rumex ×pratensis Mert. et W. D. J. Koch;pladias;Rumex ×pratensis Mert. et W. D. J. Koch;name;NA
Rumex ×propinquus Aresch.;pladias;Rumex ×propinquus Aresch.;name;NA
Rumex ×sagorskii Hausskn.;pladias;Rumex ×sagorskii Hausskn.;name;NA
Rumex ×schulzei Hausskn.;pladias;Rumex ×schulzei Hausskn.;name;NA
Rumex ×stenophylloides Simonk.;pladias;Rumex ×stenophylloides Simonk.;name;NA
Sagina ×normaniana Lagerh.;pladias;Sagina ×normaniana Lagerh.;name;NA
Salix ×spathulata Willd.;pladias;Salix ×spathulata Willd.;name;NA
Salix ×capreola Jos. Kern. ex Andersson;pladias;Salix ×capreola Jos. Kern. ex Andersson;name;NA
Salix ×chlorophana Andersson;pladias;Salix ×chlorophana Andersson;name;NA
Salix ×dichroa Döll;pladias;Salix ×dichroa Döll;name;NA
Salix ×parviflora Host;pladias;Salix ×parviflora Host;name;NA
Salix ×doniana G. Anderson ex Sm.;pladias;Salix ×doniana G. Anderson ex Sm.;name;NA
Salix ×rubens Schrank;pladias;Salix ×rubens Schrank;name;NA
Salix ×fruticosa Döll;pladias;Salix ×fruticosa Döll;name;NA
Salix ×holosericea Willd.;pladias;Salix ×holosericea Willd.;name;NA
Salix ×rubra Huds.;pladias;Salix ×rubra Huds.;name;NA
Salix ×meyeriana Rostk. ex Willd.;pladias;Salix ×meyeriana Rostk. ex Willd.;name;NA
Salix ×mollissima Hoffm. ex Elwert;pladias;Salix ×mollissima Hoffm. ex Elwert;name;NA
Salix ×multinervis Döll;pladias;Salix ×multinervis Döll;name;NA
Salix ×nepetifolia J. Presl et C. Presl;pladias;Salix ×nepetifolia J. Presl et C. Presl;name;NA
Salix ×onusta Besser;pladias;Salix ×onusta Besser;name;NA
Salix ×pendulina Wender.;pladias;Salix ×pendulina Wender.;name;NA
Salix ×plicata Fr.;pladias;Salix ×plicata Fr.;name;NA
Salix ×pontederana Willd.;pladias;Salix ×pontederana Willd.;name;NA
Salix ×reichardtii A. Kern.;pladias;Salix ×reichardtii A. Kern.;name;NA
Salix ×reuteri Moritzi;pladias;Salix ×reuteri Moritzi;name;NA
Salix ×incubacea L.;pladias;Salix ×incubacea L.;name;NA
Salix ×sepulcralis Simonk.;pladias;Salix ×sepulcralis Simonk.;name;NA
Salix ×siegertii Andersson;pladias;Salix ×siegertii Andersson;name;NA
Salix ×smithiana Willd.;pladias;Salix ×smithiana Willd.;name;NA
Salix ×alopecuroides Tausch ex Opiz;pladias;Salix ×alopecuroides Tausch ex Opiz;name;NA
Salix ×subaurita Andersson;pladias;Salix ×subaurita Andersson;name;NA
Salix ×subcaprea Andersson;pladias;Salix ×subcaprea Andersson;name;NA
Salix ×subcinerea Andersson;pladias;Salix ×subcinerea Andersson;name;NA
Salix ×undulata Ehrh.;pladias;Salix ×undulata Ehrh.;name;NA
Salix ×wimmeriana Gren. et Godr.;pladias;Salix ×wimmeriana Gren. et Godr.;name;NA
Salvia ×sylvestris L.;pladias;Salvia ×sylvestris L.;name;NA
Saxifraga ×geum L.;pladias;Saxifraga ×geum L.;name;NA
Schoenus ×scheuchzeri Brügger;pladias;Schoenus ×scheuchzeri Brügger;name;NA
Scirpus ×celakovskyanus Holub;pladias;Scirpus ×celakovskyanus Holub;name;NA
Scleranthus ×intermedius Kitt.;pladias;Scleranthus ×intermedius Kitt.;name;NA
Scleranthus ×podperae Smejkal;pladias;Scleranthus ×podperae Smejkal;name;NA
Senecio ×helwingii Beger;pladias;Senecio ×helwingii Beger;name;NA
Senecio ×decipiens Herborg;pladias;Senecio ×decipiens Herborg;name;NA
Senecio ×futakii Hodálová;pladias;Senecio ×futakii Hodálová;name;NA
Senecio ×viscidulus Scheele;pladias;Senecio ×viscidulus Scheele;name;NA
Silene ×hampeana Meusel et K. Werner;pladias;Silene ×hampeana Meusel et K. Werner;name;NA
×Sorbaronia fallax C. K. Schneid.;pladias;×Sorbaronia fallax C. K. Schneid.;name;NA
Sorghum drummondii (Steud.) Millsp. & Chase;pladias;Sorghum drummondii (Steud.) Millsp. & Chase;formula;NA
Spergularia kurkae F. Dvořák;pladias;Spergularia kurkae F. Dvořák;formula;NA
Spiraea ×billardii Hérincq;pladias;Spiraea ×billardii Hérincq;name;NA
Spiraea ×pseudosalicifolia Silverside;pladias;Spiraea ×pseudosalicifolia Silverside;name;NA
Spiraea ×macrothyrsa Dippel;pladias;Spiraea ×macrothyrsa Dippel;name;NA
Spiraea ×vanhouttei (Briot) Carrière;pladias;Spiraea ×vanhouttei (Briot) Carrière;name;NA
Symphyotrichum ×salignum (Willd.) G. L. Nesom;pladias;Symphyotrichum ×salignum (Willd.) G. L. Nesom;name;NA
Symphyotrichum ×versicolor (Willd.) G. L. Nesom;pladias;Symphyotrichum ×versicolor (Willd.) G. L. Nesom;name;NA
Symphytum ×uplandicum Nyman;pladias;Symphytum ×uplandicum Nyman;name;NA
Syringa ×chinensis Willd.;pladias;Syringa ×chinensis Willd.;name;NA
Elymus ×mucronatus (Opiz) Conert;pladias;Elymus ×mucronatus (Opiz) Conert;name;NA
Thymus ×braunii Borbás;pladias;Thymus ×braunii Borbás;name;NA
Thymus ×porcii Borbás;pladias;Thymus ×porcii Borbás;name;NA
Thymus ×korneckii Machule;pladias;Thymus ×korneckii Machule;name;NA
Thymus ×oblongifolius Opiz;pladias;Thymus ×oblongifolius Opiz;name;NA
Thymus ×sparsipilus Borbás;pladias;Thymus ×sparsipilus Borbás;name;NA
Thymus pannonicus × Th. serpyllum;pladias;Thymus pannonicus × Th. serpyllum;formula;Thymus pannonicus
Thymus pannonicus × Th. serpyllum;pladias;Thymus pannonicus × Th. serpyllum;formula;Th. serpyllum
Thymus ×radoi Borbás;pladias;Thymus ×radoi Borbás;name;NA
Thymus ×subhirsutus Borbás et Heinr. Braun;pladias;Thymus ×subhirsutus Borbás et Heinr. Braun;name;NA
Tilia euchlora K. Koch;pladias;Tilia euchlora K. Koch;formula;NA
Tilia ×vulgaris Hayne;pladias;Tilia ×vulgaris Hayne;name;NA
Tulipa ×gesneriana L.;pladias;Tulipa ×gesneriana L.;name;NA
Typha ×glauca Godr.;pladias;Typha ×glauca Godr.;name;NA
Utricularia ochroleuca R. W. Hartm.;pladias;Utricularia ochroleuca R. W. Hartm.;formula;NA
Vaccinium ×intermedium Ruthe;pladias;Vaccinium ×intermedium Ruthe;name;NA
Verbascum ×ambiguum Lej.;pladias;Verbascum ×ambiguum Lej.;name;NA
Verbascum ×brockmuelleri Ruhmer;pladias;Verbascum ×brockmuelleri Ruhmer;name;NA
Verbascum ×danubiale Simonk.;pladias;Verbascum ×danubiale Simonk.;name;NA
Verbascum ×denudatum Pfund;pladias;Verbascum ×denudatum Pfund;name;NA
Verbascum ×divaricatum Kitt.;pladias;Verbascum ×divaricatum Kitt.;name;NA
Verbascum ×duernsteinense Teyber;pladias;Verbascum ×duernsteinense Teyber;name;NA
Verbascum ×ignescens Tausch;pladias;Verbascum ×ignescens Tausch;name;NA
Verbascum ×schiedeanum W. D. J. Koch;pladias;Verbascum ×schiedeanum W. D. J. Koch;name;NA
Verbascum ×interjectum Pfund;pladias;Verbascum ×interjectum Pfund;name;NA
Verbascum ×intermedium Rupr. ex Pfund;pladias;Verbascum ×intermedium Rupr. ex Pfund;name;NA
Verbascum ×juratzkae Dichtl;pladias;Verbascum ×juratzkae Dichtl;name;NA
Verbascum nigrum × V. thapsus;pladias;Verbascum nigrum × V. thapsus;formula;Verbascum nigrum
Verbascum nigrum × V. thapsus;pladias;Verbascum nigrum × V. thapsus;formula;Verbascum  thapsus
Verbascum ×pseudoblattaria Schleich. ex W. D. J. Koch;pladias;Verbascum ×pseudoblattaria Schleich. ex W. D. J. Koch;name;NA
Verbascum ×pseudolychnitis Schur;pladias;Verbascum ×pseudolychnitis Schur;name;NA
Verbascum ×rubiginosum Waldst. et Kit.;pladias;Verbascum ×rubiginosum Waldst. et Kit.;name;NA
Verbascum ×schneiderianum Asch. et Graebn.;pladias;Verbascum ×schneiderianum Asch. et Graebn.;name;NA
Verbascum ×schottianum Schrad.;pladias;Verbascum ×schottianum Schrad.;name;NA
Verbascum ×spurium W. D. J. Koch;pladias;Verbascum ×spurium W. D. J. Koch;name;NA
Verbascum ×subnigrum Beck;pladias;Verbascum ×subnigrum Beck;name;NA
Verbascum ×ustulatum Čelak.;pladias;Verbascum ×ustulatum Čelak.;name;NA
Verbascum ×versiflorum Schrad.;pladias;Verbascum ×versiflorum Schrad.;name;NA
Verbascum ×vidavense Simonk.;pladias;Verbascum ×vidavense Simonk.;name;NA
Veronica ×lackschewitzii J. Keller;pladias;Veronica ×lackschewitzii J. Keller;name;NA
Viola ×borussica (Borbás) W. Becker;pladias;Viola ×borussica (Borbás) W. Becker;name;NA
Viola ×burnatii Gremli;pladias;Viola ×burnatii Gremli;name;NA
Viola ×contempta Jord.;pladias;Viola ×contempta Jord.;name;NA
Viola ×dubia Wiesb.;pladias;Viola ×dubia Wiesb.;name;NA
Viola ×haynaldii Wiesb.;pladias;Viola ×haynaldii Wiesb.;name;NA
Viola ×hirtiformis Wiesb.;pladias;Viola ×hirtiformis Wiesb.;name;NA
Viola ×hungarica Degen et Sabr.;pladias;Viola ×hungarica Degen et Sabr.;name;NA
Viola ×interjecta Borbás;pladias;Viola ×interjecta Borbás;name;NA
Viola ×intersita Beck;pladias;Viola ×intersita Beck;name;NA
Viola ×kerneri Wiesb.;pladias;Viola ×kerneri Wiesb.;name;NA
Viola ×perplexa Gremli;pladias;Viola ×perplexa Gremli;name;NA
Viola ×pluricaulis Borbás;pladias;Viola ×pluricaulis Borbás;name;NA
Viola ×porphyrea R. Uechtr.;pladias;Viola ×porphyrea R. Uechtr.;name;NA
Viola ×ritschliana W. Becker;pladias;Viola ×ritschliana W. Becker;name;NA
Viola ×scabra F. Braun;pladias;Viola ×scabra F. Braun;name;NA
Viola ×vindobonensis Wiesb.;pladias;Viola ×vindobonensis Wiesb.;name;NA
Viola ×wittrockiana Gams ex Nauenb. et Buttler;pladias;Viola ×wittrockiana Gams ex Nauenb. et Buttler;name;NA
Asplenium ×alternifolium Wulfen;swissflora;Asplenium ×alternifolium Wulfen;name;NA
Asplenium ×murbeckii Dörfl.;swissflora;Asplenium ×murbeckii Dörfl.;name;NA
Asplenium ×ticinense D. E. Mey.;swissflora;Asplenium ×ticinense D. E. Mey.;name;NA
Aster ×salignus Willd.;swissflora;Aster ×salignus Willd.;name;NA
Aster ×versicolor Willd.;swissflora;Aster ×versicolor Willd.;name;NA
Cardamine ×insueta Urbanska-Worytkiewicz;swissflora;Cardamine ×insueta Urbanska-Worytkiewicz;name;NA
Caryopteris ×clandonensis Simmonds;swissflora;Caryopteris ×clandonensis Simmonds;name;NA
Circaea ×intermedia Ehrh.;swissflora;Circaea ×intermedia Ehrh.;name;NA
Cotoneaster ×suecicus G. Klotz;swissflora;Cotoneaster ×suecicus G. Klotz;name;NA
Cotoneaster ×watereri Exell;swissflora;Cotoneaster ×watereri Exell;name;NA
Diphasiastrum ×issleri (Rouy) Holub;swissflora;Diphasiastrum ×issleri (Rouy) Holub;name;NA
Diphasiastrum ×zeilleri (Rouy) Holub;swissflora;Diphasiastrum ×zeilleri (Rouy) Holub;name;NA
Doronicum ×excelsum (N. E. Br.) Stace;swissflora;Doronicum ×excelsum (N. E. Br.) Stace;name;NA
Drosera ×obovata Mert. & W. D. J. Koch;swissflora;Drosera ×obovata Mert. & W. D. J. Koch;name;NA
Equisetum ×moorei Newman;swissflora;Equisetum ×moorei Newman;name;NA
Equisetum ×trachyodon A. Braun;swissflora;Equisetum ×trachyodon A. Braun;name;NA
Forsythia ×intermedia Zabel;swissflora;Forsythia ×intermedia Zabel;name;NA
Fragaria ×ananassa (Weston) Rozier;swissflora;Fragaria ×ananassa (Weston) Rozier;name;NA
Galium ×centroniae Cariot;swissflora;Galium ×centroniae Cariot;name;NA
Galium ×pomeranicum Retz.;swissflora;Galium ×pomeranicum Retz.;name;NA
Helianthus ×multiflorus L.;swissflora;Helianthus ×multiflorus L.;name;NA
Helianthus ×laetiflorus Pers.;swissflora;Helianthus ×laetiflorus Pers.;name;NA
Hypericum ×desetangsii Lamotte;swissflora;Hypericum ×desetangsii Lamotte;name;NA
Iris ×germanica L.;swissflora;Iris ×germanica L.;name;NA
Leucanthemum ×superbum (J. W. Ingram) D. H. Kent;swissflora;Leucanthemum ×superbum (J. W. Ingram) D. H. Kent;name;NA
Ludwigia ×kentiana E. J. Clement;swissflora;Ludwigia ×kentiana E. J. Clement;name;NA
Medicago ×varia Martyn;swissflora;Medicago ×varia Martyn;name;NA
Mentha ×piperita L.;swissflora;Mentha ×piperita L.;name;NA
Mentha ×verticillata L.;swissflora;Mentha ×verticillata L.;name;NA
Mentha ×villosa Huds.;swissflora;Mentha ×villosa Huds.;name;NA
Narcissus ×incomparabilis Mill.;swissflora;Narcissus ×incomparabilis Mill.;name;NA
Narcissus ×medioluteus Mill.;swissflora;Narcissus ×medioluteus Mill.;name;NA
Narcissus ×verbanensis (Herb.) M. Roem.;swissflora;Narcissus ×verbanensis (Herb.) M. Roem.;name;NA
Nepeta ×faassenii Stearn;swissflora;Nepeta ×faassenii Stearn;name;NA
Platanus ×hispanica Münchh.;swissflora;Platanus ×hispanica Münchh.;name;NA
Polystichum ×bicknellii (Christ) Hahne;swissflora;Polystichum ×bicknellii (Christ) Hahne;name;NA
Polystichum ×illyricum (Borbás) Hahne;swissflora;Polystichum ×illyricum (Borbás) Hahne;name;NA
Populus ×canadensis Moench;swissflora;Populus ×canadensis Moench;name;NA
Populus ×canescens (Aiton) Sm.;swissflora;Populus ×canescens (Aiton) Sm.;name;NA
Potamogeton ×angustifolius Bercht. & J. Presl;swissflora;Potamogeton ×angustifolius Bercht. & J. Presl;name;NA
Potamogeton ×decipiens W. D. J. Koch;swissflora;Potamogeton ×decipiens W. D. J. Koch;name;NA
Potamogeton ×nitens Weber;swissflora;Potamogeton ×nitens Weber;name;NA
Pulsatilla ×bolzanensis Murr;swissflora;Pulsatilla ×bolzanensis Murr;name;NA
Reynoutria ×bohemica Chrtek & Chrtková;swissflora;Reynoutria ×bohemica Chrtek & Chrtková;name;NA
Rhododendron ×intermedium Wender.;swissflora;Rhododendron ×intermedium Wender.;name;NA
Rorippa ×anceps (Wahlenb.) Rchb.;swissflora;Rorippa ×anceps (Wahlenb.) Rchb.;name;NA
Rosa ×polliniana Spreng.;swissflora;Rosa ×polliniana Spreng.;name;NA
Rumex ×pratensis Mert. & W. D. J. Koch;swissflora;Rumex ×pratensis Mert. & W. D. J. Koch;name;NA
Salix ×fragilis L.;swissflora;Salix ×fragilis L.;name;NA
Salix ×hegetschweileri Heer;swissflora;Salix ×hegetschweileri Heer;name;NA
Salix ×sepulcralis Simonk.;swissflora;Salix ×sepulcralis Simonk.;name;NA
Salvia ×sylvestris L.;swissflora;Salvia ×sylvestris L.;name;NA
Saxifraga ×kochii Hornung;swissflora;Saxifraga ×kochii Hornung;name;NA
Schoenoplectus ×carinatus (Sm.) Palla;swissflora;Schoenoplectus ×carinatus (Sm.) Palla;name;NA
Sempervivum ×fauconnetii Reut.;swissflora;Sempervivum ×fauconnetii Reut.;name;NA
Spiraea ×arguta Zabel;swissflora;Spiraea ×arguta Zabel;name;NA
Spiraea ×billardii Hérincq;swissflora;Spiraea ×billardii Hérincq;name;NA
Spiraea ×pseudosalicifolia Silverside;swissflora;Spiraea ×pseudosalicifolia Silverside;name;NA
Stachys ×ambigua Sm.;swissflora;Stachys ×ambigua Sm.;name;NA
Symphytum ×uplandicum Nyman;swissflora;Symphytum ×uplandicum Nyman;name;NA
Typha ×elata Boreau;swissflora;Typha ×elata Boreau;name;NA
