id;verbatim;type;parent;parent_taxonID;edited;source
urn:lsid:ipni.org:names:971238-1;Ophrys piscinica nothosubsp. mattinatellae Kohlmüller;name;Ophrys lutea Cav. subsp. minor (Guss.) O.Danesch & E.Danesch ex Gölz & H.R.Reinhard;urn:lsid:ipni.org:names:887680-1;Ophrys piscinica nothosubsp. mattinatellae Kohlmüller;ipni
urn:lsid:ipni.org:names:971238-1;Ophrys piscinica nothosubsp. mattinatellae Kohlmüller;name;Ophrys incubacea Bianca ex Tod.;urn:lsid:ipni.org:names:647940-1;Ophrys piscinica nothosubsp. mattinatellae Kohlmüller;ipni
urn:lsid:ipni.org:names:971613-1;Potentilla × microcontigua H.Ikeda & H.Ohba;name;Potentilla microphylla Zimmeter;urn:lsid:ipni.org:names:728493-1;Potentilla ×microcontigua H.Ikeda & H.Ohba;ipni
urn:lsid:ipni.org:names:971613-1;Potentilla × microcontigua H.Ikeda & H.Ohba;name;Potentilla contigua Soják;urn:lsid:ipni.org:names:935256-1;Potentilla ×microcontigua H.Ikeda & H.Ohba;ipni
urn:lsid:ipni.org:names:971618-1;Saxifraga × rifaea Romo;name;NA;NA;Saxifraga ×rifaea Romo;ipni
urn:lsid:ipni.org:names:971655-1;Oenocarpus × andersonii Balick;name;Oenocarpus bacaba Mart.;urn:lsid:ipni.org:names:668509-1;Oenocarpus ×andersonii Balick;ipni
urn:lsid:ipni.org:names:971655-1;Oenocarpus × andersonii Balick;name;Oenocarpus minor Mart.;urn:lsid:ipni.org:names:668534-1;Oenocarpus ×andersonii Balick;ipni
urn:lsid:ipni.org:names:971731-1;Lamium × conradiae G.Bosc;name;NA;NA;Lamium ×conradiae G.Bosc;ipni
urn:lsid:ipni.org:names:972128-1;Prunus × chichibuensis H.Kubota & Moriya;name;Prunus apetala;urn:lsid:ipni.org:names:50959532-1;Prunus ×chichibuensis H.Kubota & Moriya;ipni
urn:lsid:ipni.org:names:972128-1;Prunus × chichibuensis H.Kubota & Moriya;name;Prunus pendula (Lieg.) K.Koch f. ascendens;urn:lsid:ipni.org:names:50978913-1;Prunus ×chichibuensis H.Kubota & Moriya;ipni
urn:lsid:ipni.org:names:972296-1;Prunus chichibuensis var. uyekii H.Kubota;name;NA;NA;Prunus chichibuensis var. uyekii H.Kubota;ipni
urn:lsid:ipni.org:names:972297-1;Prunus × miyasakana H.Kubota;name;Prunus nipponica Matsum.;urn:lsid:ipni.org:names:730028-1;Prunus ×miyasakana H.Kubota;ipni
urn:lsid:ipni.org:names:972297-1;Prunus × miyasakana H.Kubota;name;Prunus incisa Thunb.;urn:lsid:ipni.org:names:927362-1;Prunus ×miyasakana H.Kubota;ipni
urn:lsid:ipni.org:names:972298-1;Prunus × shikokuensis (Moriya) H.Kubota;name;Prunus nipponica Matsum.;urn:lsid:ipni.org:names:730028-1;Prunus ×shikokuensis (Moriya) H.Kubota;ipni
urn:lsid:ipni.org:names:972298-1;Prunus × shikokuensis (Moriya) H.Kubota;name;Prunus incisa Thunb. var. kinkiensis;urn:lsid:ipni.org:names:50890230-1;Prunus ×shikokuensis (Moriya) H.Kubota;ipni
urn:lsid:ipni.org:names:972299-1;Prunus × bukosanensis Moriya;name;Not given;urn:lsid:ipni.org:names:50979106-1;Prunus ×bukosanensis Moriya;ipni
urn:lsid:ipni.org:names:972328-1;Iris × neumayeri Janch. ex Holub;name;Iris graminea Georgi;urn:lsid:ipni.org:names:438664-1;Iris ×neumayeri Janch. ex Holub;ipni
urn:lsid:ipni.org:names:972328-1;Iris × neumayeri Janch. ex Holub;name;Iris sibirica Hook. & Arn.;urn:lsid:ipni.org:names:439088-1;Iris ×neumayeri Janch. ex Holub;ipni
urn:lsid:ipni.org:names:972330-1;Pulsatilla × weberi Janch. ex Holub;name;NA;NA;Pulsatilla ×weberi Janch. ex Holub;ipni
urn:lsid:ipni.org:names:972337-1;Cerasus × mohacsyana (Kárpáti) Janch.;name;NA;NA;Cerasus ×mohacsyana (Kárpáti) Janch.;ipni
urn:lsid:ipni.org:names:972338-1;Armenoprunus × dasycarpa (Ehrh.) Janch.;name;NA;NA;Armenoprunus ×dasycarpa (Ehrh.) Janch.;ipni
urn:lsid:ipni.org:names:972482-1;Satureja × perez-pazii (G.Kunkel) A.Hansen & Sunding;name;NA;NA;Satureja ×perez-pazii (G.Kunkel) A.Hansen & Sunding;ipni
urn:lsid:ipni.org:names:972612-1;Drosera × badgerupii Cheek;name;Drosera nitidula Planch.;urn:lsid:ipni.org:names:321915-1;Drosera ×badgerupii Cheek;ipni
urn:lsid:ipni.org:names:972612-1;Drosera × badgerupii Cheek;name;Drosera occidentalis Morrison.;urn:lsid:ipni.org:names:321917-1;Drosera ×badgerupii Cheek;ipni
urn:lsid:ipni.org:names:972613-1;Drosera × nagamotoi Cheek;name;Drosera spatulata;urn:lsid:ipni.org:names:50979466-1;Drosera ×nagamotoi Cheek;ipni
urn:lsid:ipni.org:names:972613-1;Drosera × nagamotoi Cheek;name;Drosera anglica DC.;urn:lsid:ipni.org:names:321781-1;Drosera ×nagamotoi Cheek;ipni
urn:lsid:ipni.org:names:972614-1;Drosera × californica Cheek;name;Drosera filiformis Raf.;urn:lsid:ipni.org:names:321838-1;Drosera ×californica Cheek;ipni
urn:lsid:ipni.org:names:972614-1;Drosera × californica Cheek;name;Drosera tracyi Macfarlane;urn:lsid:ipni.org:names:321986-1;Drosera ×californica Cheek;ipni
urn:lsid:ipni.org:names:972648-1;× Celmearia ruawahia Heenan;name;Celmisia gracilenta Hook.f.;urn:lsid:ipni.org:names:189661-1;×Celmearia ruawahia Heenan;ipni
urn:lsid:ipni.org:names:972648-1;× Celmearia ruawahia Heenan;name;Olearia arborescens (G.Forst.) Druce;urn:lsid:ipni.org:names:234766-1;×Celmearia ruawahia Heenan;ipni
urn:lsid:ipni.org:names:972677-1;Potentilla × polyjosephiana H.Ikeda & H.Ohba;name;Potentilla josphiana;urn:lsid:ipni.org:names:50979538-1;Potentilla ×polyjosephiana H.Ikeda & H.Ohba;ipni
urn:lsid:ipni.org:names:972677-1;Potentilla × polyjosephiana H.Ikeda & H.Ohba;name;Potentilla polyphylla Wall. ex Lehm.;urn:lsid:ipni.org:names:728748-1;Potentilla ×polyjosephiana H.Ikeda & H.Ohba;ipni
urn:lsid:ipni.org:names:97284-1;Duvaliaranthus × albostriatus Bruyns;name;NA;NA;Duvaliaranthus ×albostriatus Bruyns;ipni
urn:lsid:ipni.org:names:972929-1;Thymus × rivas-molinae Mateo & M.B.Crespo;name;Thymus borgiae Rivas Mart., A.Molina & G.Navarro;urn:lsid:ipni.org:names:936293-1;Thymus ×rivas-molinae Mateo & M.B.Crespo;ipni
urn:lsid:ipni.org:names:972929-1;Thymus × rivas-molinae Mateo & M.B.Crespo;name;Thymus mastichina L.;urn:lsid:ipni.org:names:461405-1;Thymus ×rivas-molinae Mateo & M.B.Crespo;ipni
urn:lsid:ipni.org:names:972930-1;Thymus × navarroi Mateo & M.B.Crespo;name;Thymus izcoi Rivas Mart., A.Molina & G.Navarro;urn:lsid:ipni.org:names:936291-1;Thymus ×navarroi Mateo & M.B.Crespo;ipni
urn:lsid:ipni.org:names:972930-1;Thymus × navarroi Mateo & M.B.Crespo;name;Thymus vulgaris Willk.;urn:lsid:ipni.org:names:461767-1;Thymus ×navarroi Mateo & M.B.Crespo;ipni
urn:lsid:ipni.org:names:972931-1;Thymus × cistetorum (Mateo & M.B.Crespo) Mateo & M.B.Crespo;name;NA;NA;Thymus ×cistetorum (Mateo & M.B.Crespo) Mateo & M.B.Crespo;ipni
urn:lsid:ipni.org:names:972937-1;Orchis × semisaccata nothosubsp. murgiana Medagli, D'Emerico, Ruggiero & Bianco;name;Orchis collina Banks & Sol.;urn:lsid:ipni.org:names:648493-1;Orchis ×semisaccata nothosubsp. murgiana Medagli, D'Emerico, Ruggiero & Bianco;ipni
urn:lsid:ipni.org:names:972937-1;Orchis × semisaccata nothosubsp. murgiana Medagli, D'Emerico, Ruggiero & Bianco;name;Orchis morio Ucria subsp. morio;urn:lsid:ipni.org:names:50979820-1;Orchis ×semisaccata nothosubsp. murgiana Medagli, D'Emerico, Ruggiero & Bianco;ipni
urn:lsid:ipni.org:names:972938-1;Serapias × lupiensis Medagli, D'Emerico, Ruggiero & Bianco;name;Serapias lingua Merl. ex Steud.;urn:lsid:ipni.org:names:657646-1;Serapias ×lupiensis Medagli, D'Emerico, Ruggiero & Bianco;ipni
urn:lsid:ipni.org:names:972938-1;Serapias × lupiensis Medagli, D'Emerico, Ruggiero & Bianco;name;Serapias politisii Renz;urn:lsid:ipni.org:names:657692-1;Serapias ×lupiensis Medagli, D'Emerico, Ruggiero & Bianco;ipni
urn:lsid:ipni.org:names:972941-1;Ledodendron × vanhoeffenii (Abrom.) Dalgaard & B.Fredskild;name;NA;NA;Ledodendron ×vanhoeffenii (Abrom.) Dalgaard & B.Fredskild;ipni
urn:lsid:ipni.org:names:972996-1;Ophrys × piscinica P.Delforge & C.Delforge;name;Ophrys lutea Biv.;urn:lsid:ipni.org:names:647979-1;Ophrys ×piscinica P.Delforge & C.Delforge;ipni
urn:lsid:ipni.org:names:972996-1;Ophrys × piscinica P.Delforge & C.Delforge;name;Ophrys incubacea Bianca ex Tod.;urn:lsid:ipni.org:names:647940-1;Ophrys ×piscinica P.Delforge & C.Delforge;ipni
urn:lsid:ipni.org:names:972997-1;Ophrys × mannarica P.Delforge & C.Delforge;name;Ophrys bombyliflora Link;urn:lsid:ipni.org:names:647801-1;Ophrys ×mannarica P.Delforge & C.Delforge;ipni
urn:lsid:ipni.org:names:972997-1;Ophrys × mannarica P.Delforge & C.Delforge;name;Ophrys tarentina Gölz & H.R.Reinhard;urn:lsid:ipni.org:names:900401-1;Ophrys ×mannarica P.Delforge & C.Delforge;ipni
urn:lsid:ipni.org:names:972998-1;Ophrys × castellerana P.Delforge & C.Delforge;name;Ophrys bertoloniiformis O.Danesch & E.Danesch subsp. bertoloniiformis;urn:lsid:ipni.org:names:50979887-1;Ophrys ×castellerana P.Delforge & C.Delforge;ipni
urn:lsid:ipni.org:names:972998-1;Ophrys × castellerana P.Delforge & C.Delforge;name;Ophrys sipontensis R.Lorenz & Gembardt;urn:lsid:ipni.org:names:932595-1;Ophrys ×castellerana P.Delforge & C.Delforge;ipni
urn:lsid:ipni.org:names:972999-1;Ophrys × grottagliensis P.Delforge & C.Delforge;name;Ophrys garganica E.Nelson ex O.Danesch & E.Danesch;urn:lsid:ipni.org:names:647910-1;Ophrys ×grottagliensis P.Delforge & C.Delforge;ipni
urn:lsid:ipni.org:names:972999-1;Ophrys × grottagliensis P.Delforge & C.Delforge;name;Ophrys bertolonii Moretti;urn:lsid:ipni.org:names:647787-1;Ophrys ×grottagliensis P.Delforge & C.Delforge;ipni
urn:lsid:ipni.org:names:973000-1;Ophrys × devillersiana P.Delforge;name;Ophrys tenthredinifera Ten.;urn:lsid:ipni.org:names:648147-1;Ophrys ×devillersiana P.Delforge;ipni
urn:lsid:ipni.org:names:973000-1;Ophrys × devillersiana P.Delforge;name;Ophrys archipelagi Gölz & H.R.Reinhard;urn:lsid:ipni.org:names:931424-1;Ophrys ×devillersiana P.Delforge;ipni
urn:lsid:ipni.org:names:973001-1;Ophrys × daneschiorum P.Delforge;name;Ophrys tenthredinifera Ten.;urn:lsid:ipni.org:names:648147-1;Ophrys ×daneschiorum P.Delforge;ipni
urn:lsid:ipni.org:names:973001-1;Ophrys × daneschiorum P.Delforge;name;Ophrys bertoloniiformis O.Danesch & E.Danesch subsp. bertoloniiformis;urn:lsid:ipni.org:names:50979887-1;Ophrys ×daneschiorum P.Delforge;ipni
urn:lsid:ipni.org:names:973002-1;Ophrys × toussaintiana P.Delforge;name;Ophrys biancae Macch.;urn:lsid:ipni.org:names:647789-1;Ophrys ×toussaintiana P.Delforge;ipni
urn:lsid:ipni.org:names:973002-1;Ophrys × toussaintiana P.Delforge;name;Ophrys lunulata Parl.;urn:lsid:ipni.org:names:647975-1;Ophrys ×toussaintiana P.Delforge;ipni
urn:lsid:ipni.org:names:973003-1;Ophrys × delargeana P.Delforge;name;Ophrys lacaitae Lojac.;urn:lsid:ipni.org:names:647962-1;Ophrys ×delargeana P.Delforge;ipni
urn:lsid:ipni.org:names:973003-1;Ophrys × delargeana P.Delforge;name;Ophrys holoserica subsp. holoserica;urn:lsid:ipni.org:names:50897107-1;Ophrys ×delargeana P.Delforge;ipni
urn:lsid:ipni.org:names:973017-1;Thymus × indalicus Blanca, Cueto, L.Gut. & M.J.Martínez;name;NA;NA;Thymus ×indalicus Blanca, Cueto, L.Gut. & M.J.Martínez;ipni
urn:lsid:ipni.org:names:973018-1;Thymus × enicensis Blanca, Cueto, L.Gut. & M.J.Martínez;name;Thymus zygis Brot. subsp. gracilis (Boiss.) R.Morales;urn:lsid:ipni.org:names:923933-1;Thymus ×enicensis Blanca, Cueto, L.Gut. & M.J.Martínez;ipni
urn:lsid:ipni.org:names:973075-1;Genista × uribe-echebarriae Urrutia;name;Genista cinerea (Vill.) DC. subsp. ausetana O.Bolòs & Vigo;urn:lsid:ipni.org:names:885265-1;Genista ×uribe-echebarriae Urrutia;ipni
urn:lsid:ipni.org:names:973075-1;Genista × uribe-echebarriae Urrutia;name;Genista scorpius Georgi;urn:lsid:ipni.org:names:496342-1;Genista ×uribe-echebarriae Urrutia;ipni
urn:lsid:ipni.org:names:973229-1;Thymelaea × conradiae Aboucaya & Médail;name;Thymelaea hirsuta Endl.;urn:lsid:ipni.org:names:832995-1;Thymelaea ×conradiae Aboucaya & Médail;ipni
urn:lsid:ipni.org:names:973229-1;Thymelaea × conradiae Aboucaya & Médail;name;Thymelaea tartonraira All. subsp. tartonraira;urn:lsid:ipni.org:names:50980150-1;Thymelaea ×conradiae Aboucaya & Médail;ipni
urn:lsid:ipni.org:names:973444-1;Miscanthus × giganteus J.M.Greef & Deuter;name;NA;NA;Miscanthus ×giganteus J.M.Greef & Deuter;ipni
urn:lsid:ipni.org:names:973512-1;Aconitum × dragulescuanum Mucher;name;Aconitum degenii;urn:lsid:ipni.org:names:50980489-1;Aconitum ×dragulescuanum Mucher;ipni
urn:lsid:ipni.org:names:973512-1;Aconitum × dragulescuanum Mucher;name;Aconitum toxicum Rchb.;urn:lsid:ipni.org:names:707898-1;Aconitum ×dragulescuanum Mucher;ipni
urn:lsid:ipni.org:names:973514-1;Genista × segurae Uribe-Ech. & Urrutia;name;Genista scorpius Georgi;urn:lsid:ipni.org:names:496342-1;Genista ×segurae Uribe-Ech. & Urrutia;ipni
urn:lsid:ipni.org:names:973514-1;Genista × segurae Uribe-Ech. & Urrutia;name;Genista pumila (Debeaux ex Hervier) Vierh.;urn:lsid:ipni.org:names:496285-1;Genista ×segurae Uribe-Ech. & Urrutia;ipni
urn:lsid:ipni.org:names:973515-1;Genista × norpalentina J.M.Aparicio, Pérez Dacosta, Uribe-Ech. & Urrutia;name;Genista legionensis (Pau) M.Laínz;urn:lsid:ipni.org:names:496138-1;Genista ×norpalentina J.M.Aparicio, Pérez Dacosta, Uribe-Ech. & Urrutia;ipni
urn:lsid:ipni.org:names:973515-1;Genista × norpalentina J.M.Aparicio, Pérez Dacosta, Uribe-Ech. & Urrutia;name;Genista scorpius Georgi;urn:lsid:ipni.org:names:496342-1;Genista ×norpalentina J.M.Aparicio, Pérez Dacosta, Uribe-Ech. & Urrutia;ipni
urn:lsid:ipni.org:names:973524-1;× Gymnigritella turnowskyi W.Foelsche;name;Nigritella lithopolitanica Ravnik;urn:lsid:ipni.org:names:645591-1;×Gymnigritella turnowskyi W.Foelsche;ipni
urn:lsid:ipni.org:names:973524-1;× Gymnigritella turnowskyi W.Foelsche;name;Gymnadenia conopsea (L.) R.Br.;urn:lsid:ipni.org:names:636509-1;×Gymnigritella turnowskyi W.Foelsche;ipni
urn:lsid:ipni.org:names:973543-1;Chenopodium × hubertusii F.Dvořák;name;Chenopodium striatum Jos.Murr;urn:lsid:ipni.org:names:165322-1;Chenopodium ×hubertusii F.Dvořák;ipni
urn:lsid:ipni.org:names:973543-1;Chenopodium × hubertusii F.Dvořák;name;Chenopodium filifolium Krock.;urn:lsid:ipni.org:names:164929-1;Chenopodium ×hubertusii F.Dvořák;ipni
urn:lsid:ipni.org:names:973545-1;Ophrys × chiesesica Kleynen;name;Ophrys drumana P.Delforge;urn:lsid:ipni.org:names:973008-1;Ophrys ×chiesesica Kleynen;ipni
urn:lsid:ipni.org:names:973545-1;Ophrys × chiesesica Kleynen;name;Ophrys holoserica subsp. holoserica;urn:lsid:ipni.org:names:50897107-1;Ophrys ×chiesesica Kleynen;ipni
urn:lsid:ipni.org:names:973546-1;Ophrys × gillesii P.Delforge;name;Ophrys tyrrhena Gölz & H.R.Reinhard;urn:lsid:ipni.org:names:648161-1;Ophrys ×gillesii P.Delforge;ipni
urn:lsid:ipni.org:names:973546-1;Ophrys × gillesii P.Delforge;name;Ophrys tenthredinifera Ten.;urn:lsid:ipni.org:names:648147-1;Ophrys ×gillesii P.Delforge;ipni
urn:lsid:ipni.org:names:973547-1;Ophrys × dionysii P.Delforge;name;Ophrys sphegodes Mill. subsp. sphegodes;urn:lsid:ipni.org:names:50894811-1;Ophrys ×dionysii P.Delforge;ipni
urn:lsid:ipni.org:names:973547-1;Ophrys × dionysii P.Delforge;name;Ophrys tyrrhena Gölz & H.R.Reinhard;urn:lsid:ipni.org:names:648161-1;Ophrys ×dionysii P.Delforge;ipni
urn:lsid:ipni.org:names:973548-1;Ophrys × terschureniana P.Delforge;name;Ophrys crabronifera Mauri;urn:lsid:ipni.org:names:647854-1;Ophrys ×terschureniana P.Delforge;ipni
urn:lsid:ipni.org:names:973548-1;Ophrys × terschureniana P.Delforge;name;Ophrys tyrrhena Gölz & H.R.Reinhard;urn:lsid:ipni.org:names:648161-1;Ophrys ×terschureniana P.Delforge;ipni
urn:lsid:ipni.org:names:973549-1;Ophrys × baldensis P.Delforge;name;Ophrys benacensis (Reisigl) O.Danesch & E.Danesch;urn:lsid:ipni.org:names:647784-1;Ophrys ×baldensis P.Delforge;ipni
urn:lsid:ipni.org:names:973549-1;Ophrys × baldensis P.Delforge;name;Ophrys holoserica subsp. holoserica;urn:lsid:ipni.org:names:50897107-1;Ophrys ×baldensis P.Delforge;ipni
urn:lsid:ipni.org:names:973550-1;Ophrys × grinincensis P.Delforge;name;Ophrys provincialis (H.Baumann & Künkele) Paulus;urn:lsid:ipni.org:names:945854-1;Ophrys ×grinincensis P.Delforge;ipni
urn:lsid:ipni.org:names:973550-1;Ophrys × grinincensis P.Delforge;name;Ophrys saratoi;urn:lsid:ipni.org:names:50922222-1;Ophrys ×grinincensis P.Delforge;ipni
urn:lsid:ipni.org:names:973551-1;Ophrys × fayencensis (P.Delforge) P.Delforge;name;NA;NA;Ophrys ×fayencensis (P.Delforge) P.Delforge;ipni
urn:lsid:ipni.org:names:973552-1;Ophrys × tytecana (P.Delforge) P.Delforge;name;NA;NA;Ophrys ×tytecana (P.Delforge) P.Delforge;ipni
urn:lsid:ipni.org:names:973553-1;Ophrys × vanlookeniana P.Delforge;name;Ophrys castellana Devillers-Tersch. & Devillers;urn:lsid:ipni.org:names:973006-1;Ophrys ×vanlookeniana P.Delforge;ipni
urn:lsid:ipni.org:names:973553-1;Ophrys × vanlookeniana P.Delforge;name;Ophrys scolopax Bory & Chaub.;urn:lsid:ipni.org:names:648107-1;Ophrys ×vanlookeniana P.Delforge;ipni
urn:lsid:ipni.org:names:973554-1;Ophrys × delmeziana P.Delforge;name;Ophrys sphegodes Mill.;urn:lsid:ipni.org:names:648128-1;Ophrys ×delmeziana P.Delforge;ipni
urn:lsid:ipni.org:names:973554-1;Ophrys × delmeziana P.Delforge;name;Ophrys castellana Devillers-Tersch. & Devillers;urn:lsid:ipni.org:names:973006-1;Ophrys ×delmeziana P.Delforge;ipni
urn:lsid:ipni.org:names:973555-1;Orchis × incantata P.Delforge;name;Orchis langei;urn:lsid:ipni.org:names:50980556-1;Orchis ×incantata P.Delforge;ipni
urn:lsid:ipni.org:names:973555-1;Orchis × incantata P.Delforge;name;Orchis cazorlensis Lacaita;urn:lsid:ipni.org:names:648462-1;Orchis ×incantata P.Delforge;ipni
urn:lsid:ipni.org:names:973556-1;Orchis × serraniana P.Delforge;name;Orchis olbiensis Ardoino ex Moggr.;urn:lsid:ipni.org:names:648937-1;Orchis ×serraniana P.Delforge;ipni
urn:lsid:ipni.org:names:973556-1;Orchis × serraniana P.Delforge;name;Orchis langei;urn:lsid:ipni.org:names:50980556-1;Orchis ×serraniana P.Delforge;ipni
urn:lsid:ipni.org:names:973582-1;Ophrys × jansenii P.Delforge;name;Ophrys bornmuelleri M.Schulze;urn:lsid:ipni.org:names:647803-1;Ophrys ×jansenii P.Delforge;ipni
urn:lsid:ipni.org:names:973582-1;Ophrys × jansenii P.Delforge;name;Ophrys sicula Tineo;urn:lsid:ipni.org:names:648113-1;Ophrys ×jansenii P.Delforge;ipni
urn:lsid:ipni.org:names:973583-1;Ophrys × cailliauana P.Delforge;name;Ophrys transhyrcana Czerniak.;urn:lsid:ipni.org:names:648150-1;Ophrys ×cailliauana P.Delforge;ipni
urn:lsid:ipni.org:names:973583-1;Ophrys × cailliauana P.Delforge;name;Ophrys bornmuelleri M.Schulze;urn:lsid:ipni.org:names:647803-1;Ophrys ×cailliauana P.Delforge;ipni
urn:lsid:ipni.org:names:973584-1;Ophrys × kreutziana P.Delforge;name;Ophrys kotschyi H.Fleischm. & Soó;urn:lsid:ipni.org:names:647958-1;Ophrys ×kreutziana P.Delforge;ipni
urn:lsid:ipni.org:names:973584-1;Ophrys × kreutziana P.Delforge;name;Ophrys mammosa Desf.;urn:lsid:ipni.org:names:647985-1;Ophrys ×kreutziana P.Delforge;ipni
urn:lsid:ipni.org:names:973585-1;Ophrys × demangeana P.Delforge;name;Ophrys sicula Tineo;urn:lsid:ipni.org:names:648113-1;Ophrys ×demangeana P.Delforge;ipni
urn:lsid:ipni.org:names:973585-1;Ophrys × demangeana P.Delforge;name;Ophrys transhyrcana Czerniak.;urn:lsid:ipni.org:names:648150-1;Ophrys ×demangeana P.Delforge;ipni
urn:lsid:ipni.org:names:973586-1;Serapias × mastiana P.Delforge;name;Serapias hellenica Renz;urn:lsid:ipni.org:names:657628-1;Serapias ×mastiana P.Delforge;ipni
urn:lsid:ipni.org:names:973586-1;Serapias × mastiana P.Delforge;name;O. aphroditae;urn:lsid:ipni.org:names:50980592-1;Serapias ×mastiana P.Delforge;ipni
urn:lsid:ipni.org:names:973598-1;× Kunzspermum hirakimata W.Harris;name;Leptospermum scoparium J.R.Forst. & G.Forst.;urn:lsid:ipni.org:names:597506-1;×Kunzspermum hirakimata W.Harris;ipni
urn:lsid:ipni.org:names:973598-1;× Kunzspermum hirakimata W.Harris;name;Kunzea sinclairii (Kirk) W.Harris;urn:lsid:ipni.org:names:944765-1;×Kunzspermum hirakimata W.Harris;ipni
urn:lsid:ipni.org:names:973608-1;Ophrys × royanensis M.Gerbaud, O.Gerbaud & Henniker;name;NA;NA;Ophrys ×royanensis M.Gerbaud, O.Gerbaud & Henniker;ipni
urn:lsid:ipni.org:names:973624-1;Prunus × naganoi H.Kubota & Moriya;name;Prunus pendula (Lieg.) K.Koch f. ascendens;urn:lsid:ipni.org:names:50978913-1;Prunus ×naganoi H.Kubota & Moriya;ipni
urn:lsid:ipni.org:names:973624-1;Prunus × naganoi H.Kubota & Moriya;name;Prunus verecunda (Koidz.) Koehne;urn:lsid:ipni.org:names:730407-1;Prunus ×naganoi H.Kubota & Moriya;ipni
urn:lsid:ipni.org:names:973767-1;Oligoneuron × lutescens (Lindl. ex DC.) G.L.Nesom;name;NA;NA;Oligoneuron ×lutescens (Lindl. ex DC.) G.L.Nesom;ipni
urn:lsid:ipni.org:names:973768-1;Oligoneuron × krotkovii (B.Boivin) G.L.Nesom;name;NA;NA;Oligoneuron ×krotkovii (B.Boivin) G.L.Nesom;ipni
urn:lsid:ipni.org:names:973769-1;Oligoneuron × bernardii (B.Boivin) G.L.Nesom;name;NA;NA;Oligoneuron ×bernardii (B.Boivin) G.L.Nesom;ipni
urn:lsid:ipni.org:names:973770-1;Oligoneuron × maheuxii (B.Boivin) G.L.Nesom;name;NA;NA;Oligoneuron ×maheuxii (B.Boivin) G.L.Nesom;ipni
urn:lsid:ipni.org:names:973810-1;Ericameria × bolanderi (A.Gray) G.L.Nesom & G.I.Baird;name;NA;NA;Ericameria ×bolanderi (A.Gray) G.L.Nesom & G.I.Baird;ipni
urn:lsid:ipni.org:names:973811-1;Ericameria × viscosa (D.D.Keck) G.L.Nesom & G.I.Baird;name;NA;NA;Ericameria ×viscosa (D.D.Keck) G.L.Nesom & G.I.Baird;ipni
urn:lsid:ipni.org:names:973812-1;Ericameria × uintahensis (L.C.Anderson) G.L.Nesom & G.I.Baird;name;NA;NA;Ericameria ×uintahensis (L.C.Anderson) G.L.Nesom & G.I.Baird;ipni
urn:lsid:ipni.org:names:973986-1;Arbutus × androsterilis Salas, Acebes & del Arco;name;NA;NA;Arbutus ×androsterilis Salas, Acebes & del Arco;ipni
urn:lsid:ipni.org:names:974378-1;Narcissus × raianus A.Fern., T.Leitão & Aguiar;name;Narcissus pallidulus Graells subsp. lusitanicus (Dorda & Fern.Casas) A.Fern.;urn:lsid:ipni.org:names:974376-1;Narcissus ×raianus A.Fern., T.Leitão & Aguiar;ipni
urn:lsid:ipni.org:names:974378-1;Narcissus × raianus A.Fern., T.Leitão & Aguiar;name;Narcissus bulbocodium L. subsp. bulbocodium;urn:lsid:ipni.org:names:50897057-1;Narcissus ×raianus A.Fern., T.Leitão & Aguiar;ipni
urn:lsid:ipni.org:names:974379-1;Narcissus × sampaianus A.Fern.;name;Narcissus triandrus Curtis subsp. cernuus (Salisb.) A.Fern.;urn:lsid:ipni.org:names:974377-1;Narcissus ×sampaianus A.Fern.;ipni
urn:lsid:ipni.org:names:974379-1;Narcissus × sampaianus A.Fern.;name;Narcissus bulbocodium L. subsp. bulbocodium;urn:lsid:ipni.org:names:50897057-1;Narcissus ×sampaianus A.Fern.;ipni
urn:lsid:ipni.org:names:974396-1;Nepenthes × sarawakiensis J.H.Adam & Wilcock;name;Nepenthes tentaculata Hook.f.;urn:lsid:ipni.org:names:603814-1;Nepenthes ×sarawakiensis J.H.Adam & Wilcock;ipni
urn:lsid:ipni.org:names:974396-1;Nepenthes × sarawakiensis J.H.Adam & Wilcock;name;Nepenthes muluensis M.Hotta;urn:lsid:ipni.org:names:603768-1;Nepenthes ×sarawakiensis J.H.Adam & Wilcock;ipni
urn:lsid:ipni.org:names:974634-1;Carex × walasii M.Ceynowa-Giełdon;name;Carex atherodes Frank ex Kunth;urn:lsid:ipni.org:names:298690-1;Carex ×walasii M.Ceynowa-Giełdon;ipni
urn:lsid:ipni.org:names:974634-1;Carex × walasii M.Ceynowa-Giełdon;name;Carex hirta Oeder;urn:lsid:ipni.org:names:300163-1;Carex ×walasii M.Ceynowa-Giełdon;ipni
urn:lsid:ipni.org:names:974693-1;Helleborus × ericsmithii B.Mathew;name;Helleborus niger L.;urn:lsid:ipni.org:names:711348-1;Helleborus ×ericsmithii B.Mathew;ipni
urn:lsid:ipni.org:names:974693-1;Helleborus × ericsmithii B.Mathew;name;Helleborus sternii;urn:lsid:ipni.org:names:50954516-1;Helleborus ×ericsmithii B.Mathew;ipni
urn:lsid:ipni.org:names:974694-1;Helleborus × ballardiae B.Mathew;name;Helleborus lividus Ait. ex Curtis;urn:lsid:ipni.org:names:711340-1;Helleborus ×ballardiae B.Mathew;ipni
urn:lsid:ipni.org:names:974694-1;Helleborus × ballardiae B.Mathew;name;Helleborus niger L.;urn:lsid:ipni.org:names:711348-1;Helleborus ×ballardiae B.Mathew;ipni
