taxonID;Taxon;taxonName;taxonNameEdited;taxonNameEditedShort;taxonNameAuthors;taxonRank;isHybrid;acceptedTaxonName;acceptedHigherTaxonName;countRaw;countFiltered;taxonNameForGSL;keep;remark
pladias:1786;Swertia perennis;Swertia perennis L.;Swertia perennis L.;Swertia perennis;L.;species;NA;Swertia perennis L.;Swertia perennis L.;20;17;Swertia perennis;1;NA
pladias:877;Symphoricarpos albus;Symphoricarpos albus (L.) S. F. Blake;Symphoricarpos albus (L.) S.F.Blake;Symphoricarpos albus;(L.) S.F.Blake;species;NA;Symphoricarpos albus (L.) S.F.Blake;Symphoricarpos albus (L.) S.F.Blake;497;456;Symphoricarpos albus;1;NA
pladias:3321;Symphoricarpos orbiculatus;Symphoricarpos orbiculatus Moench;Symphoricarpos orbiculatus Moench;Symphoricarpos orbiculatus;Moench;species;NA;Symphoricarpos orbiculatus Moench;Symphoricarpos orbiculatus Moench;14;14;Symphoricarpos orbiculatus;1;NA
pladias:4474;Symphyotrichum cordifolium;Symphyotrichum cordifolium (L.) G. L. Nesom;Symphyotrichum cordifolium (L.) G.L.Nesom;Symphyotrichum cordifolium;(L.) G.L.Nesom;species;NA;Symphyotrichum cordifolium (L.) G.L.Nesom;Symphyotrichum cordifolium (L.) G.L.Nesom;2;2;Symphyotrichum cordifolium;1;NA
pladias:3849;Symphyotrichum dumosum × S. novi-belgii;Symphyotrichum dumosum × S. novi-belgii;Symphyotrichum dumosum × novi-belgii;Symphyotrichum dumosum × novi-belgii;NA;hybrid;TRUE;Symphyotrichum dumosum × novi-belgii;Symphyotrichum dumosum × novi-belgii;1;1;Symphyotrichum dumosum ×novi-belgii;1;NA
pladias:2024;Symphyotrichum laeve;Symphyotrichum laeve (L.) A. Löve et D. Löve;Symphyotrichum laeve (L.) A.Löve & D.Löve;Symphyotrichum laeve;(L.) A.Löve & D.Löve;species;NA;Symphyotrichum laeve (L.) Á.Löve & D.Löve;Symphyotrichum laeve (L.) Á.Löve & D.Löve;18;18;Symphyotrichum laeve;1;NA
pladias:2025;Symphyotrichum lanceolatum;Symphyotrichum lanceolatum (Willd.) G. L. Nesom;Symphyotrichum lanceolatum (Willd.) G.L.Nesom;Symphyotrichum lanceolatum;(Willd.) G.L.Nesom;species;NA;Symphyotrichum lanceolatum (Willd.) G.L.Nesom;Symphyotrichum lanceolatum (Willd.) G.L.Nesom;120;103;Symphyotrichum lanceolatum s. str.;1;NA
pladias:1119;Symphyotrichum novae-angliae;Symphyotrichum novae-angliae (L.) G. L. Nesom;Symphyotrichum novae-angliae (L.) G.L.Nesom;Symphyotrichum novae-angliae;(L.) G.L.Nesom;species;NA;Symphyotrichum novae-angliae (L.) G.L.Nesom;Symphyotrichum novae-angliae (L.) G.L.Nesom;28;28;Symphyotrichum novae-angliae;1;NA
pladias:1484;Symphyotrichum novi-belgii;Symphyotrichum novi-belgii (L.) G. L. Nesom;Symphyotrichum novi-belgii (L.) G.L.Nesom;Symphyotrichum novi-belgii;(L.) G.L.Nesom;species;NA;Symphyotrichum novi-belgii (L.) G.L.Nesom;Symphyotrichum novi-belgii (L.) G.L.Nesom;150;135;Symphyotrichum novi-belgii;1;NA
pladias:1485;Symphyotrichum novi-belgii agg.;Symphyotrichum novi-belgii agg.;NA;NA;NA;agg;NA;Symphyotrichum novi-belgii agg.;Symphyotrichum novi-belgii agg.;61;53;Symphyotrichum novi-belgii agg.;0;higher taxon
pladias:1120;Symphyotrichum ×salignum;Symphyotrichum ×salignum (Willd.) G. L. Nesom;Symphyotrichum salignum (Willd.) G.L.Nesom;Symphyotrichum salignum;(Willd.) G.L.Nesom;species;TRUE;Symphyotrichum salignum (Willd.) G.L.Nesom;Symphyotrichum salignum (Willd.) G.L.Nesom;32;27;Symphyotrichum salignum;1;hybrid with species treatment
pladias:4088;Symphyotrichum parviflorum;Symphyotrichum parviflorum (Nees) Greuter;Symphyotrichum parviflorum (Nees) Greuter;Symphyotrichum parviflorum;(Nees) Greuter;species;NA;Symphyotrichum subulatum var. parviflorum (Nees) S.D.Sundb.;Symphyotrichum subulatum (Michx.) G.L.Nesom;2;2;Symphyotrichum parviflorum;1;NA
pladias:1228;Symphyotrichum tradescantii;Symphyotrichum tradescantii (L.) G. L. Nesom;Symphyotrichum tradescantii (L.) G.L.Nesom;Symphyotrichum tradescantii;(L.) G.L.Nesom;species;NA;Symphyotrichum tradescantii (L.) G.L.Nesom;Symphyotrichum tradescantii (L.) G.L.Nesom;18;11;Symphyotrichum tradescantii;1;NA
pladias:1690;Symphyotrichum ×versicolor;Symphyotrichum ×versicolor (Willd.) G. L. Nesom;Symphyotrichum versicolor (Willd.) G.L.Nesom;Symphyotrichum versicolor;(Willd.) G.L.Nesom;species;TRUE;Symphyotrichum versicolor (Willd.) G.L.Nesom;Symphyotrichum versicolor (Willd.) G.L.Nesom;10;8;Symphyotrichum versicolor;1;hybrid with species treatment
pladias:1691;Symphytum asperum;Symphytum asperum Lepech.;Symphytum asperum Lepech.;Symphytum asperum;Lepech.;species;NA;Symphytum asperum Lepech.;Symphytum asperum Lepech.;21;20;Symphytum asperum;1;NA
pladias:3463;Symphytum officinale × S. ×uplandicum;Symphytum officinale × S. ×uplandicum;Symphytum officinale × uplandicum;Symphytum officinale × uplandicum;NA;hybrid;TRUE;Symphytum officinale × uplandicum;Symphytum officinale × uplandicum;1;1;Symphytum officinale ×uplandicum;1;NA
pladias:1486;Symphytum bohemicum × S. officinale;Symphytum bohemicum × S. officinale;Symphytum bohemicum × officinale;Symphytum bohemicum × officinale;NA;hybrid;TRUE;Symphytum officinale L.;Symphytum officinale L.;16;16;Symphytum bohemicum ×officinale;1;NA
pladias:2548;Symphytum bohemicum;Symphytum bohemicum F. W. Schmidt;Symphytum bohemicum F.W.Schmidt;Symphytum bohemicum;F.W.Schmidt;species;NA;Symphytum officinale L.;Symphytum officinale L.;72;72;Symphytum bohemicum;1;NA
pladias:2768;Symphytum officinale agg.;Symphytum officinale agg.;NA;NA;NA;agg;NA;Symphytum officinale L.;Symphytum officinale L.;62;55;Symphytum officinale agg.;1;NA
pladias:305;Symphytum officinale;Symphytum officinale L.;Symphytum officinale L.;Symphytum officinale;L.;species;NA;Symphytum officinale L.;Symphytum officinale L.;630;560;Symphytum officinale s. str.;1;NA
pladias:3953;Symphytum tauricum;Symphytum tauricum Willd.;Symphytum tauricum Willd.;Symphytum tauricum;Willd.;species;NA;Symphytum tauricum Willd.;Symphytum tauricum Willd.;2;2;Symphytum tauricum;1;NA
pladias:1487;Symphytum tuberosum;Symphytum tuberosum L.;Symphytum tuberosum L.;Symphytum tuberosum;L.;species;NA;Symphytum tuberosum L.;Symphytum tuberosum L.;290;250;Symphytum tuberosum;1;NA
pladias:1692;Symphytum tuberosum subsp. tuberosum;Symphytum tuberosum subsp. tuberosum;Symphytum tuberosum subsp. tuberosum;Symphytum tuberosum subsp. tuberosum;NA;subsp;NA;Symphytum tuberosum subsp. tuberosum;Symphytum tuberosum L.;218;193;Symphytum tuberosum subsp. tuberosum;1;NA
pladias:4206;Symphytum tuberosum subsp. angustifolium;Symphytum tuberosum subsp. angustifolium (A. Kern.) Nyman;Symphytum tuberosum subsp. angustifolium (A.Kern.) Nyman;Symphytum tuberosum subsp. angustifolium;(A.Kern.) Nyman;subsp;NA;Symphytum tuberosum subsp. angustifolium (A.Kern.) Nyman;Symphytum tuberosum L.;57;49;Symphytum tuberosum subsp. angustifolium;1;NA
pladias:2444;Symphytum ×uplandicum;Symphytum ×uplandicum Nyman;Symphytum uplandicum Nyman;Symphytum uplandicum;Nyman;species;TRUE;Symphytum uplandicum Nyman;Symphytum uplandicum Nyman;64;63;Symphytum uplandicum;1;hybrid with species treatment
pladias:3362;Syringa ×chinensis;Syringa ×chinensis Willd.;Syringa chinensis Willd.;Syringa chinensis;Willd.;species;TRUE;Syringa chinensis Willd.;Syringa chinensis Willd.;7;7;Syringa ×chinensis;0;cultivated
pladias:4239;Syringa josikaea;Syringa josikaea J. Jacq. ex Rchb.;Syringa josikaea J.Jacq. ex Rchb.;Syringa josikaea;J.Jacq. ex Rchb.;species;NA;Syringa josikaea J.Jacq. ex Rchb.f.;Syringa josikaea J.Jacq. ex Rchb.f.;2;2;Syringa josikaea;0;cultivated
pladias:1314;Syringa vulgaris;Syringa vulgaris L.;Syringa vulgaris L.;Syringa vulgaris;L.;species;NA;Syringa vulgaris L.;Syringa vulgaris L.;414;380;Syringa vulgaris;1;NA
pladias:2273;Tagetes patula;Tagetes patula L.;Tagetes patula L.;Tagetes patula;L.;species;NA;Tagetes erecta L.;Tagetes erecta L.;14;12;Tagetes patula;1;NA
pladias:3168;Tagetes erecta;Tagetes erecta L.;Tagetes erecta L.;Tagetes erecta;L.;species;NA;Tagetes erecta L.;Tagetes erecta L.;14;12;Tagetes erecta;1;NA
pladias:3685;Tamarix gallica;Tamarix gallica L.;Tamarix gallica L.;Tamarix gallica;L.;species;NA;Tamarix gallica L.;Tamarix gallica L.;5;5;Tamarix gallica;0;cultivated
pladias:3625;Tamarix parviflora;Tamarix parviflora DC.;Tamarix parviflora DC.;Tamarix parviflora;DC.;species;NA;Tamarix parviflora DC.;Tamarix parviflora DC.;3;3;Tamarix parviflora;0;cultivated
pladias:2789;Tanacetum balsamita;Tanacetum balsamita L.;Tanacetum balsamita L.;Tanacetum balsamita;L.;species;NA;Tanacetum balsamita L.;Tanacetum balsamita L.;11;11;Tanacetum balsamita;1;NA
pladias:1315;Tanacetum corymbosum;Tanacetum corymbosum (L.) Sch. Bip.;Tanacetum corymbosum (L.) Sch.Bip.;Tanacetum corymbosum;(L.) Sch.Bip.;species;NA;Tanacetum corymbosum (L.) Sch.Bip.;Tanacetum corymbosum (L.) Sch.Bip.;333;318;Tanacetum corymbosum s. l.;1;NA
pladias:1229;Tanacetum macrophyllum;Tanacetum macrophyllum (Waldst. et Kit.) Sch. Bip.;Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.;Tanacetum macrophyllum;(Waldst. & Kit.) Sch.Bip.;species;NA;Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.;Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.;11;11;Tanacetum macrophyllum;1;NA
pladias:1349;Tanacetum parthenium;Tanacetum parthenium (L.) Sch. Bip.;Tanacetum parthenium (L.) Sch.Bip.;Tanacetum parthenium;(L.) Sch.Bip.;species;NA;Tanacetum parthenium (L.) Sch.Bip.;Tanacetum parthenium (L.) Sch.Bip.;361;335;Tanacetum parthenium;1;NA
pladias:306;Tanacetum vulgare;Tanacetum vulgare L.;Tanacetum vulgare L.;Tanacetum vulgare;L.;species;NA;Tanacetum vulgare L.;Tanacetum vulgare L.;652;580;Tanacetum vulgare;1;NA
pladias:1858;Taraxacum rhaeticum;Taraxacum rhaeticum Soest;Taraxacum rhaeticum Soest;Taraxacum rhaeticum;Soest;species;NA;Taraxacum rhaeticum Soest;Taraxacum sect. Alpestria;5;5;Taraxacum rhaeticum;1;NA
pladias:4175;Taraxacum sect. Alpestria;Taraxacum sect. Alpestria Van Soest;NA;NA;NA;sect;NA;Taraxacum sect. Alpestria;Taraxacum sect. Alpestria;2;2;Taraxacum sect. Alpestria;1;NA
pladias:1488;Taraxacum nordstedtii;Taraxacum nordstedtii Dahlst.;Taraxacum nordstedtii Dahlst.;Taraxacum nordstedtii;Dahlst.;species;NA;Taraxacum nordstedtii Dahlst.;Taraxacum sect. Celtica;88;87;Taraxacum nordstedtii;1;NA
pladias:3438;Taraxacum gelertii;Taraxacum gelertii Raunk.;Taraxacum gelertii Raunk.;Taraxacum gelertii;Raunk.;species;NA;Taraxacum gelertii Raunk.;Taraxacum sect. Celtica;5;5;Taraxacum gelertii;1;NA
pladias:4355;Taraxacum reichlingii;Taraxacum reichlingii Soest;Taraxacum reichlingii Soest;Taraxacum reichlingii;Soest;species;NA;Taraxacum reichlingii Soest;Taraxacum sect. Celtica;1;1;Taraxacum reichlingii;0;extinct/missing
pladias:4575;Taraxacum sect. Celtica;Taraxacum sect. Celtica A. J. Richards;NA;NA;NA;sect;NA;Taraxacum sect. Celtica;Taraxacum sect. Celtica;1;1;Taraxacum sect. Celtica;1;NA
pladias:4160;Taraxacum sect. Dioszegia;Taraxacum sect. Dioszegia (Heuff.) Heuff.;NA;NA;NA;sect;NA;Taraxacum sect. Dioszegia;Taraxacum sect. Dioszegia;4;4;Taraxacum sect. Dioszegia;1;NA
pladias:4538;Taraxacum serotinum;Taraxacum serotinum (Waldst. et Kit.) Fisch.;Taraxacum serotinum (Waldst. & Kit.) Fisch.;Taraxacum serotinum;(Waldst. & Kit.) Fisch.;species;NA;Taraxacum serotinum Poir.;Taraxacum sect. Dioszegia;7;5;Taraxacum serotinum;1;NA
pladias:2549;Taraxacum disseminatum;Taraxacum disseminatum G. E. Haglund;Taraxacum disseminatum G.E.Haglund;Taraxacum disseminatum;G.E.Haglund;species;NA;Taraxacum disseminatum G.E.Haglund;Taraxacum sect. Erythrosperma;8;8;Taraxacum disseminatum;1;NA
pladias:2645;Taraxacum erythrospermum;Taraxacum erythrospermum Besser;Taraxacum erythrospermum Besser;Taraxacum erythrospermum;Besser;species;NA;Taraxacum erythrospermum Andrz. ex Besser;Taraxacum sect. Erythrosperma;49;46;Taraxacum erythrospermum;1;NA
pladias:2809;Taraxacum scanicum;Taraxacum scanicum Dahlst.;Taraxacum scanicum Dahlst.;Taraxacum scanicum;Dahlst.;species;NA;Taraxacum scanicum Dahlst.;Taraxacum sect. Erythrosperma;25;24;Taraxacum scanicum;1;NA
pladias:3030;Taraxacum parnassicum;Taraxacum parnassicum Dahlst.;Taraxacum parnassicum Dahlst.;Taraxacum parnassicum;Dahlst.;species;NA;Taraxacum parnassicum Dahlst.;Taraxacum sect. Erythrosperma;74;70;Taraxacum parnassicum;1;NA
pladias:3169;Taraxacum cristatum;Taraxacum cristatum Kirschner et al.;Taraxacum cristatum Kirschner & al.;Taraxacum cristatum;Kirschner & al.;species;NA;Taraxacum cristatum Kirschner, Štěpánek & Vašut;Taraxacum sect. Erythrosperma;20;19;Taraxacum cristatum;1;NA
pladias:3230;Taraxacum lacistophylloides;Taraxacum lacistophylloides Dahlst.;Taraxacum lacistophylloides Dahlst.;Taraxacum lacistophylloides;Dahlst.;species;NA;Taraxacum lacistophylloides Dahlst.;Taraxacum sect. Erythrosperma;30;29;Taraxacum lacistophylloides;1;NA
pladias:3485;Taraxacum danubium;Taraxacum danubium A. J. Richards;Taraxacum danubium A.J.Richards;Taraxacum danubium;A.J.Richards;species;NA;Taraxacum danubium A.J.Richards;Taraxacum sect. Erythrosperma;27;25;Taraxacum danubium;1;NA
pladias:3574;Taraxacum prunicolor;Taraxacum prunicolor Mart. Schmid et al.;Taraxacum prunicolor Mart.Schmid & al.;Taraxacum prunicolor;Mart.Schmid & al.;species;NA;Taraxacum prunicolor Mart.Schmid, Vašut & Oosterv.;Taraxacum sect. Erythrosperma;8;7;Taraxacum prunicolor;1;NA
pladias:3850;Taraxacum arcuatum;Taraxacum arcuatum (Tausch) Dumort.;Taraxacum arcuatum (Tausch) Dumort.;Taraxacum arcuatum;(Tausch) Dumort.;species;NA;Taraxacum arcuatum Dumort.;Taraxacum sect. Erythrosperma;1;1;Taraxacum arcuatum;1;NA
pladias:4010;Taraxacum pudicum;Taraxacum pudicum Vašut et Majeský;Taraxacum pudicum Vašut & Majeský;Taraxacum pudicum;Vašut & Majeský;species;NA;Taraxacum pudicum;Taraxacum sect. Erythrosperma;14;13;Taraxacum pudicum;1;NA
pladias:4026;Taraxacum fulvum;Taraxacum fulvum Raunk. s. lat.;Taraxacum fulvum Raunk., s.l.;Taraxacum fulvum;Raunk., s.l.;species;NA;Taraxacum fulvum Raunk. s.l.;Taraxacum sect. Erythrosperma;2;2;Taraxacum fulvum;1;NA
pladias:4092;Taraxacum brachyglossum;Taraxacum brachyglossum (Dahlst.) Raunk.;Taraxacum brachyglossum (Dahlst.) Raunk.;Taraxacum brachyglossum;(Dahlst.) Raunk.;species;NA;Taraxacum brachyglossum (Dahlst.) Raunk.;Taraxacum sect. Erythrosperma;2;2;Taraxacum brachyglossum;1;NA
pladias:4094;Taraxacum plumbeum;Taraxacum plumbeum Dahlst.;Taraxacum plumbeum Dahlst.;Taraxacum plumbeum;Dahlst.;species;NA;Taraxacum plumbeum Dahlst.;Taraxacum sect. Erythrosperma;20;20;Taraxacum plumbeum;1;NA
pladias:4100;Taraxacum proximum;Taraxacum proximum (Dahlst.) Raunk.;Taraxacum proximum (Dahlst.) Raunk.;Taraxacum proximum;(Dahlst.) Raunk.;species;NA;Taraxacum proximum (Dahlst.) Raunk.;Taraxacum sect. Erythrosperma;4;4;Taraxacum proximum;1;NA
pladias:4414;Taraxacum rubicundum;Taraxacum rubicundum (Dahlst.) Dahlst.;Taraxacum rubicundum (Dahlst.) Dahlst.;Taraxacum rubicundum;(Dahlst.) Dahlst.;species;NA;Taraxacum rubicundum (Dahlst.) Dahlst.;Taraxacum sect. Erythrosperma;1;1;Taraxacum rubicundum;1;NA
pladias:702;Taraxacum sect. Erythrosperma;Taraxacum sect. Erythrosperma (H. Lindb.) Dahlst.;NA;NA;NA;sect;NA;Taraxacum sect. Erythrosperma;Taraxacum sect. Erythrosperma;189;178;Taraxacum sect. Erythrosperma;1;NA
pladias:1698;Taraxacum fusciflorum;Taraxacum fusciflorum H. Øllg.;Taraxacum fusciflorum H.Øllg.;Taraxacum fusciflorum;H.Øllg.;species;NA;Taraxacum fusciflorum H.Øllg.;Taraxacum sect. Hamata;2;1;Taraxacum fusciflorum;1;NA
pladias:1710;Taraxacum sect. Hamata;Taraxacum sect. Hamata H. Øllg.;NA;NA;NA;sect;NA;Taraxacum sect. Hamata;Taraxacum sect. Hamata;3;2;Taraxacum sect. Hamata;1;NA
pladias:2171;Taraxacum boekmanii;Taraxacum boekmanii Borgv.;Taraxacum boekmanii Borgv.;Taraxacum boekmanii;Borgv.;species;NA;Taraxacum boekmanii Borgv.;Taraxacum sect. Hamata;1;1;Taraxacum boekmanii;1;NA
pladias:2176;Taraxacum hamatiforme;Taraxacum hamatiforme Dahlst.;Taraxacum hamatiforme Dahlst.;Taraxacum hamatiforme;Dahlst.;species;NA;Taraxacum hamatiforme Dahlst.;Taraxacum sect. Hamata;8;8;Taraxacum hamatiforme;1;NA
pladias:2180;Taraxacum lamprophyllum;Taraxacum lamprophyllum M. P. Christ.;Taraxacum lamprophyllum M.P.Christ.;Taraxacum lamprophyllum;M.P.Christ.;species;NA;Taraxacum lamprophyllum M.P.Christ.;Taraxacum sect. Hamata;2;2;Taraxacum lamprophyllum;1;NA
pladias:3579;Taraxacum hamatum;Taraxacum hamatum Raunk.;Taraxacum hamatum Raunk.;Taraxacum hamatum;Raunk.;species;NA;Taraxacum hamatum Raunk.;Taraxacum sect. Hamata;1;1;Taraxacum hamatum;1;NA
pladias:3582;Taraxacum subhamatum;Taraxacum subhamatum M. P. Christ.;Taraxacum subhamatum M.P.Christ.;Taraxacum subhamatum;M.P.Christ.;species;NA;Taraxacum subhamatum M.P.Christ.;Taraxacum sect. Hamata;1;1;Taraxacum subhamatum;1;NA
pladias:1121;Taraxacum sect. Palustria;Taraxacum sect. Palustria (H. Lindb.) Dahlst.;NA;NA;NA;sect;NA;Taraxacum sect. Palustria;Taraxacum sect. Palustria;97;88;Taraxacum sect. Palustria;1;NA
pladias:1230;Taraxacum brandenburgicum;Taraxacum brandenburgicum Hudziok;Taraxacum brandenburgicum Hudziok;Taraxacum brandenburgicum;Hudziok;species;NA;Taraxacum brandenburgicum Hudziok;Taraxacum sect. Palustria;26;26;Taraxacum brandenburgicum;1;NA
pladias:2950;Taraxacum dentatum;Taraxacum dentatum Kirschner et Štěpánek;Taraxacum dentatum Kirschner & Štěpánek;Taraxacum dentatum;Kirschner & Štěpánek;species;NA;Taraxacum dentatum Kirschner & Štepánek;Taraxacum sect. Palustria;9;7;Taraxacum dentatum;1;NA
pladias:2951;Taraxacum irrigatum;Taraxacum irrigatum Kirschner et Štěpánek;Taraxacum irrigatum Kirschner & Štěpánek;Taraxacum irrigatum;Kirschner & Štěpánek;species;NA;Taraxacum irrigatum Kirschner & Štěpánek;Taraxacum sect. Palustria;18;17;Taraxacum irrigatum;1;NA
pladias:3342;Taraxacum paucilobum;Taraxacum paucilobum Hudziok;Taraxacum paucilobum Hudziok;Taraxacum paucilobum;Hudziok;species;NA;Taraxacum paucilobum Hudziok;Taraxacum sect. Palustria;35;32;Taraxacum paucilobum;1;NA
pladias:3343;Taraxacum subalpinum;Taraxacum subalpinum Hudziok;Taraxacum subalpinum Hudziok;Taraxacum subalpinum;Hudziok;species;NA;Taraxacum subalpinum Hudziok;Taraxacum sect. Palustria;18;18;Taraxacum subalpinum;1;NA
pladias:3349;Taraxacum ancoriferum;Taraxacum ancoriferum Hudziok;Taraxacum ancoriferum Hudziok;Taraxacum ancoriferum;Hudziok;species;NA;Taraxacum ancoriferum Hudziok;Taraxacum sect. Palustria;10;10;Taraxacum ancoriferum;1;NA
pladias:3350;Taraxacum bavaricum;Taraxacum bavaricum Soest;Taraxacum bavaricum Soest;Taraxacum bavaricum;Soest;species;NA;Taraxacum bavaricum Soest;Taraxacum sect. Palustria;14;10;Taraxacum bavaricum;1;NA
pladias:3351;Taraxacum pauckertianum;Taraxacum pauckertianum Hudziok;Taraxacum pauckertianum Hudziok;Taraxacum pauckertianum;Hudziok;species;NA;Taraxacum pauckertianum Hudziok;Taraxacum sect. Palustria;9;9;Taraxacum pauckertianum;1;NA
pladias:3352;Taraxacum turfosum;Taraxacum turfosum (Sch. Bip.) Soest;Taraxacum turfosum (Sch.Bip.) Soest;Taraxacum turfosum;(Sch.Bip.) Soest;species;NA;Taraxacum turfosum (Sch.Bip.) Soest;Taraxacum sect. Palustria;3;3;Taraxacum turfosum;1;NA
pladias:3366;Taraxacum quaesitum;Taraxacum quaesitum Kirschner et Štěpánek;Taraxacum quaesitum Kirschner & Štěpánek;Taraxacum quaesitum;Kirschner & Štěpánek;species;NA;Taraxacum quaesitum Kirschner & Štěpánek;Taraxacum sect. Palustria;5;5;Taraxacum quaesitum;1;NA
pladias:3407;Taraxacum mendax;Taraxacum mendax Kirschner et Štěpánek;Taraxacum mendax Kirschner & Štěpánek;Taraxacum mendax;Kirschner & Štěpánek;species;NA;Taraxacum mendax Kirschner & Štěpánek;Taraxacum sect. Palustria;4;4;Taraxacum mendax;1;NA
pladias:3408;Taraxacum skalinskanum;Taraxacum skalinskanum Małecka et Soest;Taraxacum skalinskanum Małecka & Soest;Taraxacum skalinskanum;Małecka & Soest;species;NA;Taraxacum skalinskanum Małecka & Soest;Taraxacum sect. Palustria;11;9;Taraxacum skalinskanum;1;NA
pladias:3508;Taraxacum hollandicum;Taraxacum hollandicum Soest;Taraxacum hollandicum Soest;Taraxacum hollandicum;Soest;species;NA;Taraxacum hollandicum Soest;Taraxacum sect. Palustria;27;27;Taraxacum hollandicum;1;NA
pladias:3513;Taraxacum bohemicum;Taraxacum bohemicum Kirschner et Štěpánek;Taraxacum bohemicum Kirschner & Štěpánek;Taraxacum bohemicum;Kirschner & Štěpánek;species;NA;Taraxacum bohemicum Kirschner & Štěpánek;Taraxacum sect. Palustria;9;9;Taraxacum bohemicum;1;NA
pladias:3528;Taraxacum subdolum;Taraxacum subdolum Kirschner et Štěpánek;Taraxacum subdolum Kirschner & Štěpánek;Taraxacum subdolum;Kirschner & Štěpánek;species;NA;Taraxacum subdolum Kirschner & Štěpánek;Taraxacum sect. Palustria;14;13;Taraxacum subdolum;1;NA
pladias:3578;Taraxacum austrinum;Taraxacum austrinum G. E. Haglund;Taraxacum austrinum G.E.Haglund;Taraxacum austrinum;G.E.Haglund;species;NA;Taraxacum austrinum G.E.Haglund;Taraxacum sect. Palustria;4;4;Taraxacum austrinum;1;NA
pladias:3707;Taraxacum cognatum;Taraxacum cognatum Kirschner et Štěpánek;Taraxacum cognatum Kirschner & Štěpánek;Taraxacum cognatum;Kirschner & Štěpánek;species;NA;Taraxacum cognatum Kirschner & Štěpánek;Taraxacum sect. Palustria;8;6;Taraxacum cognatum;1;NA
pladias:3729;Taraxacum indigenum;Taraxacum indigenum Kirschner et Štěpánek;Taraxacum indigenum Kirschner & Štěpánek;Taraxacum indigenum;Kirschner & Štěpánek;species;NA;Taraxacum indigenum Kirschner & Štěpánek;Taraxacum sect. Palustria;3;3;Taraxacum indigenum;1;NA
pladias:3730;Taraxacum madidum;Taraxacum madidum Kirschner et Štěpánek;Taraxacum madidum Kirschner & Štěpánek;Taraxacum madidum;Kirschner & Štěpánek;species;NA;Taraxacum madidum Kirschner & Štěpánek;Taraxacum sect. Palustria;12;12;Taraxacum madidum;1;NA
pladias:3882;Taraxacum vindobonense;Taraxacum vindobonense Soest;Taraxacum vindobonense Soest;Taraxacum vindobonense;Soest;species;NA;Taraxacum vindobonense Soest;Taraxacum sect. Palustria;17;14;Taraxacum vindobonense;1;NA
pladias:4090;Taraxacum trilobifolium;Taraxacum trilobifolium Hudziok;Taraxacum trilobifolium Hudziok;Taraxacum trilobifolium;Hudziok;species;NA;Taraxacum trilobifolium Hudziok;Taraxacum sect. Palustria;3;3;Taraxacum trilobifolium;0;extinct/missing
pladias:4156;Taraxacum fartoris;Taraxacum fartoris Kirschner et Štěpánek;Taraxacum fartoris Kirschner & Štěpánek;Taraxacum fartoris;Kirschner & Štěpánek;species;NA;Taraxacum fartoris Kirschner & Štěpánek;Taraxacum sect. Palustria;2;2;Taraxacum fartoris;1;NA
pladias:4157;Taraxacum litigiosum;Taraxacum litigiosum Kirschner et Štěpánek;Taraxacum litigiosum Kirschner & Štěpánek;Taraxacum litigiosum;Kirschner & Štěpánek;species;NA;Taraxacum litigiosum Kirschner & Štěpánek;Taraxacum sect. Palustria;5;3;Taraxacum litigiosum;1;NA
pladias:4515;Taraxacum uvidum;Taraxacum uvidum Kirschner et Štěpánek;Taraxacum uvidum Kirschner & Štěpánek;Taraxacum uvidum;Kirschner & Štěpánek;species;NA;Taraxacum uvidum Kirschner & Štěpánek;Taraxacum sect. Palustria;3;2;Taraxacum uvidum;1;NA
pladias:4549;Taraxacum arachnoideum;Taraxacum arachnoideum Kirschner et Štěpánek;Taraxacum arachnoideum Kirschner & Štěpánek;Taraxacum arachnoideum;Kirschner & Štěpánek;species;NA;Taraxacum arachnoideum Kirschner & Štěpánek;Taraxacum sect. Palustria;4;2;Taraxacum arachnoideum;1;NA
pladias:4552;Taraxacum inundatum;Taraxacum inundatum Kirschner et Štěpánek;Taraxacum inundatum Kirschner & Štěpánek;Taraxacum inundatum;Kirschner & Štěpánek;species;NA;Taraxacum inundatum Kirschner & Štěpánek;Taraxacum sect. Palustria;2;1;Taraxacum inundatum;0;extinct/missing
pladias:4553;Taraxacum olivaceum;Taraxacum olivaceum Soest;Taraxacum olivaceum Soest;Taraxacum olivaceum;Soest;species;NA;Taraxacum olivaceum Soest;Taraxacum sect. Palustria;1;1;Taraxacum olivaceum;0;extinct/missing
pladias:4563;Taraxacum paludem-ornans;Taraxacum paludem-ornans Kirschner et Štěpánek;Taraxacum paludem-ornans Kirschner & Štěpánek;Taraxacum paludem-ornans;Kirschner & Štěpánek;species;NA;Taraxacum paludem-ornans Kirschner & Štěpánek;Taraxacum sect. Palustria;6;2;Taraxacum paludem-ornans;1;NA
pladias:4612;Taraxacum ambrosium;Taraxacum ambrosium Kirschner et Štěpánek;Taraxacum ambrosium Kirschner & Štěpánek;Taraxacum ambrosium;Kirschner & Štěpánek;species;NA;Taraxacum ambrosium Kirschner & Štěpánek;Taraxacum sect. Palustria;2;NA;Taraxacum ambrosium;0;extinct/missing
