verbatim;edited;parent
Potamogeton fluitans_x forma congestus G.Fisch.;Potamogeton fluitans f. congestus G.Fisch.;NA
Potamogeton fluitans_x forma brevifolius G.Fisch.;Potamogeton fluitans f. brevifolius G.Fisch.;NA
Potamogeton fluitans_x var. petiolatus (Wolfg.) Nyman;Potamogeton fluitans var. petiolatus (Wolfg.) Nyman;NA
Potamogeton natans L.;Potamogeton natans L.;NA
Potamogeton pseudolacunatus_x Papch.;Potamogeton pseudolacunatus Papch.;NA
Potamogeton mucronulatus;Potamogeton mucronulatus;NA
Potamogeton nitens_x Willd. ex Cham. & Schltdl.;Potamogeton nitens Willd. ex Cham. & Schltdl.;NA
Potamogeton lucens L.;Potamogeton lucens L.;NA
Potamogeton undulatus_x var. cooperi Fryer;Potamogeton undulatus var. cooperi Fryer;NA
Potamogeton cooperi;Potamogeton cooperi;NA
Potamogeton cymbifolius_x G.Fisch.;Potamogeton cymbifolius G.Fisch.;NA
Potamogeton cymatodes_x Asch. & Graebn.;Potamogeton cymatodes Asch. & Graebn.;NA
Cocos tostana_x Bondarenko;Cocos tostana Bondarenko;NA
Syagrus tostana;Syagrus tostana;NA
Cocos matafome_x Bondarenko;Cocos matafome Bondarenko;NA
Syagrus matafome;Syagrus matafome;NA
Nothopanax anomasimplex_x Allan;Nothopanax anomasimplex Allan;NA
Raukaua parvus;Raukaua parvus;NA
Cocos camposportoana_x Bondarenko;Cocos camposportoana Bondarenko;NA
Syagrus camposportoana;Syagrus camposportoana;NA
Aralia lizei_x Cochet;Aralia lizei Cochet;NA
Fatshedera × lizei (Cochet) Guillaumin;Fatshedera × lizei (Cochet) Guillaumin;NA
Copernicia escarzana_x León;Copernicia escarzana León;NA
Copernicia hospita Mart.;Copernicia hospita Mart.;NA
Copernicia sueroana_x var. semiorbicularis León;Copernicia sueroana var. semiorbicularis León;NA
Copernicia curbeloi León;Copernicia curbeloi León;NA
Caladium hortulanum_x Birdsey;Caladium hortulanum Birdsey;NA
Caladium bicolor (Aiton) Vent.;Caladium bicolor (Aiton) Vent.;NA
Syagrus fairchildensis_x Glassman;Syagrus fairchildensis Glassman;NA
Butyagrus × nabonnandii (Prosch.) Vorster;Butyagrus × nabonnandii (Prosch.) Vorster;NA
Orbignya teixeirana_x Bondarenko;Orbignya teixeirana Bondarenko;NA
Attalea texeirana;Attalea texeirana;NA
Dichelostemma venustum;Dichelostemma venustum;NA
Polygonatum desoulavyi_x var. azegamii Ohwi;Polygonatum desoulavyi var. azegamii Ohwi;NA
Polygonatum azegamii;Polygonatum azegamii;NA
Peucedanum zirnichii_x Cohrs;Peucedanum zirnichii Cohrs;NA
Dichoropetalum zirnichii (Cohrs) Reduron;Dichoropetalum zirnichii (Cohrs) Reduron;NA
Vanilla tiarei_x Costantin & Bois;Vanilla tiarei Costantin & Bois;NA
Vanilla tahitensis J.W.Moore;Vanilla tahitensis J.W.Moore;NA
Vanilla hirsuta_x M.A.Clem. & D.L.Jones;Vanilla hirsuta M.A.Clem. & D.L.Jones;NA
Lophiaris teaboana_x R.Jiménez & al.;Lophiaris teaboana R.Jiménez & al.;NA
Trichocentrum teaboanum;Trichocentrum teaboanum;NA
Stilifolium marvraganii_x Lückel;Stilifolium marvraganii Lückel;NA
Trichocentrum marvraganii;Trichocentrum marvraganii;NA
Oncidium floride-phillippsiae_x Moir & A.D.Hawkes;Oncidium floride-phillippsiae Moir & A.D.Hawkes;NA
Tolumnia floride-phillippsiae;Tolumnia floride-phillippsiae;NA
Oncidium domingense_x Moir;Oncidium domingense Moir;NA
Tolumnia domingensis;Tolumnia domingensis;NA
Oncidium cubense_x Moir;Oncidium cubense Moir;NA
Tolumnia cubense;Tolumnia cubense;NA
Ida troyanoi_x Oakeley;Ida troyanoi Oakeley;NA
Sudamerlycaste troyanoi;Sudamerlycaste troyanoi;NA
Ida tornemezae_x Oakeley;Ida tornemezae Oakeley;NA
Sudamerlycaste tornemezae;Sudamerlycaste tornemezae;NA
Ida monopampanensis_x Oakeley;Ida monopampanensis Oakeley;NA
Sudamerlycaste monopampanensis;Sudamerlycaste monopampanensis;NA
Lycaste mathiasiae_x G.C.Kenn.;Lycaste mathiasiae G.C.Kenn.;NA
Sudamerlycaste mathiasiae;Sudamerlycaste mathiasiae;NA
Laelia leeana_x Rchb.f.;Laelia leeana Rchb.f.;NA
Sophrocattleya × leeana (Rchb.f.) VanDenBerg & M.W.Chase;Sophrocattleya × leeana (Rchb.f.) VanDenBerg & M.W.Chase;NA
Cattleya vedastii_x Perren. ex God.-Leb.;Cattleya vedastii Perren. ex God.-Leb.;NA
Serapias triloba_x Viv.;Serapias triloba Viv.;NA
Serapicamptis × triloba (Viv.) J.M.H.Shaw;Serapicamptis × triloba (Viv.) J.M.H.Shaw;NA
Serapias tommasinii_x A.Kern.;Serapias tommasinii A.Kern.;NA
Serapicamptis × tommasinii (A.Kern.) J.M.H.Shaw;Serapicamptis × tommasinii (A.Kern.) J.M.H.Shaw;NA
Serapias roselliniana_x Goiran;Serapias roselliniana Goiran;NA
Serapias timbali_x K.Richt.;Serapias timbali K.Richt.;NA
Serapicamptis × timbalii (K.Richt.) H.Kretzschmar et al.;Serapicamptis × timbalii (K.Richt.) H.Kretzschmar et al.;NA
Serapias triloba_x Dupuy ex Noulet;Serapias triloba Dupuy ex Noulet;NA
Serapicamptis × rousii (DuPuy) J.M.H.Shaw;Serapicamptis × rousii (DuPuy) J.M.H.Shaw;NA
Serapias rousii_x DuPuy;Serapias rousii DuPuy;NA
Serapias purpurea_x Doumenjou;Serapias purpurea Doumenjou;NA
Serapias dupuyana_x Rouy;Serapias dupuyana Rouy;NA
Serapias garbariorum_x Murr;Serapias garbariorum Murr;NA
Serapicamptis × garbariorum (Murr) J.M.H.Shaw;Serapicamptis × garbariorum (Murr) J.M.H.Shaw;NA
Serapias fontanae_x Rigo & Goiran;Serapias fontanae Rigo & Goiran;NA
Serapicamptis × fontanae (Rigo & Goiran) H.Kretzschmar et al.;Serapicamptis × fontanae (Rigo & Goiran) H.Kretzschmar et al.;NA
Serapias duffortii_x E.G.Camus;Serapias duffortii E.G.Camus;NA
Serapicamptis × duffortii (E.G.Camus) H.Kretzschmar et al.;Serapicamptis × duffortii (E.G.Camus) H.Kretzschmar et al.;NA
Serapias barlae_x K.Richt.;Serapias barlae K.Richt.;NA
Serapicamptis × barlae (K.Richt.) J.M.H.Shaw;Serapicamptis × barlae (K.Richt.) J.M.H.Shaw;NA
Orchis complicata_x E.G.Camus;Orchis complicata E.G.Camus;NA
Serapias complicata;Serapias complicata;NA
Luisia liukiuensis_x Schltr.;Luisia liukiuensis Schltr.;NA
Sedirisia × liukiuensis (Schltr.) J.M.H.Shaw;Sedirisia × liukiuensis (Schltr.) J.M.H.Shaw;NA
Schomburgkia rechingeriana_x var. superba H.G.Jones;Schomburgkia rechingeriana var. superba H.G.Jones;NA
Schomburgkia rechingerana H.G.Jones;Schomburgkia rechingerana H.G.Jones;NA
Odontoglossum williamsianum_x Rchb.f.;Odontoglossum williamsianum Rchb.f.;NA
Rossioglossum williamsianum (Rchb.f.) Garay & G.C.Kenn.;Rossioglossum williamsianum (Rchb.f.) Garay & G.C.Kenn.;NA
Odontoglossum vexativum_x Rchb.f.;Odontoglossum vexativum Rchb.f.;NA
Rhynchostele vexativa;Rhynchostele vexativa;NA
Odontoglossum duvivierianum_x Rchb.f.;Odontoglossum duvivierianum Rchb.f.;NA
Rhynchostele maculata (Lex.) SotoArenas & Salazar;Rhynchostele maculata (Lex.) SotoArenas & Salazar;NA
Odontoglossum humeanum_x Rchb.f.;Odontoglossum humeanum Rchb.f.;NA
Rhynchostele humeana;Rhynchostele humeana;NA
Encyclia tudiana_x Dod;Encyclia tudiana Dod;NA
Psychilis tudiana;Psychilis tudiana;NA
Orchis bruniana_x Brügger;Orchis bruniana Brügger;NA
Pseudorhiza × bruniana (Brügger) P.F.Hunt;Pseudorhiza × bruniana (Brügger) P.F.Hunt;NA
Leucorchis vitosana_x H.Baumann;Leucorchis vitosana H.Baumann;NA
Pseudadenia × vitosana (H.Baumann) O.Gerbaud & W.Schmid;Pseudadenia × vitosana (H.Baumann) O.Gerbaud & W.Schmid;NA
Gymnadenia strampffii_x Asch.;Gymnadenia strampffii Asch.;NA
Pseudadenia × strampffii (Asch.) P.F.Hunt;Pseudadenia × strampffii (Asch.) P.F.Hunt;NA
Gymnadenia schweinfurthii_x Hegelm. ex A.Kern.;Gymnadenia schweinfurthii Hegelm. ex A.Kern.;NA
Pseudadenia × schweinfurthii (Hegelm. ex A.Kern.) P.F.Hunt;Pseudadenia × schweinfurthii (Hegelm. ex A.Kern.) P.F.Hunt;NA
Habenaria canbyi_x Ames;Habenaria canbyi Ames;NA
Platanthera canbyi;Platanthera canbyi;NA
Habenaria rafinesquei_x Beckner;Habenaria rafinesquei Beckner;NA
Platanthera bicolor;Platanthera bicolor;NA
Blephariglottis bicolor_x Raf.;Blephariglottis bicolor Raf.;NA
Habenaria andrewsii_x M.White;Habenaria andrewsii M.White;NA
Platanthera andrewsii;Platanthera andrewsii;NA
Habenaria andrewseii_x White ex Niles;Habenaria andrewseii White ex Niles;NA
Cypripedium stenophyllum_x Rchb.f.;Cypripedium stenophyllum Rchb.f.;NA
Phragmipedium stenophyllum;Phragmipedium stenophyllum;NA
Selenipedium stella_x Sander;Selenipedium stella Sander;NA
Phragmipedium stella;Phragmipedium stella;NA
Selenipedium weidlichianum_x Sander;Selenipedium weidlichianum Sander;NA
Phragmipedium sedenii;Phragmipedium sedenii;NA
Selenipedium sedenii_x var. weidlichianum (Sander) Rolfe;Selenipedium sedenii var. weidlichianum (Sander) Rolfe;NA
Selenipedium sedenii_x var. porphyreum (Rchb.f.) Desbois;Selenipedium sedenii var. porphyreum (Rchb.f.) Desbois;NA
Selenipedium sedenii_x var. leucorrhodum (Rchb.f.) Rolfe;Selenipedium sedenii var. leucorrhodum (Rchb.f.) Rolfe;NA
Selenipedium sedenii_x var. candidulum (Rchb.f.) G.Nicholson;Selenipedium sedenii var. candidulum (Rchb.f.) G.Nicholson;NA
Selenipedium sedenii_x var. albanense (A.H.Kent) Rolfe;Selenipedium sedenii var. albanense (A.H.Kent) Rolfe;NA
Selenipedium porphyreum_x Rchb.f.;Selenipedium porphyreum Rchb.f.;NA
Selenipedium lemoinierianum_x var. compactum (Measures) Rolfe;Selenipedium lemoinierianum var. compactum (Measures) Rolfe;NA
Selenipedium cardinale_x var. vannerae (Ballif) Rolfe;Selenipedium cardinale var. vannerae (Ballif) Rolfe;NA
Selenipedium cardinale_x var. rubicundum (Measures) Rolfe;Selenipedium cardinale var. rubicundum (Measures) Rolfe;NA
Selenipedium ainsworthii_x var. robustum (Rchb.f.) Rolfe;Selenipedium ainsworthii var. robustum (Rchb.f.) Rolfe;NA
Selenipedium ainsworthii_x var. delicatum Rolfe;Selenipedium ainsworthii var. delicatum Rolfe;NA
Selenipedium ainsworthii_x var. calurum (Rchb.f.) Rolfe;Selenipedium ainsworthii var. calurum (Rchb.f.) Rolfe;NA
Selenipedium ainsworthii_x var. brownii (auct.) Rolfe;Selenipedium ainsworthii var. brownii (auct.) Rolfe;NA
Cypripedium vannerae_x Ballif;Cypripedium vannerae Ballif;NA
Cypripedium sedenii_x Rchb.f.;Cypripedium sedenii Rchb.f.;NA
Cypripedium rubicundum_x Measures;Cypripedium rubicundum Measures;NA
Cypripedium robustum_x Rchb.f.;Cypripedium robustum Rchb.f.;NA
Cypripedium porphyreum_x Rchb.f.;Cypripedium porphyreum Rchb.f.;NA
Cypripedium leucorrhodum_x Rchb.f.;Cypripedium leucorrhodum Rchb.f.;NA
Cypripedium lemoinierianum_x Rchb.f.;Cypripedium lemoinierianum Rchb.f.;NA
Cypripedium cardinale_x Rchb.f.;Cypripedium cardinale Rchb.f.;NA
Cypripedium calurum_x var. rougieri God.-Leb.;Cypripedium calurum var. rougieri God.-Leb.;NA
Cypripedium calurum_x Rchb.f.;Cypripedium calurum Rchb.f.;NA
Cypripedium brownii_x Auct.;Cypripedium brownii Auct.;NA
Cypripedium ainsworthii_x Rchb.f.;Cypripedium ainsworthii Rchb.f.;NA
Cypripedium saundersianum_x Rchb.f.;Cypripedium saundersianum Rchb.f.;NA
Phragmipedium saundersianum;Phragmipedium saundersianum;NA
Selenipedium grande_x var. macrochilum Rolfe;Selenipedium grande var. macrochilum Rolfe;NA
Phragmipedium grande;Phragmipedium grande;NA
Selenipedium grande_x var. atratum (Measures) Rolfe;Selenipedium grande var. atratum (Measures) Rolfe;NA
Cypripedium macrochilum_x O'Brien;Cypripedium macrochilum O'Brien;NA
Cypripedium grande_x Rchb.f.;Cypripedium grande Rchb.f.;NA
Selenipedium dominianum_x var. clymene (Rolfe) Rolfe;Selenipedium dominianum var. clymene (Rolfe) Rolfe;NA
Phragmipedium dominianum;Phragmipedium dominianum;NA
Selenipedium clymene_x Rolfe;Selenipedium clymene Rolfe;NA
Selenipedium conchiferum_x var. chlorops (Rchb.f.) Rolfe;Selenipedium conchiferum var. chlorops (Rchb.f.) Rolfe;NA
Phragmipedium conchiferum;Phragmipedium conchiferum;NA
Selenipedium chlorops_x Rchb.f.;Selenipedium chlorops Rchb.f.;NA
Cypripedium conchiferum_x Rchb.f.;Cypripedium conchiferum Rchb.f.;NA
Cypripedium chlorops_x Rchb.f.;Cypripedium chlorops Rchb.f.;NA
Bollea pallens_x Rchb.f.;Bollea pallens Rchb.f.;NA
Pescatoria pallens;Pescatoria pallens;NA
Phalaenopsis thorntonii_x Holttum;Phalaenopsis thorntonii Holttum;NA
Paraphalaenopsis serpentilingua (J.J.Sm.) A.D.Hawkes;Paraphalaenopsis serpentilingua (J.J.Sm.) A.D.Hawkes;NA
Cypripedium siamense_x Rolfe;Cypripedium siamense Rolfe;NA
Paphiopedilum siamense;Paphiopedilum siamense;NA
Cypripedium sanderianum_x Rchb.f.;Cypripedium sanderianum Rchb.f.;NA
Paphiopedilum sanderianum (Rchb.f.) Stein;Paphiopedilum sanderianum (Rchb.f.) Stein;NA
Cypripedium pereirae_x Ridl.;Cypripedium pereirae Ridl.;NA
Paphiopedilum niveum (Rchb.f.) Stein;Paphiopedilum niveum (Rchb.f.) Stein;NA
Cypripedium littleanum_x Auct.;Cypripedium littleanum Auct.;NA
Paphiopedilum littleanum (Auct.) Rolfe;Paphiopedilum littleanum (Auct.) Rolfe;NA
Cypripedium kimballianum_x Rchb.f.;Cypripedium kimballianum Rchb.f.;NA
Paphiopedilum kimballianum;Paphiopedilum kimballianum;NA
Cypripedium burbidgei_x Rchb.f.;Cypripedium burbidgei Rchb.f.;NA
Paphiopedilum burbidgei;Paphiopedilum burbidgei;NA
Cypripedium obscurum_x Rchb.f.;Cypripedium obscurum Rchb.f.;NA
Paphiopedilum ashburtonae;Paphiopedilum ashburtonae;NA
Cypripedium laforcadei_x F.A.Bauer ex Godefroy;Cypripedium laforcadei F.A.Bauer ex Godefroy;NA
Cypripedium bartetii_x Carrière;Cypripedium bartetii Carrière;NA
Cypripedium ashburtonae_x Rchb.f.;Cypripedium ashburtonae Rchb.f.;NA
Orchis hybrida_x var. jacquinii (Godr.) Nyman;Orchis hybrida var. jacquinii (Godr.) Nyman;NA
Orchis purpurea Huds.;Orchis purpurea Huds.;NA
Orchis stevenii_x Rchb.f.;Orchis stevenii Rchb.f.;NA
Orchis militaris L.;Orchis militaris L.;NA
Orchis dubia_x E.G.Camus;Orchis dubia E.G.Camus;NA
Orchis hybrida;Orchis hybrida;NA
Orchis subpatens_x E.G.Camus;Orchis subpatens E.G.Camus;NA
Orchis fallax;Orchis fallax;NA
Orchis ehdenica_x Kreutz;Orchis ehdenica Kreutz;NA
Orchis anatolica Boiss.;Orchis anatolica Boiss.;NA
Orchis razzarae_x Galesi;Orchis razzarae Galesi;NA
Orchinea × razzarae (Galesi) F.M.Vázquez;Orchinea × razzarae (Galesi) F.M.Vázquez;NA
Orchis corcyrensis_x Halácsy ex Soó;Orchis corcyrensis Halácsy ex Soó;NA
Orchinea × attica (Hausskn.) F.M.Vázquez;Orchinea × attica (Hausskn.) F.M.Vázquez;NA
Orchis attica_x Hausskn.;Orchis attica Hausskn.;NA
Orchis hircinosimia_x Timb.-Lagr.;Orchis hircinosimia Timb.-Lagr.;NA
Orchimantoglossum × lacazei (E.G.Camus & A.Camus) Asch. & Graebn.;Orchimantoglossum × lacazei (E.G.Camus & A.Camus) Asch. & Graebn.;NA
Orchis robsonii_x Druce;Orchis robsonii Druce;NA
Orchigymnadenia × robsonii Hesl.-Harr.;Orchigymnadenia × robsonii Hesl.-Harr.;NA
Orchis schulzii_x Hausskn. ex Nyman;Orchis schulzii Hausskn. ex Nyman;NA
Orchidactyla × schulzii (Hausskn. ex Nyman) Borsos & Soó;Orchidactyla × schulzii (Hausskn. ex Nyman) Borsos & Soó;NA
Orchis schulzii_x Hausskn.;Orchis schulzii Hausskn.;NA
Orchis sauzaiana_x E.G.Camus;Orchis sauzaiana E.G.Camus;NA
Orchis jeanpertii_x E.G.Camus & Luizet;Orchis jeanpertii E.G.Camus & Luizet;NA
Orchidactyla × jeanpertii (Camus) Borsos & Soó;Orchidactyla × jeanpertii (Camus) Borsos & Soó;NA
Ophrys peltieri_x var. tempestatis J.Forst.;Ophrys peltieri var. tempestatis J.Forst.;NA
Ophrys tempestatis;Ophrys tempestatis;NA
Ophrys zagoriana_x G.Thiele & W.Thiele;Ophrys zagoriana G.Thiele & W.Thiele;NA
Ophrys sphegodes Mill.;Ophrys sphegodes Mill.;NA
Ophrys poelmansiana_x P.Delforge;Ophrys poelmansiana P.Delforge;NA
Ophrys plakotiana_x C.Thiele & al.;Ophrys plakotiana C.Thiele & al.;NA
Ophrys arachnitiformis_x subsp. cephalonica (B.Baumann & H.Baumann) Kreutz;Ophrys arachnitiformis subsp. cephalonica (B.Baumann & H.Baumann) Kreutz;NA
Ophrys arachnitiformis_x subsp. cilentana (Devillers-Tersch. & Devillers) Kreutz;Ophrys arachnitiformis subsp. cilentana (Devillers-Tersch. & Devillers) Kreutz;NA
Ophrys arachnitiformis_x subsp. marzuola (Geniez & al.) Kreutz;Ophrys arachnitiformis subsp. marzuola (Geniez & al.) Kreutz;NA
Ophrys arachnitiformis_x var. passionis (Sennen) P.Delforge;Ophrys arachnitiformis var. passionis (Sennen) P.Delforge;NA
Ophrys maladroxiensis_x subsp. daissiorum H.Baumann & al.;Ophrys maladroxiensis subsp. daissiorum H.Baumann & al.;NA
Ophrys daissiorum;Ophrys daissiorum;NA
Ophrys philippei_x forma calenae;Ophrys philippei f. calenae;NA
Ophrys calenae;Ophrys calenae;NA
Ophrys botteroni_x Chodat;Ophrys botteroni Chodat;NA
Ophrys apifera Huds.;Ophrys apifera Huds.;NA
Odontoglossum wilckeanum_x var. pallens Rchb.f.;Odontoglossum wilckeanum var. pallens Rchb.f.;NA
Oncidium wilckeanum;Oncidium wilckeanum;NA
Odontoglossum wilckeanum_x Rchb.f.;Odontoglossum wilckeanum Rchb.f.;NA
Odontoglossum vuylstekeanum_x Rchb.f.;Odontoglossum vuylstekeanum Rchb.f.;NA
Odontoglossum prionopetalon_x O'Brien;Odontoglossum prionopetalon O'Brien;NA
Odontoglossum lyroglossum_x Rchb.f.;Odontoglossum lyroglossum Rchb.f.;NA
Odontoglossum leroyanum_x God.-Leb.;Odontoglossum leroyanum God.-Leb.;NA
Odontoglossum claesianum_x L.Linden;Odontoglossum claesianum L.Linden;NA
Odontoglossum bergmanii_x L.Linden;Odontoglossum bergmanii L.Linden;NA
Odontoglossum stellimicans_x Rchb.f.;Odontoglossum stellimicans Rchb.f.;NA
Oncidium stellimicans;Oncidium stellimicans;NA
Odontoglossum staurastrum_x Rchb.f.;Odontoglossum staurastrum Rchb.f.;NA
Odontoglossum imschootianum_x Rolfe;Odontoglossum imschootianum Rolfe;NA
Cochlioda floryi_x Rolfe;Cochlioda floryi Rolfe;NA
Oncidium noezlianum (Mast.) M.W.Chase & N.H.Williams;Oncidium noezlianum (Mast.) M.W.Chase & N.H.Williams;NA
Odontoglossum murrellianum_x Rchb.f.;Odontoglossum murrellianum Rchb.f.;NA
Oncidium murrellianum;Oncidium murrellianum;NA
Odontoglossum tentaculatum_x Rchb.f.;Odontoglossum tentaculatum Rchb.f.;NA
Oncidium mulus;Oncidium mulus;NA
Odontoglossum mulus_x Rchb.f.;Odontoglossum mulus Rchb.f.;NA
Odontoglossum cuspidatum_x Rchb.f.;Odontoglossum cuspidatum Rchb.f.;NA
Odontoglossum marriottianum_x Rchb.f.;Odontoglossum marriottianum Rchb.f.;NA
Oncidium marriottianum;Oncidium marriottianum;NA
Odontoglossum ludwigianum_x Roeth;Odontoglossum ludwigianum Roeth;NA
Oncidium ludwigianum;Oncidium ludwigianum;NA
Odontoglossum owenianum_x Rolfe;Odontoglossum owenianum Rolfe;NA
Oncidium limbatum;Oncidium limbatum;NA
Odontoglossum limbatum_x Rchb.f.;Odontoglossum limbatum Rchb.f.;NA
Odontoglossum elegantius_x Rchb.f.;Odontoglossum elegantius Rchb.f.;NA
Odontoglossum leeanum_x Rchb.f.;Odontoglossum leeanum Rchb.f.;NA
Oncidium leeanum (Rchb.f.) M.W.Chase & N.H.Williams;Oncidium leeanum (Rchb.f.) M.W.Chase & N.H.Williams;NA
Odontoglossum guttatum_x Rolfe;Odontoglossum guttatum Rolfe;NA
Odontoglossum kraenzlinii_x O'Brien;Odontoglossum kraenzlinii O'Brien;NA
Oncidium kraenzlinii;Oncidium kraenzlinii;NA
Odontoglossum hinnus_x Rchb.f.;Odontoglossum hinnus Rchb.f.;NA
Oncidium hinnus;Oncidium hinnus;NA
Odontoglossum harvengtense_x L.Linden;Odontoglossum harvengtense L.Linden;NA
Oncidium excellens;Oncidium excellens;NA
Odontoglossum excellens_x Rchb.f.;Odontoglossum excellens Rchb.f.;NA
Odontoglossum dellense_x O'Brien;Odontoglossum dellense O'Brien;NA
Odontoglossum dicranophorum_x Rchb.f.;Odontoglossum dicranophorum Rchb.f.;NA
Oncidium dicranophorum;Oncidium dicranophorum;NA
Odontoglossum ligulare_x Rchb.f.;Odontoglossum ligulare Rchb.f.;NA
Oncidium coradinei;Oncidium coradinei;NA
Odontoglossum coradinei_x Rchb.f.;Odontoglossum coradinei Rchb.f.;NA
Odontoglossum cookianum_x Rolfe;Odontoglossum cookianum Rolfe;NA
Oncidium cookianum;Oncidium cookianum;NA
Odontoglossum brandtii_x Kraenzl. & Wittm.;Odontoglossum brandtii Kraenzl. & Wittm.;NA
