verbatim;edited;parent
Turbinicarpus amiantus_x Halda & Panar.;Turbinicarpus amiantus Halda & Panar.;NA
Turbinicarpus amabilis_x Halda & Panar.;Turbinicarpus amabilis Halda & Panar.;NA
Turbinicarpus albellus_x Halda & Panar.;Turbinicarpus albellus Halda & Panar.;NA
Turbinicarpus agatolepis_x Halda & Panar.;Turbinicarpus agatolepis Halda & Panar.;NA
Turbinicarpus aequalis_x Halda & Panar.;Turbinicarpus aequalis Halda & Panar.;NA
Turbinicarpus aemulus_x Halda & Panar.;Turbinicarpus aemulus Halda & Panar.;NA
Turbinicarpus adronatus_x Halda & Panar.;Turbinicarpus adronatus Halda & Panar.;NA
Turbinicarpus admirabilis_x Halda & Panar.;Turbinicarpus admirabilis Halda & Panar.;NA
Thelocactus mirandus_x Halda & Panar.;Thelocactus mirandus Halda & Panar.;NA
Silene urbaniica_x Panov;Silene urbaniica Panov;NA
Sulcorebutia erinacea_x Slaba &  orma;Sulcorebutia erinacea Slaba & orma;NA
Silene montistellensis_x Ladero & al.;Silene montistellensis Ladero & al.;NA
Schlumbergera reginae_x McMillan & Orssich;Schlumbergera reginae McMillan & Orssich;NA
Schlumbergera exotica_x Barthlott & Rauh;Schlumbergera exotica Barthlott & Rauh;NA
Schlumbergera eprica_x Süpplie;Schlumbergera eprica Süpplie;NA
Rhipsalis graeseri_x Werderm.;Rhipsalis graeseri Werderm.;NA
Silene hybrida_x Jordanov & Panov;Silene hybrida Jordanov & Panov;NA
Silene hampeana_x Meusel & K.Werner;Silene hampeana Meusel & K.Werner;NA
Silene grecescui_x Gusul.;Silene grecescui Gusul.;NA
Pilosocereus subsimilis_x Rizzini & A.Mattos;Pilosocereus subsimilis Rizzini & A.Mattos;NA
Sagina normaniana_x Lagerh.;Sagina normaniana Lagerh.;NA
Sagina micrantha_x Boreau;Sagina micrantha Boreau;NA
Sagina media_x Brügger;Sagina media Brügger;NA
Opuntia spinosibacca_x M.S.Anthony;Opuntia spinosibacca M.S.Anthony;NA
Opuntia rooneyi_x M.P.Griff.;Opuntia rooneyi M.P.Griff.;NA
Opuntia lucayana_x Britton;Opuntia lucayana Britton;NA
Opuntia elisae_x D.Guillot & P.VanDerMeer;Opuntia elisae D.Guillot & P.VanDerMeer;NA
Opuntia curvispina_x Griffiths;Opuntia curvispina Griffiths;NA
Opuntia columbiana_x Griffiths;Opuntia columbiana Griffiths;NA
Opuntia cochinera_x Griffiths;Opuntia cochinera Griffiths;NA
Opuntia cervicornis_x Späth;Opuntia cervicornis Späth;NA
Opuntia carstenii_x R.Puente & C.Hamann;Opuntia carstenii R.Puente & C.Hamann;NA
Opuntia andersonii_x H.M.Hern. & al.;Opuntia andersonii H.M.Hern. & al.;NA
Melocactus horridus_x Werderm.;Melocactus horridus Werderm.;NA
Paronychia cuatrecasasii_x Sennen;Paronychia cuatrecasasii Sennen;NA
Melocactus albicephalus_x Buining ex Brederoo;Melocactus albicephalus Buining ex Brederoo;NA
Moehringia hybrida_x A.Kern. ex Hand.-Mazz.;Moehringia hybrida A.Kern. ex Hand.-Mazz.;NA
Moehringia coronensis_x Behr;Moehringia coronensis Behr;NA
Minuartia antalyensis_x Parolly & Eren;Minuartia antalyensis Parolly & Eren;NA
Lychnis haageana_x Lem.;Lychnis haageana Lem.;NA
Herniaria urrutiae_x PérezDacosta & Uribe-Ech.;Herniaria urrutiae PérezDacosta & Uribe-Ech.;NA
Herniaria montenegrina_x PérezDacosta & Mateo;Herniaria montenegrina PérezDacosta & Mateo;NA
Mammillaria gajii_x Chvastek & Halda;Mammillaria gajii Chvastek & Halda;NA
Gypsophila digenea_x Borbás;Gypsophila digenea Borbás;NA
Gypsophila castellana_x Pau;Gypsophila castellana Pau;NA
Dianthus zarencznianus_x Zapal.;Dianthus zarencznianus Zapal.;NA
Dianthus warionii_x Bucq. & Timb.-Lagr.;Dianthus warionii Bucq. & Timb.-Lagr.;NA
Dianthus varians_x Rouy & Foucaud;Dianthus varians Rouy & Foucaud;NA
Dianthus subfissus_x Rouy & Foucaud;Dianthus subfissus Rouy & Foucaud;NA
Gymnocalycium pazoutianum_x Halda;Gymnocalycium pazoutianum Halda;NA
Dianthus saxatilis_x F.W.Schmidt;Dianthus saxatilis F.W.Schmidt;NA
Dianthus richteri_x Rouy & Foucaud;Dianthus richteri Rouy & Foucaud;NA
Gymnocalycium heidiae_x Neuhuber;Gymnocalycium heidiae Neuhuber;NA
Dianthus ponsi_x Rouy & Foucaud;Dianthus ponsi Rouy & Foucaud;NA
Dianthus paui_x Sennen;Dianthus paui Sennen;NA
Dianthus paradoxus_x Keller ex Schröt.;Dianthus paradoxus Keller ex Schröt.;NA
Dianthus notabilis_x Sennen;Dianthus notabilis Sennen;NA
Dianthus nigritus_x Hirahata & Kitam.;Dianthus nigritus Hirahata & Kitam.;NA
Dianthus melandrioides_x Pau;Dianthus melandrioides Pau;NA
Dianthus mammingiorum_x Murr;Dianthus mammingiorum Murr;NA
Dianthus loretii_x Rouy & Foucaud;Dianthus loretii Rouy & Foucaud;NA
Dianthus lorberi_x Kubát & Abtová;Dianthus lorberi Kubát & Abtová;NA
Dianthus lamyi_x Rouy & Foucaud;Dianthus lamyi Rouy & Foucaud;NA
Dianthus lacinulatus_x Zapal.;Dianthus lacinulatus Zapal.;NA
Dianthus krasanii_x A.Kern. ex DallaTorre & Sarnth.;Dianthus krasanii A.Kern. ex DallaTorre & Sarnth.;NA
Dianthus julii-wolfii_x Marton;Dianthus julii-wolfii Marton;NA
Dianthus josephinae_x FontQuer;Dianthus josephinae FontQuer;NA
Dianthus javorkae_x Kárpáti;Dianthus javorkae Kárpáti;NA
Dianthus jaczonis_x Asch.;Dianthus jaczonis Asch.;NA
Dianthus huebneri_x Seehaus;Dianthus huebneri Seehaus;NA
Dianthus helveticorum_x M.Laínz;Dianthus helveticorum M.Laínz;NA
Dianthus hellwigii_x Borbás ex Asch.;Dianthus hellwigii Borbás ex Asch.;NA
Dianthus genersichii_x Györffy;Dianthus genersichii Györffy;NA
Dianthus gabrielae_x Domin;Dianthus gabrielae Domin;NA
Dianthus ebneri_x Heimerl;Dianthus ebneri Heimerl;NA
Dianthus digeneus_x Rouy & Foucaud;Dianthus digeneus Rouy & Foucaud;NA
Dianthus corberae_x Sennen;Dianthus corberae Sennen;NA
Dianthus cincinnatus_x Lem.;Dianthus cincinnatus Lem.;NA
Dianthus isensis_x Hirahata & Kitam.;Dianthus isensis Hirahata & Kitam.;NA
Dianthus cincinnatus_x forma rosalbus M.Hiroe;Dianthus cincinnatus f. rosalbus M.Hiroe;NA
Dianthus cincinnatus_x forma longipetalus M.Hiroe;Dianthus cincinnatus f. longipetalus M.Hiroe;NA
Dianthus cincinnatus_x forma isensis (Hirahata & Kitam.) M.Hiroe;Dianthus cincinnatus f. isensis (Hirahata & Kitam.) M.Hiroe;NA
Dianthus carolipaui_x M.B.Crespo & Mateo;Dianthus carolipaui M.B.Crespo & Mateo;NA
Dianthus burciae_x Péterfi & Gürtler;Dianthus burciae Péterfi & Gürtler;NA
Dianthus brivatensis_x Blanch.;Dianthus brivatensis Blanch.;NA
Dianthus bergadensis_x Sennen;Dianthus bergadensis Sennen;NA
Dianthus arvernensis_x Rouy & Foucaud;Dianthus arvernensis Rouy & Foucaud;NA
Dianthus artignanii_x Sennen;Dianthus artignanii Sennen;NA
Dianthus ambrozy-migazzianus_x Boros;Dianthus ambrozy-migazzianus Boros;NA
Cerastium triculinum_x A.Nyár. & Prodan;Cerastium triculinum A.Nyár. & Prodan;NA
Cerastium symei_x Druce;Cerastium symei Druce;NA
Cerastium rigoi_x Huter & Porta;Cerastium rigoi Huter & Porta;NA
Cerastium richardsonii_x Druce;Cerastium richardsonii Druce;NA
Cerastium pseudalpinum_x Murr;Cerastium pseudalpinum Murr;NA
Cerastium oxoniense_x Druce;Cerastium oxoniense Druce;NA
Cerastium murbeckii_x P.Fourn.;Cerastium murbeckii P.Fourn.;NA
Cerastium mixtum_x Huter ex Hallier;Cerastium mixtum Huter ex Hallier;NA
Cerastium maureri_x M.Schulze;Cerastium maureri M.Schulze;NA
Epiphyllum vandesii_x G.Don;Epiphyllum vandesii G.Don;NA
Epiphyllum splendidum_x Paxton;Epiphyllum splendidum Paxton;NA
Epiphyllum splendens_x Auct.;Epiphyllum splendens Auct.;NA
Epiphyllum rollissonii_x T.Moore;Epiphyllum rollissonii T.Moore;NA
Cerastium laestadianum_x H.Samzelius;Cerastium laestadianum H.Samzelius;NA
Epiphyllum jenkinsonii_x G.Don;Epiphyllum jenkinsonii G.Don;NA
Epiphyllum buckleyi_x T.Moore;Epiphyllum buckleyi T.Moore;NA
Echinopsis tougardii_x Hérincq;Echinopsis tougardii Hérincq;NA
Echinopsis poselgeri_x Rud.Mey.;Echinopsis poselgeri Rud.Mey.;NA
Echinopsis nigerrima_x Schelle;Echinopsis nigerrima Schelle;NA
Cerastium brueggerianum_x DallaTorre & Sarnth.;Cerastium brueggerianum DallaTorre & Sarnth.;NA
Cerastium blyttii_x Baen.;Cerastium blyttii Baen.;NA
Echinopsis muelleri_x Hirscht;Echinopsis muelleri Hirscht;NA
Cerastium arvemense_x Charb.;Cerastium arvemense Charb.;NA
Echinopsis lagemannii_x A.Dietr.;Echinopsis lagemannii A.Dietr.;NA
Echinopsis imperialis_x Hummelinck;Echinopsis imperialis Hummelinck;NA
Echinopsis duvallii_x Rud.Mey. ex Britton & Rose;Echinopsis duvallii Rud.Mey. ex Britton & Rose;NA
Echinopsis droegeana_x Rud.Mey. ex Britton & Rose;Echinopsis droegeana Rud.Mey. ex Britton & Rose;NA
Arenaria piifontii_x M.B.Crespo & Mateo;Arenaria piifontii M.B.Crespo & Mateo;NA
Arenaria decipiens_x FontQuer;Arenaria decipiens FontQuer;NA
Agrostemma walkeri_x Dicks. ex Lindl.;Agrostemma walkeri Dicks. ex Lindl.;NA
Agrostemma hybrida_x Pépin;Agrostemma hybrida Pépin;NA
Agrostemma baldense_x Porta ex Tanfani;Agrostemma baldense Porta ex Tanfani;NA
Echinocactus constrictus_x Hildm.;Echinocactus constrictus Hildm.;NA
Disocactus kimnachii_x G.D.Rowley;Disocactus kimnachii G.D.Rowley;NA
Cylindropuntia media_x P.V.Heath;Cylindropuntia media P.V.Heath;NA
Cylindropuntia grantiorum_x P.V.Heath;Cylindropuntia grantiorum P.V.Heath;NA
Cylindropuntia antoniae_x P.V.Heath;Cylindropuntia antoniae P.V.Heath;NA
Copiapoa scopa_x Doweld;Copiapoa scopa Doweld;NA
Cleistocactus rojoi_x Cárdenas;Cleistocactus rojoi Cárdenas;NA
Cleistocactus villamontesii_x var. longiflorior Backeb.;Cleistocactus villamontesii var. longiflorior Backeb.;NA
Cleistocactus villamontesii_x Cárdenas;Cleistocactus villamontesii Cárdenas;NA
Cereus smithianus_x Sweet;Cereus smithianus Sweet;NA
Cereus ruferi_x Lipsch.;Cereus ruferi Lipsch.;NA
Cereus ruferi_x var. major Lipsch.;Cereus ruferi var. major Lipsch.;NA
Cereus hansii_x Baumann;Cereus hansii Baumann;NA
Cereus freiburgensis_x Weing.;Cereus freiburgensis Weing.;NA
Cereus colvillii_x Sweet;Cereus colvillii Sweet;NA
Cereus beckmannii_x Weing.;Cereus beckmannii Weing.;NA
Ariocarpus drabi_x Halda & Sladk.;Ariocarpus drabi Halda & Sladk.;NA
Ariocarpus dubeniorum_x Halda & Malina;Ariocarpus dubeniorum Halda & Malina;NA
Ariocarpus nelissae_x Halda & Panar.;Ariocarpus nelissae Halda & Panar.;NA
Arrojadoa albiflora_x Buining ex Brederoo;Arrojadoa albiflora Buining ex Brederoo;NA
Suaeda genesiana_x Pedrol & Castrov.;Suaeda genesiana Pedrol & Castrov.;NA
Salicornia tashkensis_x Akhani;Salicornia tashkensis Akhani;NA
Salicornia flabaultii_x A.Chev.;Salicornia flabaultii A.Chev.;NA
Mesembryanthemum schickii_x Poind.;Mesembryanthemum schickii Poind.;NA
Corispermum klokovii_x Mosyakin;Corispermum klokovii Mosyakin;NA
Corispermum calvoborysthenicum_x Klokov;Corispermum calvoborysthenicum Klokov;NA
Chenopodium zahnii_x Murr;Chenopodium zahnii Murr;NA
Chenopodium variabile_x Aellen;Chenopodium variabile Aellen;NA
Chenopodium variabile_x var. nelsonii Aellen;Chenopodium variabile var. nelsonii Aellen;NA
Chenopodium variabile_x var. murrii Aellen;Chenopodium variabile var. murrii Aellen;NA
Chenopodium vachelliae_x Druce;Chenopodium vachelliae Druce;NA
Chenopodium unarii_x F.Dvorák;Chenopodium unarii F.Dvorák;NA
Chenopodium trigonocarpum_x Aellen;Chenopodium trigonocarpum Aellen;NA
Chenopodium tridentinum_x Murr;Chenopodium tridentinum Murr;NA
Chenopodium tkalcsicsii_x H.Melzer;Chenopodium tkalcsicsii H.Melzer;NA
Chenopodium thellungii_x Murr;Chenopodium thellungii Murr;NA
Chenopodium tapolczense_x F.Dvorák;Chenopodium tapolczense F.Dvorák;NA
Chenopodium sublanceolatiforme_x Murr;Chenopodium sublanceolatiforme Murr;NA
Chenopodium subhastatiforme_x Prodan;Chenopodium subhastatiforme Prodan;NA
Chenopodium subcuneatum_x Murr;Chenopodium subcuneatum Murr;NA
Chenopodium solitarium_x Murr;Chenopodium solitarium Murr;NA
Chenopodium smardae_x F.Dvorák;Chenopodium smardae F.Dvorák;NA
Chenopodium schwarzovae_x F.Dvorák;Chenopodium schwarzovae F.Dvorák;NA
Chenopodium schulzeanum_x Murr;Chenopodium schulzeanum Murr;NA
Chenopodium reynieri_x Ludw. & Aellen;Chenopodium reynieri Ludw. & Aellen;NA
Chenopodium pseudopunctulatum_x Murr;Chenopodium pseudopunctulatum Murr;NA
Chenopodium pseudoleptophyllum_x Aellen;Chenopodium pseudoleptophyllum Aellen;NA
Chenopodium pseudoficifolium_x Murr;Chenopodium pseudoficifolium Murr;NA
Chenopodium preissmannii_x Murr;Chenopodium preissmannii Murr;NA
Chenopodium preismannianum_x Murr;Chenopodium preismannianum Murr;NA
Chenopodium praeacutum_x Murr;Chenopodium praeacutum Murr;NA
Chenopodium praeacutum_x forma peduncularifolium F.Dvorák;Chenopodium praeacutum f. peduncularifolium F.Dvorák;NA
Chenopodium praeacutum_x forma paniculoglomeruliferum F.Dvorák;Chenopodium praeacutum f. paniculoglomeruliferum F.Dvorák;NA
Chenopodium podperae_x F.Dvorák;Chenopodium podperae F.Dvorák;NA
Chenopodium perhybridum_x Ponert;Chenopodium perhybridum Ponert;NA
Chenopodium pelgrimsianum_x Aellen;Chenopodium pelgrimsianum Aellen;NA
Chenopodium paucidens_x Druce;Chenopodium paucidens Druce;NA
Chenopodium opuliforme_x Murr;Chenopodium opuliforme Murr;NA
Chenopodium murri_x P.Fourn.;Chenopodium murri P.Fourn.;NA
Chenopodium mendelii_x F.Dvorák;Chenopodium mendelii F.Dvorák;NA
Chenopodium linciense_x Murr;Chenopodium linciense Murr;NA
Chenopodium linciense_x var. obtusatum (Beck) F.Dvorák;Chenopodium linciense var. obtusatum (Beck) F.Dvorák;NA
Chenopodium leptophylliforme_x Aellen;Chenopodium leptophylliforme Aellen;NA
Chenopodium jedlickae_x F.Dvorák;Chenopodium jedlickae F.Dvorák;NA
Chenopodium jehlikii_x F.Dvorák;Chenopodium jehlikii F.Dvorák;NA
Chenopodium issleri_x Murr;Chenopodium issleri Murr;NA
Chenopodium interjectum_x Murr;Chenopodium interjectum Murr;NA
Chenopodium ialomitzense_x Prodan;Chenopodium ialomitzense Prodan;NA
Chenopodium hungaricum_x Borbás ex Murr;Chenopodium hungaricum Borbás ex Murr;NA
Chenopodium hubertusii_x F.Dvorák;Chenopodium hubertusii F.Dvorák;NA
Chenopodium haywardiae_x Murr;Chenopodium haywardiae Murr;NA
Chenopodium hajongardense_x Prodan & Nyár.;Chenopodium hajongardense Prodan & Nyár.;NA
Chenopodium fursajevii_x Aellen & Iljin;Chenopodium fursajevii Aellen & Iljin;NA
Chenopodium dvorakianum_x Mosyakin;Chenopodium dvorakianum Mosyakin;NA
Chenopodium duererianum_x Murr;Chenopodium duererianum Murr;NA
Chenopodium drucei_x Murr;Chenopodium drucei Murr;NA
Chenopodium dadakovae_x F.Dvorák;Chenopodium dadakovae F.Dvorák;NA
Chenopodium covillei_x Aellen;Chenopodium covillei Aellen;NA
Chenopodium complicatum_x Nyár.;Chenopodium complicatum Nyár.;NA
Chenopodium brunense_x F.Dvorák;Chenopodium brunense F.Dvorák;NA
Chenopodium bohemicum_x F.Dvorák;Chenopodium bohemicum F.Dvorák;NA
Chenopodium binzianum_x Aellen & Thell.;Chenopodium binzianum Aellen & Thell.;NA
Chenopodium binzianum_x var. obtusum Aellen;Chenopodium binzianum var. obtusum Aellen;NA
Chenopodium basileense_x Aellen;Chenopodium basileense Aellen;NA
Atriplex taschereaui_x Stace;Atriplex taschereaui Stace;NA
Conophytum marnierianum_x Tischer & Jacobsen;Conophytum marnierianum Tischer & Jacobsen;NA
Atriplex odontoptera_x Rydb.;Atriplex odontoptera Rydb.;NA
Atriplex northusanum_x Wein;Atriplex northusanum Wein;NA
Conophytum cupreiflorum_x Tischer;Conophytum cupreiflorum Tischer;NA
Atriplex neomexicana_x Standl.;Atriplex neomexicana Standl.;NA
Atriplex ludwigii_x P.Fourn.;Atriplex ludwigii P.Fourn.;NA
Atriplex hulmeana_x Tascher.;Atriplex hulmeana Tascher.;NA
Atriplex herbstii_x Aellen;Atriplex herbstii Aellen;NA
Atriplex gustafssoniana_x Tascher.;Atriplex gustafssoniana Tascher.;NA
Atriplex gustafssoniana_x var. kattegatensis (Turesson) Tascher.;Atriplex gustafssoniana var. kattegatensis (Turesson) Tascher.;NA
Amaranthus wilczekii_x Sennen;Amaranthus wilczekii Sennen;NA
Amaranthus turicensis_x Priszter;Amaranthus turicensis Priszter;NA
Amaranthus turcicensis_x Domin;Amaranthus turcicensis Domin;NA
Amaranthus tucsonensis_x Henrickson;Amaranthus tucsonensis Henrickson;NA
Amaranthus tremolsii_x Sennen;Amaranthus tremolsii Sennen;NA
Amaranthus thevenoi_x Degen & Thell.;Amaranthus thevenoi Degen & Thell.;NA
Amaranthus texensis_x Henrickson;Amaranthus texensis Henrickson;NA
Amaranthus soproniensis_x Priszter & Kárpáti;Amaranthus soproniensis Priszter & Kárpáti;NA
Amaranthus ruebelii_x Thell.;Amaranthus ruebelii Thell.;NA
Amaranthus probstii_x Thell.;Amaranthus probstii Thell.;NA
Amaranthus polgarianus_x Priszter & Kárpáti;Amaranthus polgarianus Priszter & Kárpáti;NA
Amaranthus parodii_x Thell.;Amaranthus parodii Thell.;NA
Amaranthus ozanonii_x Priszter;Amaranthus ozanonii Priszter;NA
Amaranthus ralletii_x Contré;Amaranthus ralletii Contré;NA
Amaranthus moquinii_x Sennen;Amaranthus moquinii Sennen;NA
Amaranthus montelucci_x Cacciato;Amaranthus montelucci Cacciato;NA
Amaranthus mauritii_x Sennen;Amaranthus mauritii Sennen;NA
Amaranthus jansen-wachterianus_x Thell.;Amaranthus jansen-wachterianus Thell.;NA
Amaranthus hungaricus_x Soó;Amaranthus hungaricus Soó;NA
Amaranthus galii_x Sennen & Gonzalo;Amaranthus galii Sennen & Gonzalo;NA
Amaranthus filicaulis_x Sennen;Amaranthus filicaulis Sennen;NA
Amaranthus edouardii_x Sennen;Amaranthus edouardii Sennen;NA
Amaranthus dobrogensis_x Morariu;Amaranthus dobrogensis Morariu;NA
Amaranthus budensis_x Priszter;Amaranthus budensis Priszter;NA
Amaranthus braunii_x Thell.;Amaranthus braunii Thell.;NA
Amaranthus alleizettei_x Aellen;Amaranthus alleizettei Aellen;NA
Amaranthus aellenii_x Cacciato;Amaranthus aellenii Cacciato;NA
Amaranthus adulterinus_x Thell.;Amaranthus adulterinus Thell.;NA
Tradescantia andersoniana_x W.Ludw. & Rohweder;Tradescantia andersoniana W.Ludw. & Rohweder;NA
Pollia horsfieldii_x C.B.Clarke;Pollia horsfieldii C.B.Clarke;NA
Loasa herbertii_x Herb.;Loasa herbertii Herb.;NA
Philadelphus virginalis_x Rehder;Philadelphus virginalis Rehder;NA
Philadelphus splendens_x Rehder;Philadelphus splendens Rehder;NA
Philadelphus polyanthus_x Rehder;Philadelphus polyanthus Rehder;NA
Philadelphus monstruosus_x Rehder;Philadelphus monstruosus Rehder;NA
Philadelphus maximus_x Rehder;Philadelphus maximus Rehder;NA
Philadelphus cymosus_x Rehder;Philadelphus cymosus Rehder;NA
Philadelphus congestus_x Rehder;Philadelphus congestus Rehder;NA
Hydrangea mizushimarum_x H.Ohba;Hydrangea mizushimarum H.Ohba;NA
Deutzia wilsonii_x Duthie;Deutzia wilsonii Duthie;NA
Cardiandra agricola_x J.M.H.Shaw;Cardiandra agricola J.M.H.Shaw;NA
Plagiogyria wakabae_x Sa.Kurata ex Nakaike;Plagiogyria wakabae Sa.Kurata ex Nakaike;NA
Plagiogyria sessifolia_x Nakaike;Plagiogyria sessifolia Nakaike;NA
Deutzia excellens_x Rehder;Deutzia excellens Rehder;NA
Plagiogyria neointermedia_x Nakaike;Plagiogyria neointermedia Nakaike;NA
Deutzia myriantha_x Desjardin;Deutzia myriantha Desjardin;NA
Cornus unalaschkensis_x Ledeb.;Cornus unalaschkensis Ledeb.;NA
Cornus lepagei_x Gervais & Blondeau;Cornus lepagei Gervais & Blondeau;NA
Cornus slavinii_x Rehder;Cornus slavinii Rehder;NA
Cornus horseyi_x Rehder;Cornus horseyi Rehder;NA
Cornus friedlanderi_x W.H.Wagner;Cornus friedlanderi W.H.Wagner;NA
Cornus dunbarii_x Rehder;Cornus dunbarii Rehder;NA
Cornus dubia_x Rehder;Cornus dubia Rehder;NA
Cornus arnoldiana_x Rehder;Cornus arnoldiana Rehder;NA
Cornus acadiensis_x Fernald;Cornus acadiensis Fernald;NA
Cyathea smithiana_x A.Rojas;Cyathea smithiana A.Rojas;NA
Cyathea moralesiana_x A.Rojas;Cyathea moralesiana A.Rojas;NA
Cyathea lathamii_x Holttum;Cyathea lathamii Holttum;NA
Cycas multifrondis_x D.Y.Wang;Cycas multifrondis D.Y.Wang;NA
Cyathea bernardii_x Proctor;Cyathea bernardii Proctor;NA
Cucurbita scabridifolia_x L.H.Bailey;Cucurbita scabridifolia L.H.Bailey;NA
Cucumis melonitrigonus_x Naudin;Cucumis melonitrigonus Naudin;NA
Cibotium helenae_x D.D.Palmer;Cibotium helenae D.D.Palmer;NA
Equisetum trachyodon_x A.Br.;Equisetum trachyodon A.Br.;NA
Viburnum rhytidophylloides_x Suringar;Viburnum rhytidophylloides Suringar;NA
Equisetum schaffneri_x Milde;Equisetum schaffneri Milde;NA
Cucumis hytivus_x JinF.Chen & J.H.Kirkbr.;Cucumis hytivus JinF.Chen & J.H.Kirkbr.;NA
Viburnum kiusianum_x Hatus.;Viburnum kiusianum Hatus.;NA
Viburnum juddii_x Rehder;Viburnum juddii Rehder;NA
Viburnum jackii_x Rehder;Viburnum jackii Rehder;NA
Viburnum hillieri_x Stearn;Viburnum hillieri Stearn;NA
Viburnum bodnantense_x Aberc. ex Stearn;Viburnum bodnantense Aberc. ex Stearn;NA
Valerianella walliana_x Maire;Valerianella walliana Maire;NA
Valeriana suendermannii_x Melch.;Valeriana suendermannii Melch.;NA
Coriaria sarmangusta_x Allan;Coriaria sarmangusta Allan;NA
Coriaria sarlurida_x Cockayne & Allan;Coriaria sarlurida Cockayne & Allan;NA
Begonia worthiana_x Carrière;Begonia worthiana Carrière;NA
Begonia williamsii_x B.S.Williams;Begonia williamsii B.S.Williams;NA
Begonia weltoniensis_x J.B.Weber;Begonia weltoniensis J.B.Weber;NA
Begonia viaudii_x André;Begonia viaudii André;NA
Begonia verschaffeltii_x Regel;Begonia verschaffeltii Regel;NA
Begonia verschaffeltiana_x Lem.;Begonia verschaffeltiana Lem.;NA
Begonia versaliensis_x Carrière;Begonia versaliensis Carrière;NA
Begonia tuberhybrida_x Voss;Begonia tuberhybrida Voss;NA
Begonia tuberhybrida_x var. grandiflora Voss;Begonia tuberhybrida var. grandiflora Voss;NA
Begonia taipeiensis_x C.I.Peng;Begonia taipeiensis C.I.Peng;NA
Valeriana gesneri_x Brügger;Valeriana gesneri Brügger;NA
Valeriana ekmanii_x F.G.Mey.;Valeriana ekmanii F.G.Mey.;NA
Begonia sedenii_x Auct.;Begonia sedenii Auct.;NA
Begonia saundersiae_x Voss;Begonia saundersiae Voss;NA
Valeriana braunii-blanquetii_x Laku ic;Valeriana braunii-blanquetii Laku ic;NA
Begonia ricinifolia_x A.Dietr.;Begonia ricinifolia A.Dietr.;NA
Begonia richardii_x C.Moore;Begonia richardii C.Moore;NA
Begonia rhizohybrida_x Voss;Begonia rhizohybrida Voss;NA
Begonia reichenheimii_x G.Bartsch;Begonia reichenheimii G.Bartsch;NA
Centranthus aurigeranus_x Giraudias;Centranthus aurigeranus Giraudias;NA
Centranthus anselmii_x Sennen;Centranthus anselmii Sennen;NA
Begonia pseudophyllomaniaca_x A.E.Lange;Begonia pseudophyllomaniaca A.E.Lange;NA
Begonia prometheus_x Auct.;Begonia prometheus Auct.;NA
Begonia prestoniensis_x T.Moore ex Planch.;Begonia prestoniensis T.Moore ex Planch.;NA
Patrinia hybrida_x Makino;Patrinia hybrida Makino;NA
Begonia pictavensis_x Bruant ex André;Begonia pictavensis Bruant ex André;NA
Begonia phyllomaniaca_x Mart.;Begonia phyllomaniaca Mart.;NA
Begonia ottoniana_x A.DC.;Begonia ottoniana A.DC.;NA
Gireoudia ottoniana_x Regel;Gireoudia ottoniana Regel;NA
Begonia neubertii_x Auct.;Begonia neubertii Auct.;NA
Sambucus strumpfii_x Gutte;Sambucus strumpfii Gutte;NA
Begonia margaritae_x Fotsch;Begonia margaritae Fotsch;NA
Begonia margaritacea_x H.J.Veitch;Begonia margaritacea H.J.Veitch;NA
Begonia longicyma_x Bellair;Begonia longicyma Bellair;NA
Begonia lindquistii_x C.-A.Jansson;Begonia lindquistii C.-A.Jansson;NA
Begonia lesoudsii_x André;Begonia lesoudsii André;NA
Begonia leopoldii_x Lem.;Begonia leopoldii Lem.;NA
Begonia lapeyrousei_x VanHoutte;Begonia lapeyrousei VanHoutte;NA
Begonia langeana_x Fotsch;Begonia langeana Fotsch;NA
Scabiosa victoriae_x Dammer;Scabiosa victoriae Dammer;NA
Begonia intermedia_x Veitch ex VanHoutte;Begonia intermedia Veitch ex VanHoutte;NA
Scabiosa turicensis_x Brügger;Scabiosa turicensis Brügger;NA
Begonia ingramii_x T.Moore & Ayres;Begonia ingramii T.Moore & Ayres;NA
Begonia incomparabilis_x Pennick;Begonia incomparabilis Pennick;NA
Begonia hybrida_x Auct.;Begonia hybrida Auct.;NA
Scabiosa psilophylla_x Beck;Scabiosa psilophylla Beck;NA
Begonia hortensis_x Grafl & Zwicky;Begonia hortensis Grafl & Zwicky;NA
Scabiosa lucidula_x Beck;Scabiosa lucidula Beck;NA
Scabiosa janchenii_x Soó;Scabiosa janchenii Soó;NA
Begonia hiemalis_x Fotsch;Begonia hiemalis Fotsch;NA
Begonia heracleicotyle_x H.J.Veitch;Begonia heracleicotyle H.J.Veitch;NA
Begonia gracilis_x H.Vilm.;Begonia gracilis H.Vilm.;NA
Scabiosa beauverdiana_x Palez.;Scabiosa beauverdiana Palez.;NA
Begonia globosa_x Heinem.;Begonia globosa Heinem.;NA
Begonia gilsonii_x Gilson;Begonia gilsonii Gilson;NA
Begonia fuscomaculata_x A.E.Lange;Begonia fuscomaculata A.E.Lange;NA
Begonia frigida_x A.DC.;Begonia frigida A.DC.;NA
Begonia feastii_x L.H.Bailey;Begonia feastii L.H.Bailey;NA
Begonia eximia_x Lem.;Begonia eximia Lem.;NA
Begonia excelsior_x Linden;Begonia excelsior Linden;NA
