id;verbatim;parent;parent_taxonID;edited
urn:lsid:ipni.org:names:182067-1;Aster × pseudodumosus (Thell.) Bergmans;NA;NA;Aster × pseudodumosus (Thell.) Bergmans
urn:lsid:ipni.org:names:182628-1;Asterago × lutea (hort.) Everett;NA;NA;Asterago × lutea (hort.) Everett
urn:lsid:ipni.org:names:182639-1;Asteriscus × caballeroi Sennen;NA;NA;Asteriscus × caballeroi Sennen
urn:lsid:ipni.org:names:183301-1;Baccharis × fraudulenta Malag.;NA;NA;Baccharis × fraudulenta Malag.
urn:lsid:ipni.org:names:183345-1;Baccharis × heeringiana Malag.;NA;NA;Baccharis × heeringiana Malag.
urn:lsid:ipni.org:names:183355-1;Baccharis × hoehneana Malag.;NA;NA;Baccharis × hoehneana Malag.
urn:lsid:ipni.org:names:183571-1;Baccharis × paulopolitana Malag. & W.Hoehne;NA;NA;Baccharis × paulopolitana Malag. & W.Hoehne
urn:lsid:ipni.org:names:183879-1;Baccharis × wilsoniana Malag.;NA;NA;Baccharis × wilsoniana Malag.
urn:lsid:ipni.org:names:184054-1;Balsamorhiza × bonseri (St.John) W.A.Weber;NA;NA;Balsamorhiza × bonseri (St.John) W.A.Weber
urn:lsid:ipni.org:names:184071-1;Balsamorhiza × terebinthacea (Nutt.) W.A.Weber;NA;NA;Balsamorhiza × terebinthacea (Nutt.) W.A.Weber
urn:lsid:ipni.org:names:184073-1;Balsamorhiza × tomentosa (Rydb.) W.A.Weber;NA;NA;Balsamorhiza × tomentosa (Rydb.) W.A.Weber
urn:lsid:ipni.org:names:184664-1;Berlandiera × betonicifolia (Hook.) Small, pro spec. & Pinkava;NA;NA;Berlandiera × betonicifolia (Hook.) Small, pro spec. & Pinkava
urn:lsid:ipni.org:names:184667-1;Berlandiera × humilis Small, pro spec. & Pinkava;NA;NA;Berlandiera × humilis Small, pro spec. & Pinkava
urn:lsid:ipni.org:names:184869-1;Bidens × dimidiata O.Deg. & Sherff;NA;NA;Bidens × dimidiata O.Deg. & Sherff
urn:lsid:ipni.org:names:184931-1;Bidens × garumnae Jeanj. & Debray;NA;NA;Bidens × garumnae Jeanj. & Debray
urn:lsid:ipni.org:names:186810-2;Pellaea atropurpurea [infrasp.unranked] glabella (Mett. ex Kuhn) F.C.Gates;NA;NA;Pellaea atropurpurea [infrasp.unranked] glabella (Mett. ex Kuhn) F.C.Gates
urn:lsid:ipni.org:names:186888-1;Cacalia × koidzumiana Kitam.;NA;NA;Cacalia × koidzumiana Kitam.
urn:lsid:ipni.org:names:187242-1;Cacalia × shirouma-montana S.Ito & H.Koyama;NA;NA;Cacalia × shirouma-montana S.Ito & H.Koyama
urn:lsid:ipni.org:names:187915-1;Calendula × santamariae Font Quer;Calendula bicolor Raf.;urn:lsid:ipni.org:names:187825-1;Calendula × santamariae Font Quer
urn:lsid:ipni.org:names:187915-1;Calendula × santamariae Font Quer;Calendula officinalis L.;urn:lsid:ipni.org:names:187894-1;Calendula × santamariae Font Quer
urn:lsid:ipni.org:names:188030-1;Callistephus × sinensis Bergmans;NA;NA;Callistephus × sinensis Bergmans
urn:lsid:ipni.org:names:188315-1;Carduncellus × doumerguei (Faure & Maire) Hanelt;NA;NA;Carduncellus × doumerguei (Faure & Maire) Hanelt
urn:lsid:ipni.org:names:188318-1;Carduncellus × faurei (Maire) Hanelt;NA;NA;Carduncellus × faurei (Maire) Hanelt
urn:lsid:ipni.org:names:188328-1;Carduncellus × mairei Hanelt;NA;NA;Carduncellus × mairei Hanelt
urn:lsid:ipni.org:names:188347-1;Carduocirsium × borderei (Rouy) P.Fourn.;NA;NA;Carduocirsium × borderei (Rouy) P.Fourn.
urn:lsid:ipni.org:names:188348-1;Carduocirsium × fani Sennen;NA;NA;Carduocirsium × fani Sennen
urn:lsid:ipni.org:names:188349-1;Carduocirsium × guetrotii Sennen;NA;NA;Carduocirsium × guetrotii Sennen
urn:lsid:ipni.org:names:188350-1;Carduocirsium × khekii (Petitm.) P.Fourn.;NA;NA;Carduocirsium × khekii (Petitm.) P.Fourn.
urn:lsid:ipni.org:names:188351-1;Carduocirsium × parisiense (E.G.Camus) P.Fourn.;NA;NA;Carduocirsium × parisiense (E.G.Camus) P.Fourn.
urn:lsid:ipni.org:names:188352-1;Carduogalactites × ludoviciae (Bertr.) P.Fourn.;NA;NA;Carduogalactites × ludoviciae (Bertr.) P.Fourn.
urn:lsid:ipni.org:names:188353-1;Carduus × abruzzensis Arènes;NA;NA;Carduus × abruzzensis Arènes
urn:lsid:ipni.org:names:188386-1;Carduus × alleizettei Arènes;NA;NA;Carduus × alleizettei Arènes
urn:lsid:ipni.org:names:188398-1;Carduus × amsteinii Brügger;NA;NA;Carduus × amsteinii Brügger
urn:lsid:ipni.org:names:188428-1;Carduus × aschersonianus Ruhmer;NA;NA;Carduus × aschersonianus Ruhmer
urn:lsid:ipni.org:names:188456-1;Carduus × bergadensis Sennen;NA;NA;Carduus × bergadensis Sennen
urn:lsid:ipni.org:names:188460-1;Carduus × bihariensis Simonk.;NA;NA;Carduus × bihariensis Simonk.
urn:lsid:ipni.org:names:188478-1;Carduus × bunbergii Hausm. ex Kern.;NA;NA;Carduus × bunbergii Hausm. ex Kern.
urn:lsid:ipni.org:names:188485-1;Carduus × caflischii Brügger;NA;NA;Carduus × caflischii Brügger
urn:lsid:ipni.org:names:188486-1;Carduus × calabricus Arènes;NA;NA;Carduus × calabricus Arènes
urn:lsid:ipni.org:names:188510-1;Carduus × carolorum Howie & Jenner;NA;NA;Carduus × carolorum Howie & Jenner
urn:lsid:ipni.org:names:188567-1;Carduus × crispoformis Arènes;NA;NA;Carduus × crispoformis Arènes
urn:lsid:ipni.org:names:188582-1;Carduus × demidecurrens Franch.;NA;NA;Carduus × demidecurrens Franch.
urn:lsid:ipni.org:names:188594-1;Carduus × dobrogensis Prodan;NA;NA;Carduus × dobrogensis Prodan
urn:lsid:ipni.org:names:188596-1;Carduus × dubius Balb.;NA;NA;Carduus × dubius Balb.
urn:lsid:ipni.org:names:188598-1;Carduus × durieuanus Font Quer & Rothm.;NA;NA;Carduus × durieuanus Font Quer & Rothm.
urn:lsid:ipni.org:names:188619-1;Carduus × estivali Arènes;NA;NA;Carduus × estivali Arènes
urn:lsid:ipni.org:names:188625-1;Carduus × fatrae Margittai;NA;NA;Carduus × fatrae Margittai
urn:lsid:ipni.org:names:188636-1;Carduus × fontqueri Pau;NA;NA;Carduus × fontqueri Pau
urn:lsid:ipni.org:names:188638-1;Carduus × forsteri Bab.;NA;NA;Carduus × forsteri Bab.
urn:lsid:ipni.org:names:188647-1;Carduus × gentyanus Gillot.;NA;NA;Carduus × gentyanus Gillot.
urn:lsid:ipni.org:names:188674-1;Carduus × groedigensis Fritsch;NA;NA;Carduus × groedigensis Fritsch
urn:lsid:ipni.org:names:188676-1;Carduus × gyoerffyanus J.Wogner;NA;NA;Carduus × gyoerffyanus J.Wogner
urn:lsid:ipni.org:names:188679-1;Carduus × halanensis Degen & Lengyel;NA;NA;Carduus × halanensis Degen & Lengyel
urn:lsid:ipni.org:names:188684-1;Carduus × haussknechtii Bornm.;NA;NA;Carduus × haussknechtii Bornm.
urn:lsid:ipni.org:names:188692-1;Carduus × heteromorphus Sennholz;NA;NA;Carduus × heteromorphus Sennholz
urn:lsid:ipni.org:names:188714-1;Carduus × ilvensis Prodan;NA;NA;Carduus × ilvensis Prodan
urn:lsid:ipni.org:names:188722-1;Carduus × intercedens Hausskn.;NA;NA;Carduus × intercedens Hausskn.
urn:lsid:ipni.org:names:188728-1;Carduus × ipe Boros;NA;NA;Carduus × ipe Boros
urn:lsid:ipni.org:names:188732-1;Carduus × javorkae Vajda;NA;NA;Carduus × javorkae Vajda
urn:lsid:ipni.org:names:188733-1;Carduus × jordanii Arènes;NA;NA;Carduus × jordanii Arènes
urn:lsid:ipni.org:names:188734-1;Carduus × juratzkae Beck;NA;NA;Carduus × juratzkae Beck
urn:lsid:ipni.org:names:188739-1;Carduus × kerneri Simonk.;NA;NA;Carduus × kerneri Simonk.
urn:lsid:ipni.org:names:188740-1;Carduus × khekii Murr;NA;NA;Carduus × khekii Murr
urn:lsid:ipni.org:names:188744-1;Carduus × killiasii Brügger;NA;NA;Carduus × killiasii Brügger
urn:lsid:ipni.org:names:188788-1;Carduus × littoralis Borbás;NA;NA;Carduus × littoralis Borbás
urn:lsid:ipni.org:names:188825-1;Carduus × meratii Arènes;NA;NA;Carduus × meratii Arènes
urn:lsid:ipni.org:names:188834-1;Carduus × mixtus Corb.;NA;NA;Carduus × mixtus Corb.
urn:lsid:ipni.org:names:188850-1;Carduus × moritzii Brügger;NA;NA;Carduus × moritzii Brügger
urn:lsid:ipni.org:names:188853-1;Carduus × muellneri Sennholz;NA;NA;Carduus × muellneri Sennholz
urn:lsid:ipni.org:names:188862-1;Carduus × naegeli Brügger;NA;NA;Carduus × naegeli Brügger
urn:lsid:ipni.org:names:188915-1;Carduus × orthocephalus Wallr.;NA;NA;Carduus × orthocephalus Wallr.
urn:lsid:ipni.org:names:188918-1;Carduus × palatinus Sch.Bip. ex Nyman;NA;NA;Carduus × palatinus Sch.Bip. ex Nyman
urn:lsid:ipni.org:names:188962-1;Carduus × polyanthemus Schleich.;NA;NA;Carduus × polyanthemus Schleich.
urn:lsid:ipni.org:names:188971-1;Carduus × poolii Brügger;NA;NA;Carduus × poolii Brügger
urn:lsid:ipni.org:names:188975-1;Carduus × praticola Beck;NA;NA;Carduus × praticola Beck
urn:lsid:ipni.org:names:188976-1;Carduus × predealus Nyár.;NA;NA;Carduus × predealus Nyár.
urn:lsid:ipni.org:names:188980-1;Carduus × pseudohamulosus Beck;NA;NA;Carduus × pseudohamulosus Beck
urn:lsid:ipni.org:names:188994-1;Carduus × pycnocephaloformis Arènes;NA;NA;Carduus × pycnocephaloformis Arènes
urn:lsid:ipni.org:names:189021-1;Carduus × rigens Godr.;NA;NA;Carduus × rigens Godr.
urn:lsid:ipni.org:names:189041-1;Carduus × schulzeanus Ruhmer;NA;NA;Carduus × schulzeanus Ruhmer
urn:lsid:ipni.org:names:189042-1;Carduus × schurii Nyár.;NA;NA;Carduus × schurii Nyár.
urn:lsid:ipni.org:names:189051-1;Carduus × semiperegrinus Aellen;NA;NA;Carduus × semiperegrinus Aellen
urn:lsid:ipni.org:names:189086-1;Carduus × stiriacus Beck;NA;NA;Carduus × stiriacus Beck
urn:lsid:ipni.org:names:189109-1;Carduus × theriotii Rouy;NA;NA;Carduus × theriotii Rouy
urn:lsid:ipni.org:names:189138-1;Carduus × umbrosus Simonk.;NA;NA;Carduus × umbrosus Simonk.
urn:lsid:ipni.org:names:189142-1;Carduus × vaillantii Arènes;NA;NA;Carduus × vaillantii Arènes
urn:lsid:ipni.org:names:189146-1;Carduus × variabilis Arènes;NA;NA;Carduus × variabilis Arènes
urn:lsid:ipni.org:names:189151-1;Carduus × verlotii Arènes;NA;NA;Carduus × verlotii Arènes
urn:lsid:ipni.org:names:189153-1;Carduus × veronensis Arènes;NA;NA;Carduus × veronensis Arènes
urn:lsid:ipni.org:names:189157-1;Carduus × vindobonensis Beck;NA;NA;Carduus × vindobonensis Beck
urn:lsid:ipni.org:names:189169-1;Carduus × winklerianus Dalla Torre;NA;NA;Carduus × winklerianus Dalla Torre
urn:lsid:ipni.org:names:189221-1;Carlina × bakariensis E.Mayer;NA;NA;Carlina × bakariensis E.Mayer
urn:lsid:ipni.org:names:189314-1;Carlina × szaferi Jasiewicz & Pawł.;NA;NA;Carlina × szaferi Jasiewicz & Pawł.
urn:lsid:ipni.org:names:189455-1;Carthamus × battandieri Faure & Maire;NA;NA;Carthamus × battandieri Faure & Maire
urn:lsid:ipni.org:names:189474-1;Carthamus × daumasianus Quézel & Santa;NA;NA;Carthamus × daumasianus Quézel & Santa
urn:lsid:ipni.org:names:189479-1;Carthamus × doumerguei Faure & Maire;NA;NA;Carthamus × doumerguei Faure & Maire
urn:lsid:ipni.org:names:189483-1;Carthamus × faurei Maire;NA;NA;Carthamus × faurei Maire
urn:lsid:ipni.org:names:189542-1;Carthamus × vinyalsii Sennen;NA;NA;Carthamus × vinyalsii Sennen
urn:lsid:ipni.org:names:189761-1;Centaurea × aschersoniana Vetter;NA;NA;Centaurea × aschersoniana Vetter
urn:lsid:ipni.org:names:189762-1;Centaurea × barbeyana Vetter;NA;NA;Centaurea × barbeyana Vetter
urn:lsid:ipni.org:names:189763-1;Centaurea × favratii Vetter;NA;NA;Centaurea × favratii Vetter
urn:lsid:ipni.org:names:189764-1;Centaurea × gyrspergerae Favrat.;NA;NA;Centaurea × gyrspergerae Favrat.
urn:lsid:ipni.org:names:189765-1;Centaurea × moehrleniana Vetter;NA;NA;Centaurea × moehrleniana Vetter
urn:lsid:ipni.org:names:189805-1;Centaurea × aellenii Arènes;NA;NA;Centaurea × aellenii Arènes
urn:lsid:ipni.org:names:189875-1;Centaurea × amphiloba Hausskn.;NA;NA;Centaurea × amphiloba Hausskn.
urn:lsid:ipni.org:names:189890-1;Centaurea × antoniae Hulják & J.Wagner;NA;NA;Centaurea × antoniae Hulják & J.Wagner
urn:lsid:ipni.org:names:189921-1;Centaurea × arisitensis Coste & Sennen;NA;NA;Centaurea × arisitensis Coste & Sennen
urn:lsid:ipni.org:names:189934-1;Centaurea × aschersoniana Vetter;NA;NA;Centaurea × aschersoniana Vetter
urn:lsid:ipni.org:names:189960-1;Centaurea × aurata Nyar.;NA;NA;Centaurea × aurata Nyar.
urn:lsid:ipni.org:names:189966-1;Centaurea × aurigerana Sennen;NA;NA;Centaurea × aurigerana Sennen
urn:lsid:ipni.org:names:189976-1;Centaurea × austriacoides Woł.;NA;NA;Centaurea × austriacoides Woł.
urn:lsid:ipni.org:names:189977-1;Centaurea × austro-salonitana Stoj. & Acht.;NA;NA;Centaurea × austro-salonitana Stoj. & Acht.
urn:lsid:ipni.org:names:189982-1;Centaurea × axonensis Arènes;NA;NA;Centaurea × axonensis Arènes
urn:lsid:ipni.org:names:190014-1;Centaurea × beckiana Müllner;NA;NA;Centaurea × beckiana Müllner
urn:lsid:ipni.org:names:190019-1;Centaurea × belgradensis O.Behr, E.Behr & J.Wagner;NA;NA;Centaurea × belgradensis O.Behr, E.Behr & J.Wagner
urn:lsid:ipni.org:names:190023-1;Centaurea × beltekiana Nyar.;NA;NA;Centaurea × beltekiana Nyar.
urn:lsid:ipni.org:names:190026-1;Centaurea × beregiensis J.Wagner & Margittai;NA;NA;Centaurea × beregiensis J.Wagner & Margittai
urn:lsid:ipni.org:names:190030-1;Centaurea × beskidiana J.Wagner & Margittai;NA;NA;Centaurea × beskidiana J.Wagner & Margittai
urn:lsid:ipni.org:names:190048-1;Centaurea × bollui P.Fourn.;NA;NA;Centaurea × bollui P.Fourn.
urn:lsid:ipni.org:names:190061-1;Centaurea × bouchoni Arènes;NA;NA;Centaurea × bouchoni Arènes
urn:lsid:ipni.org:names:190064-1;Centaurea × bourlieri Maire;NA;NA;Centaurea × bourlieri Maire
urn:lsid:ipni.org:names:190071-1;Centaurea × brasoviana Nyár.;Centaurea pseudophrygia C.A.Mey.;urn:lsid:ipni.org:names:191339-1;Centaurea × brasoviana Nyár.
urn:lsid:ipni.org:names:190071-1;Centaurea × brasoviana Nyár.;Centaurea melanocalathia Borbás;urn:lsid:ipni.org:names:190986-1;Centaurea × brasoviana Nyár.
urn:lsid:ipni.org:names:190072-1;Centaurea × brassoiana Nyár.;Centaurea pseudophrygia C.A.Mey.;urn:lsid:ipni.org:names:191339-1;Centaurea × brassoiana Nyár.
urn:lsid:ipni.org:names:190072-1;Centaurea × brassoiana Nyár.;Centaurea melanocalathia Borbás;urn:lsid:ipni.org:names:190986-1;Centaurea × brassoiana Nyár.
urn:lsid:ipni.org:names:190082-1;Centaurea × brosseana Bonnet;NA;NA;Centaurea × brosseana Bonnet
urn:lsid:ipni.org:names:190083-1;Centaurea × broteroana Font Quer;NA;NA;Centaurea × broteroana Font Quer
urn:lsid:ipni.org:names:190090-1;Centaurea × buekkensis Nyar.;NA;NA;Centaurea × buekkensis Nyar.
urn:lsid:ipni.org:names:190181-1;Centaurea × cervantesi Sennen;NA;NA;Centaurea × cervantesi Sennen
urn:lsid:ipni.org:names:190188-1;Centaurea × charrieri Arènes;NA;NA;Centaurea × charrieri Arènes
urn:lsid:ipni.org:names:190207-1;Centaurea × chrysomicranthos Stoj. & Acht.;NA;NA;Centaurea × chrysomicranthos Stoj. & Acht.
urn:lsid:ipni.org:names:190224-1;Centaurea × cirlani Prodan;NA;NA;Centaurea × cirlani Prodan
urn:lsid:ipni.org:names:190228-1;Centaurea × cladovae Prodan & Nyár.;NA;NA;Centaurea × cladovae Prodan & Nyár.
urn:lsid:ipni.org:names:190248-1;Centaurea × confusa Coste & Sennen;NA;NA;Centaurea × confusa Coste & Sennen
urn:lsid:ipni.org:names:190294-1;Centaurea × csapodyana Kárpáti;NA;NA;Centaurea × csapodyana Kárpáti
urn:lsid:ipni.org:names:190349-1;Centaurea × delicata Nyar.;NA;NA;Centaurea × delicata Nyar.
urn:lsid:ipni.org:names:190368-1;Centaurea × didieri Arènes;NA;NA;Centaurea × didieri Arènes
urn:lsid:ipni.org:names:190396-1;Centaurea × doumerguei Faure & Maire;NA;NA;Centaurea × doumerguei Faure & Maire
urn:lsid:ipni.org:names:190403-1;Centaurea × druentica Rouy;NA;NA;Centaurea × druentica Rouy
urn:lsid:ipni.org:names:190407-1;Centaurea × dubia Prodan;NA;NA;Centaurea × dubia Prodan
urn:lsid:ipni.org:names:190412-1;Centaurea × duffortii (Rouy & Fouc.) Arènes;NA;NA;Centaurea × duffortii (Rouy & Fouc.) Arènes
urn:lsid:ipni.org:names:190424-1;Centaurea × ecrenensis Nyár.;NA;NA;Centaurea × ecrenensis Nyár.
urn:lsid:ipni.org:names:190440-1;Centaurea × emilii-popii Soó;NA;NA;Centaurea × emilii-popii Soó
urn:lsid:ipni.org:names:190441-1;Centaurea × emilii-topae Prodan;NA;NA;Centaurea × emilii-topae Prodan
urn:lsid:ipni.org:names:190449-1;Centaurea × ephelidea Franch.;NA;NA;Centaurea × ephelidea Franch.
urn:lsid:ipni.org:names:190487-1;Centaurea × faurei Maire & Maire;NA;NA;Centaurea × faurei Maire & Maire
urn:lsid:ipni.org:names:190506-1;Centaurea × flavo-rosea Rech.f.;NA;NA;Centaurea × flavo-rosea Rech.f.
urn:lsid:ipni.org:names:190555-1;Centaurea × genuensis Hausskn.;NA;NA;Centaurea × genuensis Hausskn.
urn:lsid:ipni.org:names:190602-1;Centaurea × gros-miquelii Font Quer;NA;NA;Centaurea × gros-miquelii Font Quer
urn:lsid:ipni.org:names:190612-1;Centaurea × gusuleacii Prodan;NA;NA;Centaurea × gusuleacii Prodan
urn:lsid:ipni.org:names:190618-1;Centaurea × hajdoae Prodan;NA;NA;Centaurea × hajdoae Prodan
urn:lsid:ipni.org:names:190633-1;Centaurea × heiniana Hubl;NA;NA;Centaurea × heiniana Hubl
urn:lsid:ipni.org:names:190639-1;Centaurea × hemiptera Borbás;NA;NA;Centaurea × hemiptera Borbás
urn:lsid:ipni.org:names:190648-1;Centaurea × heteroblepharis Franch.;NA;NA;Centaurea × heteroblepharis Franch.
urn:lsid:ipni.org:names:190694-1;Centaurea × iasii Prodan & Dobrescu;NA;NA;Centaurea × iasii Prodan & Dobrescu
urn:lsid:ipni.org:names:190705-1;Centaurea × impura Faure & Maire;NA;NA;Centaurea × impura Faure & Maire
urn:lsid:ipni.org:names:190732-1;Centaurea × intermedia Arènes;NA;NA;Centaurea × intermedia Arènes
urn:lsid:ipni.org:names:190765-1;Centaurea × joanniana Arènes;NA;NA;Centaurea × joanniana Arènes
urn:lsid:ipni.org:names:190778-1;Centaurea × juvenalis Delile ex Godr.;NA;NA;Centaurea × juvenalis Delile ex Godr.
urn:lsid:ipni.org:names:190785-1;Centaurea × kapsaliensis Rech.f.;NA;NA;Centaurea × kapsaliensis Rech.f.
urn:lsid:ipni.org:names:190846-1;Centaurea × landoziana Nyar.;NA;NA;Centaurea × landoziana Nyar.
urn:lsid:ipni.org:names:190861-1;Centaurea × lebeliana Arènes;NA;NA;Centaurea × lebeliana Arènes
urn:lsid:ipni.org:names:190866-1;Centaurea × leptocephala Coste & Sennen;NA;NA;Centaurea × leptocephala Coste & Sennen
urn:lsid:ipni.org:names:190884-1;Centaurea × lieblingii Prodan;NA;NA;Centaurea × lieblingii Prodan
urn:lsid:ipni.org:names:190885-1;Centaurea × ligerina Franch.;NA;NA;Centaurea × ligerina Franch.
urn:lsid:ipni.org:names:190908-1;Centaurea × loretii Coste & Sennen;NA;NA;Centaurea × loretii Coste & Sennen
urn:lsid:ipni.org:names:190912-1;Centaurea × ludovici Borbás;NA;NA;Centaurea × ludovici Borbás
urn:lsid:ipni.org:names:190954-1;Centaurea × maialis Sennen & Mauricio;NA;NA;Centaurea × maialis Sennen & Mauricio
urn:lsid:ipni.org:names:190963-1;Centaurea × maramuresensis Prodan;NA;NA;Centaurea × maramuresensis Prodan
urn:lsid:ipni.org:names:190989-1;Centaurea × melanomacroptilon Nyar.;NA;NA;Centaurea × melanomacroptilon Nyar.
urn:lsid:ipni.org:names:191006-1;Centaurea × microcentron Franch.;NA;NA;Centaurea × microcentron Franch.
urn:lsid:ipni.org:names:191015-1;Centaurea × milliati Arènes;NA;NA;Centaurea × milliati Arènes
urn:lsid:ipni.org:names:191019-1;Centaurea × mirabilis Rouy;NA;NA;Centaurea × mirabilis Rouy
urn:lsid:ipni.org:names:191053-1;Centaurea × munkacsensis J.Wagner & Margittai;NA;NA;Centaurea × munkacsensis J.Wagner & Margittai
urn:lsid:ipni.org:names:191118-2;Petasites × vitifolius Greene;NA;NA;Petasites × vitifolius Greene
urn:lsid:ipni.org:names:191120-1;Centaurea × nouelii Franch. ex H.J.Coste;NA;NA;Centaurea × nouelii Franch. ex H.J.Coste
urn:lsid:ipni.org:names:191121-1;Centaurea × nouletiana (Rouy & Fouc.) Arènes;NA;NA;Centaurea × nouletiana (Rouy & Fouc.) Arènes
urn:lsid:ipni.org:names:191123-1;Centaurea × novelii Franch.;NA;NA;Centaurea × novelii Franch.
urn:lsid:ipni.org:names:191175-1;Centaurea × pailleri Arènes;NA;NA;Centaurea × pailleri Arènes
urn:lsid:ipni.org:names:191185-1;Centaurea × pampaninii Hayek ex Pamp.;NA;NA;Centaurea × pampaninii Hayek ex Pamp.
urn:lsid:ipni.org:names:191238-1;Centaurea × perlakyana Borbás;NA;NA;Centaurea × perlakyana Borbás
urn:lsid:ipni.org:names:191275-1;Centaurea × piroskana Nyár.;NA;NA;Centaurea × piroskana Nyár.
urn:lsid:ipni.org:names:191278-1;Centaurea × plecskensis Nyar.;NA;NA;Centaurea × plecskensis Nyar.
urn:lsid:ipni.org:names:191355-1;Centaurea × pseudomicrantha Rech.f.;NA;NA;Centaurea × pseudomicrantha Rech.f.
urn:lsid:ipni.org:names:191494-1;Centaurea × sagarrae Pau & Font Quer in Font Quer;NA;NA;Centaurea × sagarrae Pau & Font Quer in Font Quer
urn:lsid:ipni.org:names:191501-1;Centaurea × salisiana Brügger;NA;NA;Centaurea × salisiana Brügger
urn:lsid:ipni.org:names:191507-1;Centaurea × salvadoriana Bolos;NA;NA;Centaurea × salvadoriana Bolos
urn:lsid:ipni.org:names:191558-1;Centaurea × semiaustriaca Nyar.;NA;NA;Centaurea × semiaustriaca Nyar.
urn:lsid:ipni.org:names:191580-1;Centaurea × serresii Maire;NA;NA;Centaurea × serresii Maire
urn:lsid:ipni.org:names:191606-1;Centaurea × similata Hausskn.;NA;NA;Centaurea × similata Hausskn.
urn:lsid:ipni.org:names:191614-1;Centaurea × singeorzana Prodan;NA;NA;Centaurea × singeorzana Prodan
urn:lsid:ipni.org:names:191633-1;Centaurea × sooi Nyar.;NA;NA;Centaurea × sooi Nyar.
urn:lsid:ipni.org:names:191655-1;Centaurea × spinochrysolepis Acht.;NA;NA;Centaurea × spinochrysolepis Acht.
urn:lsid:ipni.org:names:191664-1;Centaurea × splendida Nyar.;NA;NA;Centaurea × splendida Nyar.
urn:lsid:ipni.org:names:191668-1;Centaurea × spuria Kern.;NA;NA;Centaurea × spuria Kern.
urn:lsid:ipni.org:names:191691-1;Centaurea × stojanovii Acht.;NA;NA;Centaurea × stojanovii Acht.
urn:lsid:ipni.org:names:191710-1;Centaurea × subdecurrens Pau;Centaurea aspera L.;urn:lsid:ipni.org:names:189935-1;Centaurea × subdecurrens Pau
urn:lsid:ipni.org:names:191710-1;Centaurea × subdecurrens Pau;Centaurea maritima Dufour;urn:lsid:ipni.org:names:190972-1;Centaurea × subdecurrens Pau
urn:lsid:ipni.org:names:191712-1;Centaurea × subdiffusa Prodan;NA;NA;Centaurea × subdiffusa Prodan
urn:lsid:ipni.org:names:191718-1;Centaurea × substereophylla Prodan;NA;NA;Centaurea × substereophylla Prodan
urn:lsid:ipni.org:names:191874-1;Centaurea × vertesensis Boros;NA;NA;Centaurea × vertesensis Boros
urn:lsid:ipni.org:names:191881-1;Centaurea × villaris Sennen;NA;NA;Centaurea × villaris Sennen
urn:lsid:ipni.org:names:191891-1;Centaurea × vistensis Nyár.;NA;NA;Centaurea × vistensis Nyár.
urn:lsid:ipni.org:names:191902-1;Centaurea × vulpina Nyar.;NA;NA;Centaurea × vulpina Nyar.
urn:lsid:ipni.org:names:191924-1;Centaurea × xanthothrix Franch.;NA;NA;Centaurea × xanthothrix Franch.
urn:lsid:ipni.org:names:191940-1;Centaureopappus × hybridus hort.;NA;NA;Centaureopappus × hybridus hort.
urn:lsid:ipni.org:names:191964-1;× Centauserratula mouterdei Arènes;NA;NA;× Centauserratula mouterdei Arènes
urn:lsid:ipni.org:names:193223-1;Chrysaboltonia × pulcherrima Arends;NA;NA;Chrysaboltonia × pulcherrima Arends
urn:lsid:ipni.org:names:193264-1;Chrysanthemoachillea × carmen-sylvae Prodan ex Nyár.;NA;NA;Chrysanthemoachillea × carmen-sylvae Prodan ex Nyár.
urn:lsid:ipni.org:names:193500-1;Chrysanthemum × hortorum W.Mill.;Chrysanthemum morifolium (Ramat.) Hemsl.;urn:lsid:ipni.org:names:77111328-1;Chrysanthemum × hortorum W.Mill.
urn:lsid:ipni.org:names:193500-1;Chrysanthemum × hortorum W.Mill.;Chrysanthemum indicum L.;urn:lsid:ipni.org:names:193510-1;Chrysanthemum × hortorum W.Mill.
urn:lsid:ipni.org:names:193511-1;Chrysanthemum × indo-japonense Uyeki;NA;NA;Chrysanthemum × indo-japonense Uyeki
urn:lsid:ipni.org:names:193538-1;Chrysanthemum × kuwashimae Kitam.;NA;NA;Chrysanthemum × kuwashimae Kitam.
urn:lsid:ipni.org:names:193727-1;Chrysanthemum × rubellum Sealy;NA;NA;Chrysanthemum × rubellum Sealy
urn:lsid:ipni.org:names:193739-1;Chrysanthemum × schousboeanum Gattef. & Maire;NA;NA;Chrysanthemum × schousboeanum Gattef. & Maire
urn:lsid:ipni.org:names:193757-1;Chrysanthemum × shimotomaii Makino;NA;NA;Chrysanthemum × shimotomaii Makino
urn:lsid:ipni.org:names:193781-1;Chrysanthemum × superbum Bergmans ex J.W.Ingram;NA;NA;Chrysanthemum × superbum Bergmans ex J.W.Ingram
urn:lsid:ipni.org:names:194733-1;Cineraria × hinniculus hort. ex Marnock;NA;NA;Cineraria × hinniculus hort. ex Marnock
urn:lsid:ipni.org:names:194939-1;Cirsio-carduus × borderi (Rouy) Arènes;NA;NA;Cirsio-carduus × borderi (Rouy) Arènes
urn:lsid:ipni.org:names:194940-1;Cirsio-carduus × cirsiformis (Vuk.) Arènes;NA;NA;Cirsio-carduus × cirsiformis (Vuk.) Arènes
