id;verbatim;parent;parent_taxonID;edited
urn:lsid:ipni.org:names:77096286-1;× Anacamptorchis morioides (Brand) Stace;NA;NA;× Anacamptorchis morioides (Brand) Stace
urn:lsid:ipni.org:names:77096289-1;Sorbus × avonensis T.C.G.Rich;Sorbus porrigentiformis E.F.Warb.;urn:lsid:ipni.org:names:741906-1;Sorbus × avonensis T.C.G.Rich
urn:lsid:ipni.org:names:77096289-1;Sorbus × avonensis T.C.G.Rich;Sorbus aria (L.) Crantz;urn:lsid:ipni.org:names:741629-1;Sorbus × avonensis T.C.G.Rich
urn:lsid:ipni.org:names:77096290-1;Sorbus × houstoniae T.C.G.Rich;Sorbus bristoliensis Wilmott;urn:lsid:ipni.org:names:741659-1;Sorbus × houstoniae T.C.G.Rich
urn:lsid:ipni.org:names:77096290-1;Sorbus × houstoniae T.C.G.Rich;Sorbus aria (L.) Crantz;urn:lsid:ipni.org:names:741629-1;Sorbus × houstoniae T.C.G.Rich
urn:lsid:ipni.org:names:77096292-1;Sorbus × robertsonii T.C.G.Rich;Sorbus aria (L.) Crantz;urn:lsid:ipni.org:names:741629-1;Sorbus × robertsonii T.C.G.Rich
urn:lsid:ipni.org:names:77096292-1;Sorbus × robertsonii T.C.G.Rich;Sorbus eminens E.F.Warb.;urn:lsid:ipni.org:names:741722-1;Sorbus × robertsonii T.C.G.Rich
urn:lsid:ipni.org:names:77096293-1;Sorbus × proctoris T.C.G.Rich;Sorbus scalaris Koehne;urn:lsid:ipni.org:names:741962-1;Sorbus × proctoris T.C.G.Rich
urn:lsid:ipni.org:names:77096293-1;Sorbus × proctoris T.C.G.Rich;Sorbus aucuparia L.;urn:lsid:ipni.org:names:741641-1;Sorbus × proctoris T.C.G.Rich
urn:lsid:ipni.org:names:77096421-1;Pinus × naxiorum Businský;Pinus yunnanensis Franch.;urn:lsid:ipni.org:names:263419-1;Pinus × naxiorum Businský
urn:lsid:ipni.org:names:77096421-1;Pinus × naxiorum Businský;Pinus densata Masters subsp. densata;urn:lsid:ipni.org:names:77096420-1;Pinus × naxiorum Businský
urn:lsid:ipni.org:names:77096568-1;Anacamptis × murgiana (Medagli, D'Emerico, Ruggiero & Bianco) F.M.Vázquez;NA;NA;Anacamptis × murgiana (Medagli, D'Emerico, Ruggiero & Bianco) F.M.Vázquez
urn:lsid:ipni.org:names:77096571-1;Anacamptis × heraclea (Verg.) F.M.Vázquez;NA;NA;Anacamptis × heraclea (Verg.) F.M.Vázquez
urn:lsid:ipni.org:names:77096588-1;Paphiopedilum × huangrongshuanum Petchl. & O.Gruss;Paphiopedilum dianthum Tang & F.T.Wang;urn:lsid:ipni.org:names:649749-1;Paphiopedilum × huangrongshuanum Petchl. & O.Gruss
urn:lsid:ipni.org:names:77096588-1;Paphiopedilum × huangrongshuanum Petchl. & O.Gruss;Paphiopedilum gratrixianum (Mast.) Rolfe;urn:lsid:ipni.org:names:649768-1;Paphiopedilum × huangrongshuanum Petchl. & O.Gruss
urn:lsid:ipni.org:names:77096598-1;Serapias × venhuisia F.M.Vázquez;Serapias perez-chiscanoi Acedo;urn:lsid:ipni.org:names:941305-1;Serapias × venhuisia F.M.Vázquez
urn:lsid:ipni.org:names:77096598-1;Serapias × venhuisia F.M.Vázquez;Serapias lingua L.;urn:lsid:ipni.org:names:657644-1;Serapias × venhuisia F.M.Vázquez
urn:lsid:ipni.org:names:77096601-1;Ophrys fusca nothosubsp. proxima (C.E.Hermos., Benito & Soca) F.M.Vázquez;NA;NA;Ophrys fusca nothosubsp. proxima (C.E.Hermos., Benito & Soca) F.M.Vázquez
urn:lsid:ipni.org:names:77096602-1;Ophrys × brigittae nothosubsp. provecta (Benito & C.E.Hermos.) F.M.Vázquez;NA;NA;Ophrys × brigittae nothosubsp. provecta (Benito & C.E.Hermos.) F.M.Vázquez
urn:lsid:ipni.org:names:77096620-1;Blephariglottis × apalachicola (P.M.Br. & S.L.Stewart) Baumbach & Lückel;NA;NA;Blephariglottis × apalachicola (P.M.Br. & S.L.Stewart) Baumbach & Lückel
urn:lsid:ipni.org:names:77096621-1;Blephariglottis × beckneri (P.M.Br.) Baumbach & Lückel;NA;NA;Blephariglottis × beckneri (P.M.Br.) Baumbach & Lückel
urn:lsid:ipni.org:names:77096622-1;Blephariglottis × channellii (Folsom) Baumbach & Lückel;NA;NA;Blephariglottis × channellii (Folsom) Baumbach & Lückel
urn:lsid:ipni.org:names:77096624-1;Blephariglottis × enigma Baumbach & Lückel;NA;NA;Blephariglottis × enigma Baumbach & Lückel
urn:lsid:ipni.org:names:77096625-1;Blephariglottis × hollandiae (Catling & Brownell) Baumbach & Lückel;NA;NA;Blephariglottis × hollandiae (Catling & Brownell) Baumbach & Lückel
urn:lsid:ipni.org:names:77096626-1;Blephariglottis × lueri (P.M.Br.) Baumbach & Lückel;NA;NA;Blephariglottis × lueri (P.M.Br.) Baumbach & Lückel
urn:lsid:ipni.org:names:77096627-1;Blephariglottis × osceola (P.M.Br. & S.L.Stewart) Baumbach & Lückel;NA;NA;Blephariglottis × osceola (P.M.Br. & S.L.Stewart) Baumbach & Lückel
urn:lsid:ipni.org:names:77096629-1;Blephariglottis × keenanii (P.M.Br.) Baumbach & Lückel;NA;NA;Blephariglottis × keenanii (P.M.Br.) Baumbach & Lückel
urn:lsid:ipni.org:names:77096638-1;× Aceratoglossum terraccianoi (E.G.Camus) F.M.Vázquez;NA;NA;× Aceratoglossum terraccianoi (E.G.Camus) F.M.Vázquez
urn:lsid:ipni.org:names:77096641-1;Ophrys gauthieri nothosubsp. lucronii (Benito) F.M.Vázquez;NA;NA;Ophrys gauthieri nothosubsp. lucronii (Benito) F.M.Vázquez
urn:lsid:ipni.org:names:77096678-1;Cattleya × irrorata (Rchb.f.) J.M.H.Shaw;NA;NA;Cattleya × irrorata (Rchb.f.) J.M.H.Shaw
urn:lsid:ipni.org:names:77096679-1;Cattleya × eximioides J.M.H.Shaw;NA;NA;Cattleya × eximioides J.M.H.Shaw
urn:lsid:ipni.org:names:77096752-1;Hieracium × corvigenum Gottschl.;Hieracium hoppeanum Schult.;urn:lsid:ipni.org:names:218444-1;Hieracium × corvigenum Gottschl.
urn:lsid:ipni.org:names:77096752-1;Hieracium × corvigenum Gottschl.;Hieracium piloselloides Vill.;urn:lsid:ipni.org:names:221324-1;Hieracium × corvigenum Gottschl.
urn:lsid:ipni.org:names:77096757-1;Hieracium × cepitinum Gottschl.;Hieracium piloselloides Vill.;urn:lsid:ipni.org:names:221324-1;Hieracium × cepitinum Gottschl.
urn:lsid:ipni.org:names:77096757-1;Hieracium × cepitinum Gottschl.;Hieracium hoppeanum Schult.;urn:lsid:ipni.org:names:218444-1;Hieracium × cepitinum Gottschl.
urn:lsid:ipni.org:names:77097010-1;× Orchiplatanthera andreasii Kümpel;Platanthera chlorantha (Custer) Rchb.;urn:lsid:ipni.org:names:651693-1;× Orchiplatanthera andreasii Kümpel
urn:lsid:ipni.org:names:77097010-1;× Orchiplatanthera andreasii Kümpel;Orchis pallens L.;urn:lsid:ipni.org:names:648951-1;× Orchiplatanthera andreasii Kümpel
urn:lsid:ipni.org:names:77097015-1;Sarracenia × naczii Mellich.;Sarracenia rosea Naczi, Case & R.B.Case;urn:lsid:ipni.org:names:319484-2;Sarracenia × naczii Mellich.
urn:lsid:ipni.org:names:77097015-1;Sarracenia × naczii Mellich.;Sarracenia flava L.;urn:lsid:ipni.org:names:30118747-2;Sarracenia × naczii Mellich.
urn:lsid:ipni.org:names:77097016-1;Sarracenia × bellii Mellich.;Sarracenia leucophylla Raf.;urn:lsid:ipni.org:names:790149-1;Sarracenia × bellii Mellich.
urn:lsid:ipni.org:names:77097016-1;Sarracenia × bellii Mellich.;Sarracenia rubra Walter subsp. gulfensis D.E.Schnell;urn:lsid:ipni.org:names:891123-1;Sarracenia × bellii Mellich.
urn:lsid:ipni.org:names:77097017-1;Sarracenia × casei Mellich.;Sarracenia psittacina Michx.;urn:lsid:ipni.org:names:30077002-2;Sarracenia × casei Mellich.
urn:lsid:ipni.org:names:77097017-1;Sarracenia × casei Mellich.;Sarracenia alabamensis Case & R.B.Case subsp. wherryi (D.E.Schnell) Case & R.B.Case;urn:lsid:ipni.org:names:60441394-2;Sarracenia × casei Mellich.
urn:lsid:ipni.org:names:77097018-1;Sarracenia × charlesmoorei Mellich.;Sarracenia purpurea L.;urn:lsid:ipni.org:names:30030166-2;Sarracenia × charlesmoorei Mellich.
urn:lsid:ipni.org:names:77097018-1;Sarracenia × charlesmoorei Mellich.;Sarracenia jonesii Wherry;urn:lsid:ipni.org:names:227806-2;Sarracenia × charlesmoorei Mellich.
urn:lsid:ipni.org:names:77097029-1;Aeonium × bornmuelleri Bañares;Aeonium urbicum (C.Sm. ex Hornem.) Webb & Berthel. var. urbicum;urn:lsid:ipni.org:names:77097028-1;Aeonium × bornmuelleri Bañares
urn:lsid:ipni.org:names:77097029-1;Aeonium × bornmuelleri Bañares;Aeonium canariense Webb & Berthel. var. canariense;urn:lsid:ipni.org:names:51009922-1;Aeonium × bornmuelleri Bañares
urn:lsid:ipni.org:names:77097030-1;Aeonium × cabrerae Bañares;Aeonium diplocyclum (Webb ex Bolle) T.Mes;urn:lsid:ipni.org:names:986625-1;Aeonium × cabrerae Bañares
urn:lsid:ipni.org:names:77097030-1;Aeonium × cabrerae Bañares;Aeonium spathulatum (Hornem.) Praeger;urn:lsid:ipni.org:names:272258-1;Aeonium × cabrerae Bañares
urn:lsid:ipni.org:names:77097031-1;Aeonium × candelariense Bañares;Aeonium aureum (C.Sm. ex Hornem.) T.Mes;urn:lsid:ipni.org:names:986624-1;Aeonium × candelariense Bañares
urn:lsid:ipni.org:names:77097031-1;Aeonium × candelariense Bañares;Aeonium aizoon (Bolle) T.Mes;urn:lsid:ipni.org:names:986623-1;Aeonium × candelariense Bañares
urn:lsid:ipni.org:names:77097032-1;Aeonium × casanovense Bañares;Aeonium sedifolium (Webb ex Bolle) J.Pitard & L.Proust;urn:lsid:ipni.org:names:961825-1;Aeonium × casanovense Bañares
urn:lsid:ipni.org:names:77097032-1;Aeonium × casanovense Bañares;Aeonium spathulatum (Hornem.) Praeger;urn:lsid:ipni.org:names:272258-1;Aeonium × casanovense Bañares
urn:lsid:ipni.org:names:77097033-1;Aeonium × hernandezii Bañares;Aeonium volkeri E.Hern. & Bañares;urn:lsid:ipni.org:names:999413-1;Aeonium × hernandezii Bañares
urn:lsid:ipni.org:names:77097033-1;Aeonium × hernandezii Bañares;Aeonium canariense Webb & Berthel. var. canariense;urn:lsid:ipni.org:names:51009922-1;Aeonium × hernandezii Bañares
urn:lsid:ipni.org:names:77097034-1;Aeonium × lambii Voggenr. ex Bañares;Aeonium aureum (C.Sm. ex Hornem.) T.Mes;urn:lsid:ipni.org:names:986624-1;Aeonium × lambii Voggenr. ex Bañares
urn:lsid:ipni.org:names:77097034-1;Aeonium × lambii Voggenr. ex Bañares;Aeonium spathulatum (Hornem.) Praeger;urn:lsid:ipni.org:names:272258-1;Aeonium × lambii Voggenr. ex Bañares
urn:lsid:ipni.org:names:77097035-1;Aeonium × laxiflorum (Macarrón & Bañares) Bañares;NA;NA;Aeonium × laxiflorum (Macarrón & Bañares) Bañares
urn:lsid:ipni.org:names:77097036-1;Aeonium × meridionale Bañares;Aeonium davidbramwellii H.Y.Liu;urn:lsid:ipni.org:names:937633-1;Aeonium × meridionale Bañares
urn:lsid:ipni.org:names:77097036-1;Aeonium × meridionale Bañares;Aeonium spathulatum (Hornem.) Praeger;urn:lsid:ipni.org:names:272258-1;Aeonium × meridionale Bañares
urn:lsid:ipni.org:names:77097037-1;Aeonium × occidentale Bañares;Aeonium goochiae Webb & Berthel.;urn:lsid:ipni.org:names:272225-1;Aeonium × occidentale Bañares
urn:lsid:ipni.org:names:77097037-1;Aeonium × occidentale Bañares;Aeonium sedifolium (Webb ex Bolle) J.Pitard & L.Proust;urn:lsid:ipni.org:names:961825-1;Aeonium × occidentale Bañares
urn:lsid:ipni.org:names:77097038-1;Aeonium × proliferum Bañares;Aeonium hierrense (Murray) J.Pitard & L.Proust;urn:lsid:ipni.org:names:961823-1;Aeonium × proliferum Bañares
urn:lsid:ipni.org:names:77097038-1;Aeonium × proliferum Bañares;Aeonium davidbramwellii H.Y.Liu;urn:lsid:ipni.org:names:937633-1;Aeonium × proliferum Bañares
urn:lsid:ipni.org:names:77097039-1;Aeonium × proliferum nothovar. glabrifolium Bañares;NA;NA;Aeonium × proliferum nothovar. glabrifolium Bañares
urn:lsid:ipni.org:names:77097040-1;Aeonium × robustum Bañares;Aeonium nobile (Praeger) Praeger;urn:lsid:ipni.org:names:272246-1;Aeonium × robustum Bañares
urn:lsid:ipni.org:names:77097040-1;Aeonium × robustum Bañares;Aeonium davidbramwellii H.Y.Liu;urn:lsid:ipni.org:names:937633-1;Aeonium × robustum Bañares
urn:lsid:ipni.org:names:77097041-1;Aeonium × septentrionale Bañares & C.Ríos;Aeonium aureum (C.Sm. ex Hornem.) T.Mes;urn:lsid:ipni.org:names:986624-1;Aeonium × septentrionale Bañares & C.Ríos
urn:lsid:ipni.org:names:77097041-1;Aeonium × septentrionale Bañares & C.Ríos;Aeonium undulatum Webb & Berthel.;urn:lsid:ipni.org:names:272269-1;Aeonium × septentrionale Bañares & C.Ríos
urn:lsid:ipni.org:names:77097042-1;Aeonium × tijarafense A.Santos ex Bañares;Aeonium diplocyclum (Webb ex Bolle) T.Mes;urn:lsid:ipni.org:names:986625-1;Aeonium × tijarafense A.Santos ex Bañares
urn:lsid:ipni.org:names:77097042-1;Aeonium × tijarafense A.Santos ex Bañares;Aeonium davidbramwellii H.Y.Liu;urn:lsid:ipni.org:names:937633-1;Aeonium × tijarafense A.Santos ex Bañares
urn:lsid:ipni.org:names:77097043-1;Aeonium × timense Bañares & Macarrón;Aeonium canariense Webb & Berthel. var. palmense (Webb ex Christ) H.Y.Liu;urn:lsid:ipni.org:names:955409-1;Aeonium × timense Bañares & Macarrón
urn:lsid:ipni.org:names:77097043-1;Aeonium × timense Bañares & Macarrón;Aeonium nobile (Praeger) Praeger;urn:lsid:ipni.org:names:272246-1;Aeonium × timense Bañares & Macarrón
urn:lsid:ipni.org:names:77097044-1;Aichryson × azuajei Bañares;Aichryson porphyrogennetos Bolle;urn:lsid:ipni.org:names:272301-1;Aichryson × azuajei Bañares
urn:lsid:ipni.org:names:77097044-1;Aichryson × azuajei Bañares;Aichryson laxum (Haw.) Bramwell;urn:lsid:ipni.org:names:272293-1;Aichryson × azuajei Bañares
urn:lsid:ipni.org:names:77097045-1;Monanthes × filifolia Bañares;Monanthes brachycaulos (Webb & Berthel.) Lowe;urn:lsid:ipni.org:names:274577-1;Monanthes × filifolia Bañares
urn:lsid:ipni.org:names:77097045-1;Monanthes × filifolia Bañares;Monanthes anagensis Praeger;urn:lsid:ipni.org:names:274574-1;Monanthes × filifolia Bañares
urn:lsid:ipni.org:names:77097046-1;Monanthes × subglabrata Bañares;Monanthes minima Christ;urn:lsid:ipni.org:names:274587-1;Monanthes × subglabrata Bañares
urn:lsid:ipni.org:names:77097046-1;Monanthes × subglabrata Bañares;Monanthes brachycaulos (Webb & Berthel.) Lowe;urn:lsid:ipni.org:names:274577-1;Monanthes × subglabrata Bañares
urn:lsid:ipni.org:names:77097047-1;Aeonium × riosjordanae (Bañares) Bañares;NA;NA;Aeonium × riosjordanae (Bañares) Bañares
urn:lsid:ipni.org:names:77097190-1;Lepanthes × mendietae Archila;Lepanthes gibberosa Ames;urn:lsid:ipni.org:names:137541-2;Lepanthes × mendietae Archila
urn:lsid:ipni.org:names:77097190-1;Lepanthes × mendietae Archila;Lepanthes guatemalensis Schltr.;urn:lsid:ipni.org:names:640036-1;Lepanthes × mendietae Archila
urn:lsid:ipni.org:names:77097192-1;Lepanthes × fonacytii Archila;Lepanthes verapazensis Archila;urn:lsid:ipni.org:names:77097191-1;Lepanthes × fonacytii Archila
urn:lsid:ipni.org:names:77097192-1;Lepanthes × fonacytii Archila;Lepanthes gibberosa Ames;urn:lsid:ipni.org:names:640030-1;Lepanthes × fonacytii Archila
urn:lsid:ipni.org:names:77097974-1;× Pachebergia apicicostata S.Arias & Terrazas;Pachycereus pecten-aboriginum Britton & Rose;urn:lsid:ipni.org:names:179827-2;× Pachebergia apicicostata S.Arias & Terrazas
urn:lsid:ipni.org:names:77097974-1;× Pachebergia apicicostata S.Arias & Terrazas;Backebergia militaris (Audot) Bravo ex Sánchez-Mej.;urn:lsid:ipni.org:names:28267-2;× Pachebergia apicicostata S.Arias & Terrazas
urn:lsid:ipni.org:names:77098190-1;× Reyllopia conollyana (J.P.Bailey) Galasso;NA;NA;× Reyllopia conollyana (J.P.Bailey) Galasso
urn:lsid:ipni.org:names:77098274-1;Geranium × johnsonii P.D.Sell;Geranium himalayense Klotzsch;urn:lsid:ipni.org:names:373138-1;Geranium × johnsonii P.D.Sell
urn:lsid:ipni.org:names:77098274-1;Geranium × johnsonii P.D.Sell;Geranium pratense L.;urn:lsid:ipni.org:names:322493-2;Geranium × johnsonii P.D.Sell
urn:lsid:ipni.org:names:77098316-1;Symphytum × hidcotense P.D.Sell;Symphytum uplandicum Nyman;urn:lsid:ipni.org:names:120843-1;Symphytum × hidcotense P.D.Sell
urn:lsid:ipni.org:names:77098316-1;Symphytum × hidcotense P.D.Sell;Symphytum grandiflorum DC.;urn:lsid:ipni.org:names:120788-1;Symphytum × hidcotense P.D.Sell
urn:lsid:ipni.org:names:77098317-1;Symphytum × perringianum P.H.Oswald & P.D.Sell;Symphytum uplandicum Nyman;urn:lsid:ipni.org:names:120843-1;Symphytum × perringianum P.H.Oswald & P.D.Sell
urn:lsid:ipni.org:names:77098317-1;Symphytum × perringianum P.H.Oswald & P.D.Sell;Symphytum orientale L.;urn:lsid:ipni.org:names:120818-1;Symphytum × perringianum P.H.Oswald & P.D.Sell
urn:lsid:ipni.org:names:77098444-1;Ophrys × ozantina Gennaio;Ophrys bombyliflora Link;urn:lsid:ipni.org:names:647801-1;Ophrys × ozantina Gennaio
urn:lsid:ipni.org:names:77098444-1;Ophrys × ozantina Gennaio;Ophrys parvimaculata (O.Danesch & E.Danesch) Paulus & Gack;urn:lsid:ipni.org:names:70030101-1;Ophrys × ozantina Gennaio
urn:lsid:ipni.org:names:77098713-1;Ligularia × maoniushanensis X.Gong & Y.Z.Pan;Ligularia duciformis (C.Winkl.) Hand.-Mazz.;urn:lsid:ipni.org:names:230732-1;Ligularia × maoniushanensis X.Gong & Y.Z.Pan
urn:lsid:ipni.org:names:77098713-1;Ligularia × maoniushanensis X.Gong & Y.Z.Pan;Ligularia paradoxa Hand.-Mazz.;urn:lsid:ipni.org:names:230815-1;Ligularia × maoniushanensis X.Gong & Y.Z.Pan
urn:lsid:ipni.org:names:77098744-1;Iris × sinistra Sosn.;Iris iberica Hoffm.;urn:lsid:ipni.org:names:438723-1;Iris × sinistra Sosn.
urn:lsid:ipni.org:names:77098744-1;Iris × sinistra Sosn.;Iris lineolata (Trautv.) Grossh.;urn:lsid:ipni.org:names:438796-1;Iris × sinistra Sosn.
urn:lsid:ipni.org:names:77098802-1;Symphytum uplandicum f. coeruleum (Petitm. ex Thell.) P.D.Sell;NA;NA;Symphytum uplandicum f. coeruleum (Petitm. ex Thell.) P.D.Sell
urn:lsid:ipni.org:names:77098999-1;Rubus × masakihisashii Naruh.;Rubus chingii Hu;urn:lsid:ipni.org:names:735803-1;Rubus × masakihisashii Naruh.
urn:lsid:ipni.org:names:77098999-1;Rubus × masakihisashii Naruh.;Rubus hirsutus Thunb.;urn:lsid:ipni.org:names:737359-1;Rubus × masakihisashii Naruh.
urn:lsid:ipni.org:names:77099035-1;Roscoea × beesiana Cowley & C.Whitehouse;Roscoea auriculata K.Schum.;urn:lsid:ipni.org:names:798107-1;Roscoea × beesiana Cowley & C.Whitehouse
urn:lsid:ipni.org:names:77099035-1;Roscoea × beesiana Cowley & C.Whitehouse;Roscoea cautleoides Gagnep.;urn:lsid:ipni.org:names:798111-1;Roscoea × beesiana Cowley & C.Whitehouse
urn:lsid:ipni.org:names:77099040-1;Paphiopedilum × sanjiangianum Petchl. & O.Gruss;Paphiopedilum coccineum Perner & R.Herrm.;urn:lsid:ipni.org:names:1017665-1;Paphiopedilum × sanjiangianum Petchl. & O.Gruss
urn:lsid:ipni.org:names:77099040-1;Paphiopedilum × sanjiangianum Petchl. & O.Gruss;Paphiopedilum dianthum Tang & F.T.Wang;urn:lsid:ipni.org:names:649749-1;Paphiopedilum × sanjiangianum Petchl. & O.Gruss
urn:lsid:ipni.org:names:77099099-1;Narcissus × cardonae Lloret & Fern.Casas;Narcissus tazetta L.;urn:lsid:ipni.org:names:66240-1;Narcissus × cardonae Lloret & Fern.Casas
urn:lsid:ipni.org:names:77099099-1;Narcissus × cardonae Lloret & Fern.Casas;Narcissus dubius Gouan;urn:lsid:ipni.org:names:66006-1;Narcissus × cardonae Lloret & Fern.Casas
urn:lsid:ipni.org:names:77099160-1;Salix × zhataica Efimova, Shurduk & Ahti;Salix brachypoda (Trautv. & C.A.Mey.) Kom.;urn:lsid:ipni.org:names:777201-1;Salix × zhataica Efimova, Shurduk & Ahti
urn:lsid:ipni.org:names:77099160-1;Salix × zhataica Efimova, Shurduk & Ahti;Salix pyrolifolia Ledeb.;urn:lsid:ipni.org:names:778633-1;Salix × zhataica Efimova, Shurduk & Ahti
urn:lsid:ipni.org:names:77099221-1;Helichrysum × fontqueri J.M.Aparicio, D.Mesa, J.Moro & F.Royo;NA;NA;Helichrysum × fontqueri J.M.Aparicio, D.Mesa, J.Moro & F.Royo
urn:lsid:ipni.org:names:77099456-1;Pyrus × myloslavensis Czarna & Antkowiak;Pyrus salicifolia Pall.;urn:lsid:ipni.org:names:731196-1;Pyrus × myloslavensis Czarna & Antkowiak
urn:lsid:ipni.org:names:77099456-1;Pyrus × myloslavensis Czarna & Antkowiak;Pyrus communis L.;urn:lsid:ipni.org:names:730774-1;Pyrus × myloslavensis Czarna & Antkowiak
urn:lsid:ipni.org:names:77099610-1;Coptidium × spitsbergense (Hadač) Elven;NA;NA;Coptidium × spitsbergense (Hadač) Elven
urn:lsid:ipni.org:names:77099695-1;Begonia × chungii C.I Peng & S.M.Ku;Begonia longifolia Blume;urn:lsid:ipni.org:names:105081-1;Begonia × chungii C.I Peng & S.M.Ku
urn:lsid:ipni.org:names:77099695-1;Begonia × chungii C.I Peng & S.M.Ku;Begonia palmata D.Don;urn:lsid:ipni.org:names:105340-1;Begonia × chungii C.I Peng & S.M.Ku
urn:lsid:ipni.org:names:77099706-1;Vandenboschia × quelpaertensis (Nakai) Ebihara;NA;NA;Vandenboschia × quelpaertensis (Nakai) Ebihara
urn:lsid:ipni.org:names:77099885-1;Musa × georgiana Rich.H.Wallace;Musa balbisiana Colla;urn:lsid:ipni.org:names:797536-1;Musa × georgiana Rich.H.Wallace
urn:lsid:ipni.org:names:77099885-1;Musa × georgiana Rich.H.Wallace;Musa velutina H.Wendl. & Drude;urn:lsid:ipni.org:names:797625-1;Musa × georgiana Rich.H.Wallace
urn:lsid:ipni.org:names:77099988-1;Orchis × navarrensis Amard.;Orchis × langei K.Richt.;urn:lsid:ipni.org:names:648790-1;Orchis × navarrensis Amard.
urn:lsid:ipni.org:names:77099988-1;Orchis × navarrensis Amard.;Orchis provincialis Balb.;urn:lsid:ipni.org:names:649015-1;Orchis × navarrensis Amard.
urn:lsid:ipni.org:names:77100043-1;× Aegilotriticum requienii (Ces., Pass. & Gibelli) Veldkamp;NA;NA;× Aegilotriticum requienii (Ces., Pass. & Gibelli) Veldkamp
urn:lsid:ipni.org:names:77100086-1;Agrostis × gigantifera Portal;Agrostis stolonifera L.;urn:lsid:ipni.org:names:386353-1;Agrostis × gigantifera Portal
urn:lsid:ipni.org:names:77100086-1;Agrostis × gigantifera Portal;Agrostis gigantea Roth;urn:lsid:ipni.org:names:385783-1;Agrostis × gigantifera Portal
urn:lsid:ipni.org:names:77100087-1;Agrostis × stebleri (Asch. & Graebn.) Portal;NA;NA;Agrostis × stebleri (Asch. & Graebn.) Portal
urn:lsid:ipni.org:names:77100088-1;Agrostis × torgesii Portal;Agrostis schraderiana Bech.;urn:lsid:ipni.org:names:386287-1;Agrostis × torgesii Portal
urn:lsid:ipni.org:names:77100088-1;Agrostis × torgesii Portal;Agrostis rupestris All.;urn:lsid:ipni.org:names:386258-1;Agrostis × torgesii Portal
urn:lsid:ipni.org:names:77100094-1;Veronica × affinis (Cheeseman) Garn.-Jones;NA;NA;Veronica × affinis (Cheeseman) Garn.-Jones
urn:lsid:ipni.org:names:77100095-1;Veronica × laevastonii (Cockayne & Allan) Garn.-Jones;NA;NA;Veronica × laevastonii (Cockayne & Allan) Garn.-Jones
